lemma,word form,sentence,doc index,sent index,token index,tokenized sentence
earn,earned,"i'm glad he is doing well now, with a stable job , gf etc. time passes and its time for marraige, but in the end he assumed that his parent will pay for his wedding as he himself and she spent everything they earned?",39845,18,47,"('i', ""'m"", 'glad', 'he', 'is', 'doing', 'well', 'now', ',', 'with', 'a', 'stable', 'job', ',', 'gf', 'etc', '.', 'time', 'passes', 'and', 'its', 'time', 'for', 'marraige', ',', 'but', 'in', 'the', 'end', 'he', 'assumed', 'that', 'his', 'parent', 'will', 'pay', 'for', 'his', 'wedding', 'as', 'he', 'himself', 'and', 'she', 'spent', 'everything', 'they', 'earned', '?')"
earn,earning,"i hope my aunts and uncles are earning more money, and not losing more hair.",24002,22,7,"('i', 'hope', 'my', 'aunts', 'and', 'uncles', 'are', 'earning', 'more', 'money', ',', 'and', 'not', 'losing', 'more', 'hair', '.')"
earn,earned,"Still on the theme of sainthood, i think i earned my wings the other night.",4423,1,10,"('Still', 'on', 'the', 'theme', 'of', 'sainthood', ',', 'i', 'think', 'i', 'earned', 'my', 'wings', 'the', 'other', 'night', '.')"
earn,earn,"But like i told b, i need to earn my stripes.",22083,10,9,"('But', 'like', 'i', 'told', 'b', ',', 'i', 'need', 'to', 'earn', 'my', 'stripes', '.')"
earn,earn,I knew it's not only me who will going to earn pogi points once i finish my tasks but the whole team.,37520,39,11,"('I', 'knew', 'it', ""'s"", 'not', 'only', 'me', 'who', 'will', 'going', 'to', 'earn', 'pogi', 'points', 'once', 'i', 'finish', 'my', 'tasks', 'but', 'the', 'whole', 'team', '.')"
earn,earn,"Still, not having to run register, and only needing to worry about dancing around and entertaining people could quite possibly be the easiest money there is to earn, so i'm down, yo.",17105,22,29,"('Still', ',', 'not', 'having', 'to', 'run', 'register', ',', 'and', 'only', 'needing', 'to', 'worry', 'about', 'dancing', 'around', 'and', 'entertaining', 'people', 'could', 'quite', 'possibly', 'be', 'the', 'easiest', 'money', 'there', 'is', 'to', 'earn', ',', 'so', 'i', ""'m"", 'down', ',', 'yo', '.')"
earn,earned,"I'm sorry, i'd rather spend my hard-earned cash on a pencil.",6331,14,11,"('I', ""'m"", 'sorry', ',', 'i', ""'d"", 'rather', 'spend', 'my', 'hard', '-', 'earned', 'cash', 'on', 'a', 'pencil', '.')"
earn,earn,"And i did earn some money, not alot though.",21850,9,3,"('And', 'i', 'did', 'earn', 'some', 'money', ',', 'not', 'alot', 'though', '.')"
earn,earned,"Meanwhile, following up my previous entry, matt gentile has truly earned his superstar nickname and has obtained 4 tickets for wrestlemania at madison square garden this sunday.",8728,22,12,"('Meanwhile', ',', 'following', 'up', 'my', 'previous', 'entry', ',', 'matt', 'gentile', 'has', 'truly', 'earned', 'his', 'superstar', 'nickname', 'and', 'has', 'obtained', '4', 'tickets', 'for', 'wrestlemania', 'at', 'madison', 'square', 'garden', 'this', 'sunday', '.')"
earn,earn,"I managed to earn much more money than usual, about twice as much frm the previous times.",21887,8,3,"('I', 'managed', 'to', 'earn', 'much', 'more', 'money', 'than', 'usual', ',', 'about', 'twice', 'as', 'much', 'frm', 'the', 'previous', 'times', '.')"
earn,earn,"2.  favor racial and ethnic groups only in cases where it is needed (don't award the 20 points to the hispanic kid from auburn hills whose parents are surgeons, who went to some fancy private school in detroit, murdered the s.a.t., travelled abroad her sophomore year, and got an infiniti for her sweet 16; instead, save the points for the minority kids who grew up less than priviliged and still finished school and  did well enough  to earn a michigan degree.",6827,56,90,"('2', '.', ' ', 'favor', 'racial', 'and', 'ethnic', 'groups', 'only', 'in', 'cases', 'where', 'it', 'is', 'needed', '(', 'do', ""n't"", 'award', 'the', '20', 'points', 'to', 'the', 'hispanic', 'kid', 'from', 'auburn', 'hills', 'whose', 'parents', 'are', 'surgeons', ',', 'who', 'went', 'to', 'some', 'fancy', 'private', 'school', 'in', 'detroit', ',', 'murdered', 'the', 's.a.t', '.', ',', 'travelled', 'abroad', 'her', 'sophomore', 'year', ',', 'and', 'got', 'an', 'infiniti', 'for', 'her', 'sweet', '16', ';', 'instead', ',', 'save', 'the', 'points', 'for', 'the', 'minority', 'kids', 'who', 'grew', 'up', 'less', 'than', 'priviliged', 'and', 'still', 'finished', 'school', 'and', ' ', 'did', 'well', 'enough', ' ', 'to', 'earn', 'a', 'michigan', 'degree', '.')"
earn,earned,right now i am wearing only the shorts that earned me the name of 'chicken legs' earlier this year.,168,1,9,"('right', 'now', 'i', 'am', 'wearing', 'only', 'the', 'shorts', 'that', 'earned', 'me', 'the', 'name', 'of', ""'"", 'chicken', 'legs', ""'"", 'earlier', 'this', 'year', '.')"
earn,earn,"When we send our young men and women into harm’s way, we have a solemn obligation not to fudge the numbers or shade the truth about why they’re going, to care for their families while they’re gone, to tend to the soldiers upon their return, and to never ever go to war without enough troops to win the war, secure the peace, and earn the respect of the world.",9254,67,72,"('When', 'we', 'send', 'our', 'young', 'men', 'and', 'women', 'into', 'harm', '’s', 'way', ',', 'we', 'have', 'a', 'solemn', 'obligation', 'not', 'to', 'fudge', 'the', 'numbers', 'or', 'shade', 'the', 'truth', 'about', 'why', 'they', '’re', 'going', ',', 'to', 'care', 'for', 'their', 'families', 'while', 'they', '’re', 'gone', ',', 'to', 'tend', 'to', 'the', 'soldiers', 'upon', 'their', 'return', ',', 'and', 'to', 'never', 'ever', 'go', 'to', 'war', 'without', 'enough', 'troops', 'to', 'win', 'the', 'war', ',', 'secure', 'the', 'peace', ',', 'and', 'earn', 'the', 'respect', 'of', 'the', 'world', '.')"
earn,earn,"The team had 240, the score they needed to earn a bonus point as their target and not 301.",15922,10,10,"('The', 'team', 'had', '240', ',', 'the', 'score', 'they', 'needed', 'to', 'earn', 'a', 'bonus', 'point', 'as', 'their', 'target', 'and', 'not', '301', '.')"
earn,earn,"right now, with the money i earn myself i'll stick with my bongo jeans, baby g watch and the kickassed bracelet i bought at a little street vendor today.",15181,30,7,"('right', 'now', ',', 'with', 'the', 'money', 'i', 'earn', 'myself', 'i', ""'ll"", 'stick', 'with', 'my', 'bongo', 'jeans', ',', 'baby', 'g', 'watch', 'and', 'the', 'kickassed', 'bracelet', 'i', 'bought', 'at', 'a', 'little', 'street', 'vendor', 'today', '.')"
earn,earn,I will earn my trust as they will mine.,9688,39,2,"('I', 'will', 'earn', 'my', 'trust', 'as', 'they', 'will', 'mine', '.')"
earn,earn,We each earn the income we do today because that is the amount we have limited ourselves to earn.,8378,4,18,"('We', 'each', 'earn', 'the', 'income', 'we', 'do', 'today', 'because', 'that', 'is', 'the', 'amount', 'we', 'have', 'limited', 'ourselves', 'to', 'earn', '.')"
earn,earn,ein gutes wort einlegen   pretty much they earn pretty much money together.,17934,48,8,"('ein', 'gutes', 'wort', 'einlegen', '  ', 'pretty', 'much', 'they', 'earn', 'pretty', 'much', 'money', 'together', '.')"
earn,earned,"In a few short months, crow -- who came to asu last summer from columbia university -- has already earned a reputation for flashy behavior.",39106,29,20,"('In', 'a', 'few', 'short', 'months', ',', 'crow', '--', 'who', 'came', 'to', 'asu', 'last', 'summer', 'from', 'columbia', 'university', '--', 'has', 'already', 'earned', 'a', 'reputation', 'for', 'flashy', 'behavior', '.')"
earn,earning,"Memorizing lines for  the importance of being ernest  (i'm jack, the male lead), starting a web design firm with one of my best friends, finally getting my g1, building my band (both our repetoire and our reputation), and earning some money being just a few things.",9818,7,50,"('Memorizing', 'lines', 'for', ' ', 'the', 'importance', 'of', 'being', 'ernest', ' ', '(', 'i', ""'m"", 'jack', ',', 'the', 'male', 'lead', ')', ',', 'starting', 'a', 'web', 'design', 'firm', 'with', 'one', 'of', 'my', 'best', 'friends', ',', 'finally', 'getting', 'my', 'g1', ',', 'building', 'my', 'band', '(', 'both', 'our', 'repetoire', 'and', 'our', 'reputation', ')', ',', 'and', 'earning', 'some', 'money', 'being', 'just', 'a', 'few', 'things', '.')"
earn,earn,"There's this fund/investment management firm where i can transfer $$ from my bank account, earn interest through them, and transfer the $$ back anytime i want.",321,25,19,"('There', ""'s"", 'this', 'fund', '/', 'investment', 'management', 'firm', 'where', 'i', 'can', 'transfer', '$', '$', 'from', 'my', 'bank', 'account', ',', 'earn', 'interest', 'through', 'them', ',', 'and', 'transfer', 'the', '$', '$', 'back', 'anytime', 'i', 'want', '.')"
earn,earn,"Here are some excerpts from the print article:  'companies like general motors, aol time warner and marriott earn revenue by piping adult movies into americans' homes and hotel rooms, but you won't see anything about it in their company reports.",17848,2,21,"('Here', 'are', 'some', 'excerpts', 'from', 'the', 'print', 'article', ':', ' ', ""'"", 'companies', 'like', 'general', 'motors', ',', 'aol', 'time', 'warner', 'and', 'marriott', 'earn', 'revenue', 'by', 'piping', 'adult', 'movies', 'into', 'americans', ""'"", 'homes', 'and', 'hotel', 'rooms', ',', 'but', 'you', 'wo', ""n't"", 'see', 'anything', 'about', 'it', 'in', 'their', 'company', 'reports', '.')"
earn,earn,i wanna earn as much as i can earn for the time-being.,33832,16,8,"('i', 'wanna', 'earn', 'as', 'much', 'as', 'i', 'can', 'earn', 'for', 'the', 'time', '-', 'being', '.')"
earn,earned,"Come stand with me barefoot in the wet grass we can listen to the rain and watch the storm blow over lightning lights the sky take my hand as the rain comes down smile just because you're here and everything seems right  retreat to the back porch relax on the swing spend time well earned and talk about nothings i'm leaving soon but this moment is perfect nothing matters, except that you're with me  the night fades away sunshine brightens a sleeping face never found the words to tell how much i care just one more, kiss good-bye knowing its not,",11664,0,56,"('Come', 'stand', 'with', 'me', 'barefoot', 'in', 'the', 'wet', 'grass', 'we', 'can', 'listen', 'to', 'the', 'rain', 'and', 'watch', 'the', 'storm', 'blow', 'over', 'lightning', 'lights', 'the', 'sky', 'take', 'my', 'hand', 'as', 'the', 'rain', 'comes', 'down', 'smile', 'just', 'because', 'you', ""'re"", 'here', 'and', 'everything', 'seems', 'right', ' ', 'retreat', 'to', 'the', 'back', 'porch', 'relax', 'on', 'the', 'swing', 'spend', 'time', 'well', 'earned', 'and', 'talk', 'about', 'nothings', 'i', ""'m"", 'leaving', 'soon', 'but', 'this', 'moment', 'is', 'perfect', 'nothing', 'matters', ',', 'except', 'that', 'you', ""'re"", 'with', 'me', ' ', 'the', 'night', 'fades', 'away', 'sunshine', 'brightens', 'a', 'sleeping', 'face', 'never', 'found', 'the', 'words', 'to', 'tell', 'how', 'much', 'i', 'care', 'just', 'one', 'more', ',', 'kiss', 'good', '-', 'bye', 'knowing', 'its', 'not', ',')"
earn,earns,"My parents instead began their life here in the service sector and now work in unionized jobs in which my dad earns a middle-class salary by working 12 hour shifts, at times, 7 days a week.",8290,20,21,"('My', 'parents', 'instead', 'began', 'their', 'life', 'here', 'in', 'the', 'service', 'sector', 'and', 'now', 'work', 'in', 'unionized', 'jobs', 'in', 'which', 'my', 'dad', 'earns', 'a', 'middle', '-', 'class', 'salary', 'by', 'working', '12', 'hour', 'shifts', ',', 'at', 'times', ',', '7', 'days', 'a', 'week', '.')"
earn,earned,"Honestly, this should be the first watch you people buy with your first hard earned salary.",12370,15,15,"('Honestly', ',', 'this', 'should', 'be', 'the', 'first', 'watch', 'you', 'people', 'buy', 'with', 'your', 'first', 'hard', 'earned', 'salary', '.')"
earn,earns,The parent corporation does possess a valid intellectual property right in the in-game money and items that one earns or purchases.,26208,23,20,"('The', 'parent', 'corporation', 'does', 'possess', 'a', 'valid', 'intellectual', 'property', 'right', 'in', 'the', 'in', '-', 'game', 'money', 'and', 'items', 'that', 'one', 'earns', 'or', 'purchases', '.')"
earn,earn,"But we had to earn it, yo.  make our beds, keep our rooms tip-top.",7607,26,4,"('But', 'we', 'had', 'to', 'earn', 'it', ',', 'yo', '.', ' ', 'make', 'our', 'beds', ',', 'keep', 'our', 'rooms', 'tip', '-', 'top', '.')"
earn,earn,"I've decided i'd like to try and become a high school teacher, and gain acceptance to a concurrent program at brock university, where i'll be able to earn a bachelor of arts and a bachelor of education at the same time.",31724,19,32,"('I', ""'ve"", 'decided', 'i', ""'d"", 'like', 'to', 'try', 'and', 'become', 'a', 'high', 'school', 'teacher', ',', 'and', 'gain', 'acceptance', 'to', 'a', 'concurrent', 'program', 'at', 'brock', 'university', ',', 'where', 'i', ""'ll"", 'be', 'able', 'to', 'earn', 'a', 'bachelor', 'of', 'arts', 'and', 'a', 'bachelor', 'of', 'education', 'at', 'the', 'same', 'time', '.')"
earn,earned,"Do you think they should be raking in the dough, living a life of luxury, while you shell out your hard earned cash on items you might not purchase if you thoroughly thought about the options available.",1306,14,23,"('Do', 'you', 'think', 'they', 'should', 'be', 'raking', 'in', 'the', 'dough', ',', 'living', 'a', 'life', 'of', 'luxury', ',', 'while', 'you', 'shell', 'out', 'your', 'hard', 'earned', 'cash', 'on', 'items', 'you', 'might', 'not', 'purchase', 'if', 'you', 'thoroughly', 'thought', 'about', 'the', 'options', 'available', '.')"
earn,earn,"-hell, the lakers didn't even finish in the top three this year, because they weren't a strong enough team to earn it.",38738,20,24,"('-hell', ',', 'the', 'lakers', 'did', ""n't"", 'even', 'finish', 'in', 'the', 'top', 'three', 'this', 'year', ',', 'because', 'they', 'were', ""n't"", 'a', 'strong', 'enough', 'team', 'to', 'earn', 'it', '.')"
earn,earning,"Recently, two books by  urllink p. j. o'rourke  have come into my possession (specifically,  urllink  give war a chance   and  urllink  peace kills: america's fun new imperialism  ), and this got me thinking: here's a guy traveling about the globe, doing a type of second-generation gonzo journalism (which is all the more funny, since the hardcore free-market guy o'rourke is not exactly cut from the same ideological cloth as  urllink hunter s. thompson ), earning a respectable living from making fun of the respectable and  faux  respectable elements in world society.",22742,1,99,"('Recently', ',', 'two', 'books', 'by', ' ', 'urllink', 'p.', 'j.', ""o'rourke"", ' ', 'have', 'come', 'into', 'my', 'possession', '(', 'specifically', ',', ' ', 'urllink', ' ', 'give', 'war', 'a', 'chance', '  ', 'and', ' ', 'urllink', ' ', 'peace', 'kills', ':', 'america', ""'s"", 'fun', 'new', 'imperialism', ' ', ')', ',', 'and', 'this', 'got', 'me', 'thinking', ':', 'here', ""'s"", 'a', 'guy', 'traveling', 'about', 'the', 'globe', ',', 'doing', 'a', 'type', 'of', 'second', '-', 'generation', 'gonzo', 'journalism', '(', 'which', 'is', 'all', 'the', 'more', 'funny', ',', 'since', 'the', 'hardcore', 'free', '-', 'market', 'guy', ""o'rourke"", 'is', 'not', 'exactly', 'cut', 'from', 'the', 'same', 'ideological', 'cloth', 'as', ' ', 'urllink', 'hunter', 's.', 'thompson', ')', ',', 'earning', 'a', 'respectable', 'living', 'from', 'making', 'fun', 'of', 'the', 'respectable', 'and', ' ', 'faux', ' ', 'respectable', 'elements', 'in', 'world', 'society', '.')"
earn,earned,urllink  msn entertainment - news - 'apprentice' star omarosa fired 4 times    -courtesy of j.tan (you have earned your way back on to the waiting list).,24108,0,22,"('urllink', ' ', 'msn', 'entertainment', '-', 'news', '-', ""'"", 'apprentice', ""'"", 'star', 'omarosa', 'fired', '4', 'times', '   ', '-courtesy', 'of', 'j.tan', '(', 'you', 'have', 'earned', 'your', 'way', 'back', 'on', 'to', 'the', 'waiting', 'list', ')', '.')"
earn,earning,"Some of them were working in the twin towers the morning of september 11, 2001 earning a better life for their families.",10795,21,16,"('Some', 'of', 'them', 'were', 'working', 'in', 'the', 'twin', 'towers', 'the', 'morning', 'of', 'september', '11', ',', '2001', 'earning', 'a', 'better', 'life', 'for', 'their', 'families', '.')"
earn,earned,"Here we are, spending our hard earned money for taxes, taxes which go to programs like welfare, promoting the american way of life (sucking the blood outta the guys who've got cash!)",16766,1,7,"('Here', 'we', 'are', ',', 'spending', 'our', 'hard', 'earned', 'money', 'for', 'taxes', ',', 'taxes', 'which', 'go', 'to', 'programs', 'like', 'welfare', ',', 'promoting', 'the', 'american', 'way', 'of', 'life', '(', 'sucking', 'the', 'blood', 'outta', 'the', 'guys', 'who', ""'ve"", 'got', 'cash', '!', ')')"
earn,earned,Etv has earned about rs 100 million from advertisements in the last fiscal from its five news bulletins a day.,38048,41,2,"('Etv', 'has', 'earned', 'about', 'rs', '100', 'million', 'from', 'advertisements', 'in', 'the', 'last', 'fiscal', 'from', 'its', 'five', 'news', 'bulletins', 'a', 'day', '.')"
earn,earn,"Yeah, but i didn't earn them.",17527,78,6,"('Yeah', ',', 'but', 'i', 'did', ""n't"", 'earn', 'them', '.')"
earn,earn,"I can do that to earn extra cash, can't i?",8532,3,5,"('I', 'can', 'do', 'that', 'to', 'earn', 'extra', 'cash', ',', 'ca', ""n't"", 'i', '?')"
earn,earn,"I did earn some cash, but it wasn't alot, so it was kindda disappointing.",21880,12,2,"('I', 'did', 'earn', 'some', 'cash', ',', 'but', 'it', 'was', ""n't"", 'alot', ',', 'so', 'it', 'was', 'kindda', 'disappointing', '.')"
earn,earning,"It is a contrast between earning salvation by works, or it being given to man by faith.",17043,78,5,"('It', 'is', 'a', 'contrast', 'between', 'earning', 'salvation', 'by', 'works', ',', 'or', 'it', 'being', 'given', 'to', 'man', 'by', 'faith', '.')"
earn,earned,"This is not something which drops out of the heavens, and is a value which needs to be truely earned at each and every level.  2.",8348,6,20,"('This', 'is', 'not', 'something', 'which', 'drops', 'out', 'of', 'the', 'heavens', ',', 'and', 'is', 'a', 'value', 'which', 'needs', 'to', 'be', 'truely', 'earned', 'at', 'each', 'and', 'every', 'level', '.', ' ', '2', '.')"
earn,earned,"I supposed to remember things from a class i took a year ago that, while i earned myself a solid b+, was mostly due to memorization and pure luck.",23652,19,17,"('I', 'supposed', 'to', 'remember', 'things', 'from', 'a', 'class', 'i', 'took', 'a', 'year', 'ago', 'that', ',', 'while', 'i', 'earned', 'myself', 'a', 'solid', 'b+', ',', 'was', 'mostly', 'due', 'to', 'memorization', 'and', 'pure', 'luck', '.')"
earn,earned,"But by the same token, i've earned my way here by working for everything that i have.",10569,15,8,"('But', 'by', 'the', 'same', 'token', ',', 'i', ""'ve"", 'earned', 'my', 'way', 'here', 'by', 'working', 'for', 'everything', 'that', 'i', 'have', '.')"
earn,earn,4)  why are you only asking me?  5) why arent you doing a dance to earn my money?,33503,6,21,"('4', ')', ' ', 'why', 'are', 'you', 'only', 'asking', 'me', '?', ' ', '5', ')', 'why', 'are', 'nt', 'you', 'doing', 'a', 'dance', 'to', 'earn', 'my', 'money', '?')"
earn,earned,The two and a half years of trust and respect that i worked hard for and earned .. gone at an instant..,33578,17,16,"('The', 'two', 'and', 'a', 'half', 'years', 'of', 'trust', 'and', 'respect', 'that', 'i', 'worked', 'hard', 'for', 'and', 'earned', '..', 'gone', 'at', 'an', 'instant', '..')"
earn,earn,"Ann said that dad would double the money i earn for school clothes and things, he didn't approve it yet",35998,16,9,"('Ann', 'said', 'that', 'dad', 'would', 'double', 'the', 'money', 'i', 'earn', 'for', 'school', 'clothes', 'and', 'things', ',', 'he', 'did', ""n't"", 'approve', 'it', 'yet')"
earn,earn,"Dear journal, josh gave me a great idea tonight on how i could earn some money.",35724,0,14,"('Dear', 'journal', ',', 'josh', 'gave', 'me', 'a', 'great', 'idea', 'tonight', 'on', 'how', 'i', 'could', 'earn', 'some', 'money', '.')"
earn,earned,I guess its par for the course and solidfies the 'flakester' nickname he has earned!,13180,9,16,"('I', 'guess', 'its', 'par', 'for', 'the', 'course', 'and', 'solidfies', 'the', ""'"", 'flakester', ""'"", 'nickname', 'he', 'has', 'earned', '!')"
earn,earned,"The combined compensation for the six highest paid employees of the management company last year exceeded $100 million, with maruice samuels earning $35.1 million, david mittelman earning $34.1 million, and barry larson earned a lowly $17.3 million, which was apparently so pathetic that mr. larson is leaving along with a dozen or so other havard management co. employees to found their own hedge fund.",29115,4,38,"('The', 'combined', 'compensation', 'for', 'the', 'six', 'highest', 'paid', 'employees', 'of', 'the', 'management', 'company', 'last', 'year', 'exceeded', '$', '100', 'million', ',', 'with', 'maruice', 'samuels', 'earning', '$', '35.1', 'million', ',', 'david', 'mittelman', 'earning', '$', '34.1', 'million', ',', 'and', 'barry', 'larson', 'earned', 'a', 'lowly', '$', '17.3', 'million', ',', 'which', 'was', 'apparently', 'so', 'pathetic', 'that', 'mr', '.', 'larson', 'is', 'leaving', 'along', 'with', 'a', 'dozen', 'or', 'so', 'other', 'havard', 'management', 'co.', 'employees', 'to', 'found', 'their', 'own', 'hedge', 'fund', '.')"
earn,earns,"While i never attended prom in taffeta, i still feel that owning a hair crimper, wearing fifty pairs of socks at once, being injured with a slap bracelet, and knowing johnny depp prior to pirates of the caribbean earns me the right to be in gen x.",12026,11,42,"('While', 'i', 'never', 'attended', 'prom', 'in', 'taffeta', ',', 'i', 'still', 'feel', 'that', 'owning', 'a', 'hair', 'crimper', ',', 'wearing', 'fifty', 'pairs', 'of', 'socks', 'at', 'once', ',', 'being', 'injured', 'with', 'a', 'slap', 'bracelet', ',', 'and', 'knowing', 'johnny', 'depp', 'prior', 'to', 'pirates', 'of', 'the', 'caribbean', 'earns', 'me', 'the', 'right', 'to', 'be', 'in', 'gen', 'x.')"
earn,earning,"Working, earning money, going through girls, enjoying his freedom and own hard-earned money.",22178,41,2,"('Working', ',', 'earning', 'money', ',', 'going', 'through', 'girls', ',', 'enjoying', 'his', 'freedom', 'and', 'own', 'hard', '-', 'earned', 'money', '.')"
earn,earned,I went to costco last night and spent way to many of my hard earned peenies on treats for me and a new friend.,20129,12,14,"('I', 'went', 'to', 'costco', 'last', 'night', 'and', 'spent', 'way', 'to', 'many', 'of', 'my', 'hard', 'earned', 'peenies', 'on', 'treats', 'for', 'me', 'and', 'a', 'new', 'friend', '.')"
earn,earns,That right there earns my respect.,8664,5,3,"('That', 'right', 'there', 'earns', 'my', 'respect', '.')"
earn,earn,Anyone know of companies like that where i could earn a living?,32234,28,9,"('Anyone', 'know', 'of', 'companies', 'like', 'that', 'where', 'i', 'could', 'earn', 'a', 'living', '?')"
earn,earned,In this ever more cashless society spending our hard-earned money means credit and debit cards.,38020,0,10,"('In', 'this', 'ever', 'more', 'cashless', 'society', 'spending', 'our', 'hard', '-', 'earned', 'money', 'means', 'credit', 'and', 'debit', 'cards', '.')"
earn,earned,But this weekend - i believe i've earned some sort of small claim to the title.,22305,9,8,"('But', 'this', 'weekend', '-', 'i', 'believe', 'i', ""'ve"", 'earned', 'some', 'sort', 'of', 'small', 'claim', 'to', 'the', 'title', '.')"
earn,earning,"He attened martial arts school, eventually earning a black belt in wu-shu   life was hard for him.",22178,20,7,"('He', 'attened', 'martial', 'arts', 'school', ',', 'eventually', 'earning', 'a', 'black', 'belt', 'in', 'wu', '-', 'shu', '  ', 'life', 'was', 'hard', 'for', 'him', '.')"
earn,earn,"But the problem is, i always think that i am not smart enough to 'earn' it.",3744,61,16,"('But', 'the', 'problem', 'is', ',', 'i', 'always', 'think', 'that', 'i', 'am', 'not', 'smart', 'enough', 'to', ""'"", 'earn', ""'"", 'it', '.')"
earn,earn,"In many ways, it tempts me -- you can certainly earn more having 15-20 clients than just having one.",34901,1,11,"('In', 'many', 'ways', ',', 'it', 'tempts', 'me', '--', 'you', 'can', 'certainly', 'earn', 'more', 'having', '15', '-', '20', 'clients', 'than', 'just', 'having', 'one', '.')"
earn,earned,My hard earned rank and my damn position.,34742,9,2,"('My', 'hard', 'earned', 'rank', 'and', 'my', 'damn', 'position', '.')"
earn,earned,"Prior to this class, around 25% earned as and 30% or so earned bs.",37799,9,15,"('Prior', 'to', 'this', 'class', ',', 'around', '25', '%', 'earned', 'as', 'and', '30', '%', 'or', 'so', 'earned', 'bs', '.')"
earn,earn,We each earn the income we do today because that is the amount we have limited ourselves to earn.,8378,4,2,"('We', 'each', 'earn', 'the', 'income', 'we', 'do', 'today', 'because', 'that', 'is', 'the', 'amount', 'we', 'have', 'limited', 'ourselves', 'to', 'earn', '.')"
earn,earned,hope you enjoy yr hard earned cash working...,14058,8,5,"('hope', 'you', 'enjoy', 'yr', 'hard', 'earned', 'cash', 'working', '...')"
