7 1 own VERB VERB
7 2 blogger PROPN NOUN
7 3 , PUNCT PUNCT
7 4 of ADP ADP
7 5 course NOUN NOUN
7 6 . PUNCT PUNCT
8 0 Is AUX AUX
8 1 that PRON PRON
8 2 a DET DET
8 3 money NOUN NOUN
8 4 maker NOUN NOUN
8 5 ? PUNCT PUNCT
9 0 I PRON PRON
9 1 'm AUX AUX
9 2 staying VERB VERB
9 3 away ADV ADV
9 4 from ADP ADP
9 5 the DET DET
9 6 stock NOUN NOUN
9 7 . PUNCT PUNCT
10 0 I PRON PRON
10 1 doubt VERB VERB
10 2 the DET DET
10 3 very ADV ADV
10 4 few ADJ ADJ
10 5 who PRON PRON
10 6 actually ADV ADV
10 7 read VERB VERB
10 8 my PRON PRON
10 9 blog NOUN NOUN
10 10 have AUX AUX
10 11 not PART PART
10 12 come VERB VERB
10 13 across ADP ADP
10 14 this PRON PRON
10 15 yet ADV ADV
10 16 , PUNCT PUNCT
10 17 but CCONJ CCONJ
10 18 I PRON PRON
10 19 figured VERB VERB
10 20 I PRON PRON
10 21 would AUX AUX
10 22 put VERB VERB
10 23 it PRON PRON
10 24 out ADV ADV
10 25 there ADV ADV
10 26 anyways ADV ADV
10 27 . PUNCT PUNCT
11 0 John PROPN PROPN
11 1 Donovan PROPN PROPN
11 2 from ADP ADP
11 3 Argghhh! PROPN PROPN
11 4 has AUX AUX
11 5 put VERB VERB
11 6 out ADP ADP
11 7 a DET DET
11 8 excellent ADJ ADJ
11 9 slide NOUN NOUN
11 10 show NOUN NOUN
11 11 on SCONJ ADP
11 12 what PRON PRON
11 13 was AUX AUX
11 14 actually ADV ADV
11 15 found VERB VERB
11 16 and CCONJ CCONJ
11 17 fought VERB VERB
11 18 for ADP ADP
11 19 in ADP ADP
11 20 Fallujah PROPN PROPN
11 21 . PUNCT PUNCT
12 0 Click VERB VERB
12 1 here ADV ADV
12 2 To PART PART
12 3 view VERB VERB
12 4 it PRON PRON
12 5 . PUNCT PUNCT
13 0 He PRON PRON
13 1 makes VERB VERB
13 2 some DET DET
13 3 good ADJ ADJ
13 4 observations NOUN NOUN
13 5 on ADP ADP
13 6 a DET DET
13 7 few ADJ ADJ
13 8 of ADP ADP
13 9 the DET DET
13 10 pic's NOUN PROPN
13 11 . PUNCT PUNCT
14 0 One NUM NUM
14 1 of ADP ADP
14 2 the DET DET
14 3 pictures NOUN NOUN
14 4 shows VERB VERB
14 5 a DET DET
14 6 flag NOUN NOUN
14 7 that PRON PRON
14 8 was AUX AUX
14 9 found VERB VERB
14 10 in ADP ADP
14 11 Fallujah PROPN PROPN
14 12 . PUNCT PUNCT
15 0 On ADP ADP
15 1 the DET DET
15 2 next ADJ ADJ
15 3 two NUM NUM
15 4 pictures NOUN NOUN
15 5 he PRON PRON
15 6 took VERB VERB
15 7 screenshots NOUN NOUN
15 8 of ADP ADP
15 9 two NUM NUM
15 10 beheading NOUN VERB
15 11 video's NOUN NOUN
15 12 . PUNCT PUNCT
16 0 Compare VERB VERB
16 1 the DET DET
16 2 flags NOUN NOUN
16 3 to ADP ADP
16 4 the DET DET
16 5 Fallujah PROPN PROPN
16 6 one NOUN NUM
16 7 . PUNCT PUNCT
17 0 You PRON PRON
17 1 have VERB VERB
17 2 to PART PART
17 3 see VERB VERB
17 4 these DET DET
17 5 slides NOUN NOUN
17 6 .... PUNCT PUNCT
17 7 they PRON PRON
17 8 are AUX AUX
17 9 amazing ADJ ADJ
17 10 . PUNCT PUNCT
18 0 This DET DET
18 1 Fallujah PROPN PROPN
18 2 operation NOUN NOUN
18 3 my AUX PRON
18 4 turn VERB NOUN
18 5 out ADP ADP
18 6 to PART PART
18 7 be AUX AUX
18 8 the DET DET
18 9 most ADV ADV
18 10 important ADJ ADJ
18 11 operation NOUN NOUN
18 12 done VERB VERB
18 13 by ADP ADP
18 14 the DET DET
18 15 US PROPN PROPN
18 16 Military NOUN PROPN
18 17 since ADP SCONJ
18 18 the DET DET
18 19 end NOUN NOUN
18 20 of ADP ADP
18 21 the DET DET
18 22 war NOUN NOUN
18 23 . PUNCT PUNCT
19 0 Let VERB VERB
19 1 me PRON PRON
19 2 join VERB VERB
19 3 the DET DET
19 4 chorus NOUN NOUN
19 5 of ADP ADP
19 6 annoyance NOUN NOUN
19 7 over ADP ADP
19 8 Google PROPN PROPN
19 9 's PART PART
19 10 new ADJ ADJ
19 11 toolbar NOUN NOUN
19 12 , PUNCT PUNCT
19 13 which PRON PRON
19 14 , PUNCT PUNCT
19 15 as SCONJ SCONJ
19 16 noted VERB VERB
19 17 in ADP ADP
19 18 the DET DET
19 19 linked VERB VERB
19 20 article NOUN NOUN
19 21 , PUNCT PUNCT
19 22 commits VERB VERB
19 23 just ADV ADV
19 24 about ADV ADV
19 25 every DET PRON
19 26 sin NOUN NOUN
19 27 an DET DET
19 28 online ADJ ADJ
19 29 marketer NOUN NOUN
19 30 could AUX AUX
19 31 commit VERB VERB
19 32 , PUNCT PUNCT
19 33 and CCONJ CCONJ
19 34 makes VERB VERB
19 35 up ADP ADP
19 36 a DET DET
19 37 few ADJ ADJ
19 38 new ADJ ADJ
19 39 ones NOUN NOUN
19 40 besides ADV ADV
19 41 . PUNCT PUNCT
20 0 I PRON PRON
20 1 'm AUX AUX
20 2 not PART PART
20 3 fond ADJ ADJ
20 4 of ADP ADP
20 5 the DET DET
20 6 Google PROPN PROPN
20 7 - PUNCT PUNCT
20 8 hates VERB PROPN
20 9 - PUNCT PUNCT
20 10 privacy NOUN NOUN
20 11 argument NOUN NOUN
21 0 ( PUNCT PUNCT
21 1 You PRON PRON
21 2 do AUX AUX
21 3 n't PART PART
21 4 need VERB VERB
21 5 to PART PART
21 6 use VERB VERB
21 7 their PRON PRON
21 8 site NOUN NOUN
21 9 , PUNCT PUNCT
21 10 you PRON PRON
21 11 can AUX AUX
21 12 opt VERB VERB
21 13 - PUNCT PUNCT
21 14 out ADP NOUN
21 15 of SCONJ ADP
21 16 sharing VERB VERB
21 17 your PRON PRON
21 18 information NOUN NOUN
21 19 , PUNCT PUNCT
21 20 you PRON PRON
21 21 do AUX AUX
21 22 n't PART PART
21 23 need VERB VERB
21 24 to PART PART
21 25 send VERB VERB
21 26 stuff NOUN NOUN
21 27 to ADP ADP
21 28 anyone PRON PRON
21 29 with ADP ADP
21 30 a DET DET
21 31 Gmail PROPN PROPN
21 32 account NOUN NOUN
21 33 , PUNCT PUNCT
21 34 and CCONJ CCONJ
21 35 if SCONJ SCONJ
21 36 -- PUNCT PUNCT
21 37 wonder NOUN NOUN
21 38 of ADP ADP
21 39 wonders NOUN NOUN
21 40 -- PUNCT PUNCT
21 41 you PRON PRON
21 42 're AUX AUX
21 43 worried ADJ ADJ
21 44 that SCONJ SCONJ
21 45 you PRON PRON
21 46 might AUX AUX
21 47 send VERB VERB
21 48 something PRON PRON
21 49 to ADP ADP
21 50 someone PRON PRON
21 51 who PRON PRON
21 52 would AUX AUX
21 53 forward VERB VERB
21 54 an DET DET
21 55 excerpt NOUN NOUN
21 56 to ADP ADP
21 57 someone PRON PRON
21 58 who PRON PRON
21 59 would AUX AUX
21 60 then ADV ADV
21 61 store VERB VERB
21 62 it PRON PRON
21 63 on ADP ADP
21 64 a DET DET
21 65 Gmail PROPN PROPN
21 66 account NOUN NOUN
21 67 ... PUNCT PUNCT
21 68 you PRON PRON
21 69 have VERB VERB
21 70 far ADV ADV
21 71 , PUNCT PUNCT
21 72 far ADV ADV
21 73 too ADV ADV
21 74 much ADJ ADJ
21 75 time NOUN NOUN
21 76 on ADP ADP
21 77 your PRON PRON
21 78 hands NOUN NOUN
21 79 ) PUNCT PUNCT
21 80 . PUNCT PUNCT
22 0 However ADV ADV
22 1 , PUNCT PUNCT
22 2 this DET DET
22 3 toolbar NOUN NOUN
22 4 is AUX AUX
22 5 really ADV ADV
22 6 bad ADJ ADJ
22 7 news NOUN NOUN
22 8 . PUNCT PUNCT
23 0 On ADP ADP
23 1 the DET DET
23 2 other ADJ ADJ
23 3 hand NOUN NOUN
23 4 , PUNCT PUNCT
23 5 it PRON PRON
23 6 looks VERB VERB
23 7 pretty ADV ADV
23 8 cool ADJ ADJ
23 9 . PUNCT PUNCT
24 0 Iran PROPN PROPN
24 1 says VERB VERB
24 2 it PRON PRON
24 3 is AUX AUX
24 4 creating VERB VERB
24 5 nuclear ADJ ADJ
24 6 energy NOUN NOUN
24 7 without SCONJ ADP
24 8 wanting VERB VERB
24 9 nuclear ADJ ADJ
24 10 weapons NOUN NOUN
24 11 . PUNCT PUNCT
25 0 The DET DET
25 1 United ADJ PROPN
25 2 States PROPN PROPN
25 3 does AUX AUX
25 4 n't PART PART
25 5 believe VERB VERB
25 6 the DET DET
25 7 Iranian ADJ ADJ
25 8 Government NOUN PROPN
25 9 . PUNCT PUNCT
26 0 One PRON PRON
26 1 can AUX AUX
26 2 suspect VERB VERB
26 3 the DET DET
26 4 Iranian ADJ ADJ
26 5 Government NOUN PROPN
26 6 . PUNCT PUNCT
27 0 But CCONJ CCONJ
27 1 there PRON PRON
27 2 is VERB VERB
27 3 no DET DET
27 4 proof NOUN NOUN
27 5 . PUNCT PUNCT
28 0 I PRON PRON
28 1 read VERB VERB
28 2 an DET DET
28 3 Article NOUN NOUN
28 4 in ADP ADP
28 5 Time PROPN PROPN
28 6 magazine PROPN NOUN
28 7 accusing VERB VERB
28 8 the DET DET
28 9 Iranian ADJ ADJ
28 10 Government NOUN PROPN
28 11 of SCONJ ADP
28 12 being AUX AUX
28 13 willing ADJ ADJ
28 14 to PART PART
28 15 start VERB VERB
28 16 a DET DET
28 17 nuclear ADJ ADJ
28 18 war NOUN NOUN
28 19 and CCONJ CCONJ
28 20 I PRON PRON
28 21 sympathise VERB VERB
28 22 with ADP ADP
28 23 the DET DET
28 24 Article NOUN PROPN
28 25 . PUNCT PUNCT
29 0 They PRON PRON
29 1 are AUX AUX
29 2 certainly ADV ADV
29 3 being AUX AUX
29 4 nasty ADJ ADJ
29 5 to ADP ADP
29 6 the DET DET
29 7 United ADJ PROPN
29 8 Nations PROPN PROPN
29 9 Security PROPN PROPN
29 10 Council PROPN PROPN
29 11 in ADP ADP
29 12 connection NOUN NOUN
29 13 with ADP ADP
29 14 the DET DET
29 15 anti-proliferation NOUN ADJ
29 16 treaty NOUN NOUN
29 17 . PUNCT PUNCT
30 0 The DET DET
30 1 President PROPN PROPN
30 2 has AUX AUX
30 3 also ADV ADV
30 4 said VERB VERB
30 5 he PRON PRON
30 6 would AUX AUX
30 7 like VERB VERB
30 8 to PART PART
30 9 see VERB VERB
30 10 Israel PROPN PROPN
30 11 wiped VERB VERB
30 12 off ADP ADP
30 13 the DET DET
30 14 map NOUN NOUN
30 15 which PRON PRON
30 16 he PRON PRON
30 17 could AUX AUX
30 18 n't PART PART
30 19 even ADV ADV
30 20 begin VERB VERB
30 21 to PART PART
30 22 try VERB VERB
30 23 without ADP ADP
30 24 nuclear ADJ ADJ
30 25 weapons NOUN NOUN
30 26 . PUNCT PUNCT
31 0 But CCONJ CCONJ
31 1 he PRON PRON
31 2 has AUX AUX
31 3 insisted VERB VERB
31 4 that SCONJ SCONJ
31 5 he PRON PRON
31 6 wants VERB VERB
31 7 nuclear ADJ ADJ
31 8 power NOUN NOUN
31 9 for ADP ADP
31 10 peaceful ADJ ADJ
31 11 purposes NOUN NOUN
31 12 . PUNCT PUNCT
32 0 Many ADJ ADJ
32 1 people NOUN NOUN
32 2 want VERB VERB
32 3 to PART PART
32 4 use VERB VERB
32 5 diplomacy NOUN NOUN
32 6 with ADP ADP
32 7 Iran PROPN PROPN
32 8 rather ADP ADV
32 9 than ADP ADP
32 10 military ADJ ADJ
32 11 pressure NOUN NOUN
32 12 . PUNCT PUNCT
33 0 But CCONJ CCONJ
33 1 will AUX AUX
33 2 diplomacy NOUN NOUN
33 3 work VERB VERB
33 4 ? PUNCT PUNCT
34 0 And CCONJ CCONJ
34 1 can AUX AUX
34 2 anyone PRON PRON
34 3 use VERB VERB
34 4 military ADJ ADJ
34 5 pressure NOUN NOUN
34 6 without ADP ADP
34 7 proof NOUN NOUN
34 8 ? PUNCT PUNCT
35 0 One NUM NUM
35 1 reader NOUN NOUN
35 2 pointed VERB VERB
35 3 out ADP ADP
35 4 that SCONJ SCONJ
35 5 the DET DET
35 6 President PROPN PROPN
35 7 watched VERB VERB
35 8 the DET DET
35 9 Americans PROPN PROPN
35 10 in ADP ADP
35 11 the DET DET
35 12 embassy NOUN NOUN
35 13 when ADV SCONJ
35 14 they PRON PRON
35 15 took VERB VERB
35 16 them PRON PRON
35 17 hostage NOUN NOUN
35 18 . PUNCT PUNCT
36 0 He PRON PRON
36 1 has AUX AUX
36 2 denied VERB VERB
36 3 this PRON PRON
36 4 . PUNCT PUNCT
37 0 We PRON PRON
37 1 do AUX AUX
37 2 n't PART PART
37 3 have VERB VERB
37 4 to PART PART
37 5 believe VERB VERB
37 6 him PRON PRON
37 7 . PUNCT PUNCT
38 0 But CCONJ CCONJ
38 1 we PRON PRON
38 2 ca AUX AUX
38 3 n't PART PART
38 4 prove VERB VERB
38 5 it PRON PRON
38 6 . PUNCT PUNCT
39 0 It PRON PRON
39 1 does AUX AUX
39 2 seem VERB VERB
39 3 that SCONJ SCONJ
39 4 Iranians PROPN PROPN
39 5 frequently ADV ADV
39 6 make VERB VERB
39 7 statements NOUN NOUN
39 8 and CCONJ CCONJ
39 9 then ADV ADV
39 10 hide VERB VERB
39 11 behind ADP ADP
39 12 lack NOUN NOUN
39 13 of ADP ADP
39 14 proof NOUN NOUN
39 15 . PUNCT PUNCT
40 0 Angry ADJ ADJ
40 1 crowds NOUN NOUN
40 2 chanted VERB VERB
40 3 anti-American ADJ ADJ
40 4 slogans NOUN NOUN
40 5 in ADP ADP
40 6 the DET DET
40 7 western ADJ ADJ
40 8 city NOUN NOUN
40 9 of ADP ADP
40 10 Falluja PROPN PROPN
40 11 ( PUNCT PUNCT
40 12 pop. NOUN PROPN
40 13 256,000 NUM NUM
40 14 ) PUNCT PUNCT
40 15 as SCONJ SCONJ
40 16 the DET DET
40 17 security NOUN NOUN
40 18 police NOUN NOUN
40 19 killed VERB VERB
40 20 in ADP ADP
40 21 a DET DET
40 22 friendly ADJ ADJ
40 23 fire NOUN NOUN
40 24 incident NOUN NOUN
40 25 by ADP ADP
40 26 US PROPN PROPN
40 27 troops NOUN NOUN
40 28 were AUX AUX
40 29 buried VERB VERB
40 30 on ADP ADP
40 31 Saturday PROPN PROPN
40 32 . PUNCT PUNCT
41 0 Reuters PROPN PROPN
41 1 reported VERB VERB
41 2 that SCONJ SCONJ
41 43 " PUNCT 41 3
Sunni ADJ 41 4
clerics NOUN 41 5
in ADP 41 6
the DET 41 7
town NOUN 41 8
issued VERB 41 9
a DET 41 10
' PUNCT 41 11
Declaration NOUN 41 12
by ADP 41 13
the DET 41 14
people NOUN 41 15
of ADP 41 16
Fallujah PROPN 41 17
' PUNCT 41 18
condemning VERB 41 19
the DET 41 20
deaths NOUN 41 21
of ADP 41 22
the DET 41 23
security NOUN 41 24
guards NOUN 41 25
and CCONJ 41 26
police NOUN 41 27
, PUNCT 41 28
announcing VERB 41 29
three NUM 41 30
days NOUN 41 31
of ADP 41 32
mourning NOUN 41 33
, PUNCT 41 34
and CCONJ 41 35
calling VERB 41 36
for ADP 41 37
a DET 41 38
general ADJ 41 39
strike NOUN 41 40
today NOUN 41 41
. PUNCT 41 42
" PUNCT PUNCT
42 0 It PRON PRON
42 1 read VERB VERB
42 2 , PUNCT PUNCT
43 33 " PUNCT 42 3
The DET 42 4
people NOUN 42 5
of ADP 42 6
Fallujah PROPN 42 7
condemn VERB 42 8
the DET 42 9
massacre NOUN 42 10
which PRON 42 11
was AUX 42 12
committed VERB 42 13
on ADP 42 14
Friday PROPN 42 15
against ADP 42 16
people NOUN 42 17
dedicated ADJ 42 18
to ADP 42 19
the DET 42 20
protection NOUN 42 21
of ADP 42 22
Fallujah PROPN 42 23
. PUNCT 42 24

Let VERB 43 0
aggressive ADJ 43 1
( PUNCT 43 2
American ADJ 43 3
) PUNCT 43 4
leaders NOUN 43 5
and CCONJ 43 6
soldiers NOUN 43 7
know VERB 43 8
that SCONJ 43 9
we PRON 43 10
are AUX 43 11
capable ADJ 43 12
of SCONJ 43 13
protecting VERB 43 14
the DET 43 15
city NOUN 43 16
's PART 43 17
security NOUN 43 18
and CCONJ 43 19
safety NOUN 43 20
, PUNCT 43 21
and CCONJ 43 22
ask VERB 43 23
them PRON 43 24
to PART 43 25
lift VERB 43 26
their PRON 43 27
hands NOUN 43 28
from ADP 43 29
the DET 43 30
city NOUN 43 31
. PUNCT 43 32
" PUNCT PUNCT
44 0 The DET DET
44 1 clerics NOUN NOUN
44 2 demanded VERB VERB
44 3 talks NOUN NOUN
44 4 with ADP ADP
44 5 local ADJ ADJ
44 6 US PROPN PROPN
44 7 commanders NOUN NOUN
44 8 . PUNCT PUNCT
45 0 Falluja PROPN PROPN
45 1 has AUX AUX
45 2 long ADV ADV
45 3 been AUX AUX
45 4 roiled VERB VERB
45 5 by ADP ADP
45 6 tense ADJ ADJ
45 7 relations NOUN NOUN
45 8 with ADP ADP
45 9 the DET DET
45 10 US PROPN PROPN
45 11 soldiers NOUN NOUN
45 12 there ADV ADV
45 13 , PUNCT PUNCT
45 14 since SCONJ SCONJ
45 15 local ADJ ADJ
45 16 Sunnis PROPN PROPN
45 17 either CCONJ CCONJ
45 18 remain VERB VERB
45 19 committed ADJ ADJ
45 20 to ADP ADP
45 21 Arab ADJ ADJ
45 22 nationalism NOUN NOUN
45 23 or CCONJ CCONJ
45 24 have AUX AUX
45 25 become VERB VERB
45 26 Sunni ADJ ADJ
45 27 fundamentalists NOUN NOUN
45 28 or CCONJ CCONJ
45 29 even ADV ADV
45 30 radicals NOUN NOUN
45 31 . PUNCT PUNCT
46 0 Cities NOUN NOUN
46 1 such ADJ ADJ
46 2 as ADP ADP
46 3 Falluja PROPN PROPN
46 4 received VERB VERB
46 5 special ADJ ADJ
46 6 treatment NOUN NOUN
46 7 from ADP ADP
46 8 Saddam PROPN PROPN
46 9 and CCONJ CCONJ
46 10 enjoyed VERB VERB
46 11 a DET DET
46 12 disproportionate ADJ ADJ
46 13 share NOUN NOUN
46 14 of ADP ADP
46 15 the DET DET
46 16 country NOUN NOUN
46 17 's PART PART
46 18 wealth NOUN NOUN
46 19 and CCONJ CCONJ
46 20 power NOUN NOUN
46 21 . PUNCT PUNCT
47 0 They PRON PRON
47 1 know VERB VERB
47 2 that SCONJ SCONJ
47 3 the DET DET
47 4 American ADJ ADJ
47 5 advent NOUN NOUN
47 6 implies VERB VERB
47 7 for ADP ADP
47 8 them PRON PRON
47 9 a DET DET
47 10 demotion NOUN NOUN
47 11 , PUNCT PUNCT
47 12 and CCONJ CCONJ
47 13 an DET DET
47 14 elevation NOUN NOUN
47 15 of ADP ADP
47 16 the DET DET
47 17 Shiites PROPN PROPN
47 18 and CCONJ CCONJ
47 19 Kurds PROPN PROPN
47 20 , PUNCT PUNCT
47 21 and CCONJ CCONJ
47 22 they PRON PRON
47 23 refuse VERB VERB
47 24 to PART PART
47 25 go VERB VERB
47 26 quietly ADV ADV
47 27 . PUNCT PUNCT
48 0 See VERB VERB
48 1 http://www.gulf-news.com/Articles/news.asp?ArticleID=97508 X PROPN
49 0 The DET DET
49 1 Supreme ADJ PROPN
49 2 Court PROPN PROPN
49 3 announced VERB VERB
49 4 its PRON PRON
49 5 ruling NOUN NOUN
49 6 today NOUN NOUN
49 7 in ADP ADP
49 8 Hamdan PROPN PROPN
49 9 v. ADP CCONJ
49 10 Rumsfeld PROPN PROPN
49 11 divided VERB VERB
49 12 along ADP ADP
49 13 idelogical ADJ ADJ
49 14 lines NOUN NOUN
49 15 with SCONJ ADP
49 16 John PROPN PROPN
49 17 Roberts PROPN PROPN
49 18 abstaining VERB VERB
49 19 due ADP ADP
49 20 to ADP ADP
49 21 his PRON PRON
49 22 involvement NOUN NOUN
49 23 at ADP ADP
49 24 the DET DET
49 25 D.C. PROPN PROPN
49 26 Circuit PROPN PROPN
49 27 level NOUN NOUN
49 28 and CCONJ CCONJ
49 29 Anthony PROPN PROPN
49 30 Kennedy PROPN PROPN
49 31 joining VERB VERB
49 32 the DET DET
49 33 liberals NOUN NOUN
49 34 in ADP ADP
49 35 a DET DET
49 36 5 NUM NUM
49 37 - SYM SYM
49 38 3 NUM NUM
49 39 decision NOUN NOUN
49 40 that PRON PRON
49 41 is AUX AUX
49 42 185 NUM NUM
49 43 pages NOUN NOUN
49 44 long ADJ ADJ
49 45 . PUNCT PUNCT
