word,VERB_count,VERB%,PROPN_count,PROPN%,NOUN_count,NOUN%,ADJ_count,ADJ%,open class pos / total,total open class
steal,650,0.975975975975976,0,0.0,14,0.021021021021021023,2,0.003003003003003003,0.9955156950672646,666
reformatte,9,1.0,0,0.0,0,0.0,0,0.0,1.0,9
validate,33,1.0,0,0.0,0,0.0,0,0.0,1.0,33
making,16,0.1509433962264151,0,0.0,90,0.8490566037735849,0,0.0,1.0,106
own,680,0.13838013838013838,2,0.000407000407000407,0,0.0,4232,0.8612128612128612,0.999593165174939,4914
kind,1,0.0003756574004507889,9,0.0033809166040570998,2417,0.9079639368895567,235,0.08827948910593539,0.6439283986453798,2662
challenge,172,0.3460764587525151,2,0.004024144869215292,317,0.6378269617706237,6,0.012072434607645875,0.9979919678714859,497
seek,470,0.9978768577494692,0,0.0,1,0.0021231422505307855,0,0.0,1.0,471
want,18256,0.998523218290215,0,0.0,27,0.0014767817097850462,0,0.0,0.9999453073725662,18283
war,11,0.006024096385542169,161,0.08817086527929902,1634,0.8948521358159912,20,0.01095290251916758,1.0,1826
can,28,0.1278538812785388,1,0.0045662100456621,190,0.867579908675799,0,0.0,0.006983418367346938,219
shelter,25,0.1773049645390071,0,0.0,116,0.8226950354609929,0,0.0,1.0,141
loser,1,0.0045045045045045045,4,0.018018018018018018,213,0.9594594594594594,4,0.018018018018018018,1.0,222
huddle,23,0.7931034482758621,2,0.06896551724137931,4,0.13793103448275862,0,0.0,1.0,29
eat,4251,0.9849397590361446,0,0.0,62,0.014365152919369786,3,0.0006950880444856349,0.9942409583045381,4316
spam,4,0.03278688524590164,1,0.00819672131147541,117,0.9590163934426229,0,0.0,1.0,122
push,744,0.914004914004914,0,0.0,70,0.085995085995086,0,0.0,0.9975490196078431,814
button,6,0.016304347826086956,1,0.002717391304347826,361,0.9809782608695652,0,0.0,1.0,368
make,22011,0.996875,0,0.0,69,0.003125,0,0.0,0.9999547121960056,22080
step,517,0.3992277992277992,0,0.0,778,0.6007722007722007,0,0.0,0.9961538461538462,1295
training,4,0.00808080808080808,1,0.00202020202020202,490,0.98989898989899,0,0.0,1.0,495
call,7676,0.8561231318313629,15,0.0016729868391701986,1275,0.14220388132946687,0,0.0,0.9981075364577535,8966
take,15743,0.9917475116542774,0,0.0,131,0.008252488345722566,0,0.0,0.9997480791031617,15874
charge,263,0.440536013400335,0,0.0,333,0.5577889447236181,1,0.0016750418760469012,0.9983277591973244,597
we,3,0.09090909090909091,29,0.8787878787878788,1,0.030303030303030304,0,0.0,0.0005608524957936063,33
sure,2,0.00042643923240938164,2,0.00042643923240938164,2,0.00042643923240938164,4684,0.9987206823027719,0.8563081979185686,4690
will,19,0.0347985347985348,52,0.09523809523809523,475,0.86996336996337,0,0.0,0.014754364157163703,546
enjoy,2560,0.9984399375975039,0,0.0,4,0.0015600624024961,0,0.0,0.9984423676012462,2564
risk,96,0.24120603015075376,0,0.0,302,0.7587939698492462,0,0.0,1.0,398
thrill,15,0.14563106796116504,0,0.0,80,0.7766990291262136,8,0.07766990291262135,0.9903846153846154,103
play,6675,0.912134462968024,5,0.000683246788740093,638,0.08718229024323586,0,0.0,0.9982267084981585,7318
chicken,2,0.002824858757062147,5,0.007062146892655367,701,0.9901129943502824,0,0.0,1.0,708
fed,30,0.5263157894736842,9,0.15789473684210525,10,0.17543859649122806,8,0.14035087719298245,1.0,57
clamp,6,0.5454545454545454,0,0.0,5,0.45454545454545453,0,0.0,1.0,11
down,26,0.13612565445026178,3,0.015706806282722512,97,0.5078534031413613,65,0.3403141361256545,0.02185604760270054,191
attempt,470,0.5251396648044693,2,0.0022346368715083797,423,0.47262569832402235,0,0.0,0.9977703455964325,895
publish,350,0.9803921568627451,0,0.0,7,0.0196078431372549,0,0.0,0.9972067039106145,357
manufacture,24,0.6486486486486487,0,0.0,13,0.35135135135135137,0,0.0,1.0,37
pique,12,0.8571428571428571,0,0.0,1,0.07142857142857142,1,0.07142857142857142,1.0,14
that,13,0.1511627906976744,0,0.0,73,0.8488372093023255,0,0.0,0.0007606782419487515,86
decide,4056,0.9997535124476213,0,0.0,1,0.00024648755237860487,0,0.0,1.0,4057
out,7,0.03954802259887006,5,0.02824858757062147,131,0.7401129943502824,34,0.192090395480226,0.005858987090367428,177
peter,2,0.00625,308,0.9625,10,0.03125,0,0.0,0.9907120743034056,320
give,9485,0.9996838111298483,0,0.0,3,0.00031618887015177064,0,0.0,1.0,9488
cook,530,0.8426073131955485,4,0.006359300476947536,95,0.151033386327504,0,0.0,0.9905511811023622,629
up,15,0.0234009360374415,0,0.0,596,0.9297971918876755,30,0.046801872074883,0.021655405405405406,641
share,1432,0.8927680798004988,1,0.0006234413965087282,171,0.10660847880299251,0,0.0,1.0,1604
secret,1,0.0015384615384615385,5,0.007692307692307693,369,0.5676923076923077,275,0.4230769230769231,1.0,650
support,722,0.5507246376811594,0,0.0,589,0.4492753623188406,0,0.0,0.9984767707539984,1311
would,7,0.875,0,0.0,1,0.125,0,0.0,0.00031340593904254484,8
prefer,411,1.0,0,0.0,0,0.0,0,0.0,1.0,411
die,2502,0.9342793129200896,120,0.04480955937266617,54,0.020164301717699777,2,0.0007468259895444362,0.9699384281057588,2678
poison,36,0.34615384615384615,2,0.019230769230769232,66,0.6346153846153846,0,0.0,1.0,104
low,5,0.004273504273504274,4,0.003418803418803419,39,0.03333333333333333,1122,0.958974358974359,0.9420289855072463,1170
level,30,0.02471169686985173,1,0.0008237232289950577,1180,0.9719934102141681,3,0.002471169686985173,0.9942669942669943,1214
microwave,4,0.08,1,0.02,45,0.9,0,0.0,1.0,50
dye,56,0.6153846153846154,2,0.02197802197802198,33,0.3626373626373626,0,0.0,0.9891304347826086,91
rather,1,1.0,0,0.0,0,0.0,0,0.0,0.0004716981132075472,1
say,23709,0.9986521208036729,1,4.2121224885219664e-05,31,0.0013057579714418094,0,0.0,0.9999578805492376,23741
brandish,11,1.0,0,0.0,0,0.0,0,0.0,1.0,11
view,337,0.2584355828220859,0,0.0,966,0.74079754601227,1,0.0007668711656441718,0.9992337164750957,1304
french,2,0.002828854314002829,130,0.18387553041018387,35,0.04950495049504951,540,0.7637906647807637,1.0,707
hoard,10,0.7142857142857143,0,0.0,4,0.2857142857142857,0,0.0,1.0,14
use,7150,0.9150243153314563,0,0.0,630,0.08062452009214231,34,0.0043511645764013306,0.9989772436716953,7814
still,4,0.14814814814814814,0,0.0,15,0.5555555555555556,8,0.2962962962962963,0.0026462805057336078,27
peddle,13,0.9285714285714286,0,0.0,1,0.07142857142857142,0,0.0,1.0,14
advanced,1,0.010309278350515464,0,0.0,0,0.0,96,0.9896907216494846,1.0,97
world,1,0.00017885888034340904,50,0.008942944017170452,5536,0.9901627615811125,4,0.0007154355213736362,0.9998211731044349,5591
time,42,0.0016318284248970393,21,0.0008159142124485197,25675,0.9975522573626544,0,0.0,1.0,25738
along,1,0.5,0,0.0,1,0.5,0,0.0,0.0010198878123406426,2
oil,8,0.01818181818181818,0,0.0,431,0.9795454545454545,1,0.0022727272727272726,1.0,440
thank,1802,0.4903401360544218,8,0.0021768707482993197,1865,0.507482993197279,0,0.0,1.0,3675
gag,42,0.5,4,0.047619047619047616,36,0.42857142857142855,2,0.023809523809523808,0.9882352941176471,84
no,3,0.020689655172413793,46,0.31724137931034485,93,0.6413793103448275,3,0.020689655172413793,0.007926095987755549,145
more,1,9.961151509114453e-05,0,0.0,12,0.0011953381810937344,10026,0.9987050503038151,0.5483395237054839,10039
heart,19,0.006229508196721312,5,0.001639344262295082,3026,0.9921311475409836,0,0.0,1.0,3050
once,1,0.16666666666666666,0,0.0,3,0.5,2,0.3333333333333333,0.001601708489054992,6
've,35,1.0,0,0.0,0,0.0,0,0.0,0.0026624068157614484,35
get,43219,0.9992601327136945,0,0.0,32,0.000739867286305519,0,0.0,0.954831445791112,43251
rest,356,0.15885765283355643,8,0.0035698348951361,1866,0.8326639892904953,11,0.0049085229808121375,0.9942324755989352,2241
frost,13,0.3170731707317073,5,0.12195121951219512,23,0.5609756097560976,0,0.0,1.0,41
cake,3,0.006276150627615063,3,0.006276150627615063,472,0.9874476987447699,0,0.0,1.0,478
all,1,0.05555555555555555,9,0.5,8,0.4444444444444444,0,0.0,0.00047740292807129216,18
set,1832,0.6979047619047619,7,0.0026666666666666666,760,0.2895238095238095,26,0.009904761904761904,0.9783824077525158,2625
detonate,6,1.0,0,0.0,0,0.0,0,0.0,1.0,6
start,8825,0.9457721573250455,0,0.0,503,0.05390633372628872,3,0.00032150894866573784,0.9975411588625187,9331
off,4,0.023668639053254437,1,0.005917159763313609,84,0.4970414201183432,80,0.47337278106508873,0.017711171662125342,169
part,77,0.016967827236668134,14,0.003085059497576025,4440,0.9784045835169678,7,0.0015425297487880124,0.9995594713656387,4538
split,198,0.7615384615384615,0,0.0,29,0.11153846153846154,33,0.12692307692307692,0.9961685823754789,260
release,394,0.5685425685425686,1,0.001443001443001443,297,0.42857142857142855,1,0.001443001443001443,1.0,693
amount,53,0.06302021403091558,0,0.0,788,0.9369797859690844,0,0.0,1.0,841
size,9,0.015228426395939087,0,0.0,582,0.9847715736040609,0,0.0,0.9983108108108109,591
emit,15,1.0,0,0.0,0,0.0,0,0.0,1.0,15
go,50614,0.9931713825987991,12,0.00023546956555865154,277,0.00543542247164554,59,0.0011577253639967035,0.9962661036498348,50962
chain,21,0.08433734939759036,0,0.0,228,0.9156626506024096,0,0.0,0.996,249
matter,718,0.4550063371356147,2,0.0012674271229404308,858,0.5437262357414449,0,0.0,0.6760925449871465,1578
accord,581,0.9493464052287581,0,0.0,31,0.05065359477124183,0,0.0,1.0,612
e,36,0.024691358024691357,310,0.21262002743484226,1093,0.7496570644718793,19,0.013031550068587106,0.9535644211903205,1458
=,1,0.0003961965134706815,195,0.07725832012678288,2326,0.9215530903328051,2,0.000792393026941363,0.45119771183410795,2524
well,15,0.0031746031746031746,12,0.0025396825396825397,77,0.016296296296296295,4621,0.977989417989418,0.19640036578269182,4725
way,7,0.0006170118995152049,9,0.0007933010136624063,11329,0.9985896870868224,0,0.0,0.9470740462475999,11345
mark,241,0.27417519908987487,209,0.23777019340159272,428,0.4869169510807736,1,0.0011376564277588168,0.9865319865319865,879
there,10,0.7142857142857143,1,0.07142857142857142,3,0.21428571428571427,0,0.0,0.0005288407056245986,14
rare,2,0.00819672131147541,0,0.0,0,0.0,242,0.9918032786885246,1.0,244
but,1,0.3333333333333333,0,0.0,2,0.6666666666666666,0,0.0,5.236150382238978e-05,3
contain,356,0.9971988795518207,0,0.0,1,0.0028011204481792717,0,0.0,1.0,357
order,594,0.3149522799575822,0,0.0,1292,0.6850477200424178,0,0.0,0.9994700582935877,1886
enrich,27,1.0,0,0.0,0,0.0,0,0.0,1.0,27
substitute,26,0.3880597014925373,1,0.014925373134328358,38,0.5671641791044776,2,0.029850746268656716,1.0,67
pound,86,0.19282511210762332,1,0.002242152466367713,356,0.7982062780269058,3,0.006726457399103139,0.9933184855233853,446
mass,3,0.008,23,0.06133333333333333,237,0.632,112,0.2986666666666667,0.9894459102902374,375
purify,22,1.0,0,0.0,0,0.0,0,0.0,1.0,22
occur,414,0.9975903614457832,0,0.0,0,0.0,1,0.0024096385542168677,1.0,415
hurdle,2,0.09090909090909091,1,0.045454545454545456,19,0.8636363636363636,0,0.0,1.0,22
ready,8,0.0051513200257566,0,0.0,0,0.0,1545,0.9948486799742434,0.9974309569685292,1553
enriched,1,0.1,0,0.0,0,0.0,9,0.9,1.0,10
sound,1988,0.6265364008824457,10,0.003151591553734636,1116,0.35171761739678536,59,0.018594390167034354,0.9952948557089084,3173
source,7,0.013592233009708738,0,0.0,508,0.9864077669902913,0,0.0,1.0,515
plant,85,0.25449101796407186,2,0.005988023952095809,247,0.7395209580838323,0,0.0,1.0,334
ship,75,0.2697841726618705,2,0.007194244604316547,201,0.7230215827338129,0,0.0,1.0,278
bottle,27,0.04838709677419355,0,0.0,531,0.9516129032258065,0,0.0,1.0,558
truck,2,0.005050505050505051,0,0.0,394,0.9949494949494949,0,0.0,1.0,396
turn,4123,0.9010052447552448,3,0.0006555944055944056,449,0.09812062937062938,1,0.00021853146853146853,0.9993448351168377,4576
exist,691,0.9942446043165467,0,0.0,4,0.0057553956834532375,0,0.0,1.0,695
work,8514,0.5659775310775776,16,0.0010636176294622083,6483,0.43096456823771856,30,0.0019942830552416406,0.986361550062291,15043
lose,3676,0.9937821032711543,0,0.0,10,0.002703433360367667,13,0.003514463368477967,1.0,3699
fuel,46,0.31724137931034485,0,0.0,99,0.6827586206896552,0,0.0,1.0,145
fabricate,11,0.9166666666666666,0,0.0,1,0.08333333333333333,0,0.0,1.0,12
new,3,0.00029452189279403104,764,0.07500490869821323,2,0.00019634792852935403,9417,0.9245042214804634,0.9993132541940547,10186
haven,14,0.17073170731707318,22,0.2682926829268293,46,0.5609756097560976,0,0.0,0.9111111111111111,82
san,2,0.004889975550122249,399,0.9755501222493888,5,0.012224938875305624,3,0.007334963325183374,1.0,409
smith,2,0.009852216748768473,167,0.8226600985221675,34,0.16748768472906403,0,0.0,1.0,203
ask,6214,0.9990353697749196,0,0.0,6,0.0009646302250803858,0,0.0,1.0,6220
prevent,270,1.0,0,0.0,0,0.0,0,0.0,1.0,270
testify,36,1.0,0,0.0,0,0.0,0,0.0,1.0,36
guard,46,0.1373134328358209,7,0.020895522388059702,281,0.8388059701492537,1,0.0029850746268656717,1.0,335
fence,13,0.07926829268292683,0,0.0,151,0.9207317073170732,0,0.0,1.0,164
obtain,110,1.0,0,0.0,0,0.0,0,0.0,1.0,110
place,548,0.09060846560846561,7,0.0011574074074074073,5493,0.908234126984127,0,0.0,0.9991739633239716,6048
united,18,0.03260869565217391,506,0.9166666666666666,0,0.0,28,0.050724637681159424,1.0,552
service,11,0.00960698689956332,3,0.0026200873362445414,1131,0.9877729257641922,0,0.0,1.0,1145
rolling,6,0.12244897959183673,0,0.0,20,0.40816326530612246,23,0.46938775510204084,1.0,49
stone,45,0.11688311688311688,7,0.01818181818181818,333,0.8649350649350649,0,0.0,0.9922680412371134,385
involve,767,0.9076923076923077,0,0.0,0,0.0,78,0.09230769230769231,0.9378468368479467,845
while,1,0.0004616805170821791,0,0.0,2165,0.9995383194829178,0,0.0,0.30580262600592967,2166
route,11,0.05851063829787234,1,0.005319148936170213,176,0.9361702127659575,0,0.0,1.0,188
transport,42,0.47191011235955055,0,0.0,47,0.5280898876404494,0,0.0,1.0,89
air,120,0.09181331293037491,48,0.036725325172149964,1138,0.8706962509563887,1,0.0007651109410864575,1.0,1307
form,349,0.262012012012012,1,0.0007507507507507507,982,0.7372372372372372,0,0.0,0.9910714285714286,1332
powder,1,0.011235955056179775,0,0.0,88,0.9887640449438202,0,0.0,1.0,89
resemble,91,1.0,0,0.0,0,0.0,0,0.0,1.0,91
instant,1,0.004347826086956522,1,0.004347826086956522,61,0.26521739130434785,167,0.7260869565217392,1.0,230
come,16036,0.9988787841036502,1,6.228977201943441e-05,16,0.0009966363523109506,1,6.228977201943441e-05,0.9973286947878487,16054
broken,35,0.13108614232209737,1,0.003745318352059925,0,0.0,231,0.8651685393258427,1.0,267
stack,56,0.4375,0,0.0,72,0.5625,0,0.0,1.0,128
inch,19,0.0581039755351682,0,0.0,308,0.9418960244648318,0,0.0,1.0,327
brace,26,0.2184873949579832,1,0.008403361344537815,92,0.773109243697479,0,0.0,1.0,119
weld,6,0.5454545454545454,1,0.09090909090909091,4,0.36363636363636365,0,0.0,1.0,11
strut,21,0.75,0,0.0,7,0.25,0,0.0,0.9655172413793104,28
center,127,0.15894868585732166,16,0.02002503128911139,645,0.8072590738423029,11,0.01376720901126408,0.9975031210986267,799
steel,9,0.06474820143884892,0,0.0,130,0.935251798561151,0,0.0,1.0,139
drum,11,0.03728813559322034,2,0.006779661016949152,282,0.9559322033898305,0,0.0,0.9899328859060402,295
weigh,171,0.9447513812154696,0,0.0,10,0.055248618784530384,0,0.0,1.0,181
about,9,0.018518518518518517,1,0.00205761316872428,8,0.01646090534979424,468,0.9629629629629629,0.016421692853522553,486
fly,990,0.8870967741935484,1,0.0008960573476702509,123,0.11021505376344086,2,0.0017921146953405018,0.992,1116
plan,1404,0.5111030214779759,9,0.0032763014197306154,1333,0.48525664361121224,1,0.00036403349108117945,0.9985459832788077,2747
commission,6,0.025,10,0.041666666666666664,224,0.9333333333333333,0,0.0,1.0,240
reading,91,0.16106194690265488,3,0.005309734513274336,467,0.8265486725663717,4,0.007079646017699115,1.0,565
room,10,0.003125,2,0.000625,3188,0.99625,0,0.0,0.999687597625742,3200
machine,2,0.0029498525073746312,0,0.0,676,0.9970501474926253,0,0.0,1.0,678
provide,817,1.0,0,0.0,0,0.0,0,0.0,1.0,817
hold,2404,0.9239046887009992,0,0.0,198,0.07609531129900077,0,0.0,0.9984650805832693,2602
settle,473,0.9957894736842106,0,0.0,1,0.002105263157894737,1,0.002105263157894737,1.0,475
grade,48,0.051118210862619806,9,0.009584664536741214,882,0.939297124600639,0,0.0,0.9968152866242038,939
type,735,0.36368134586838197,5,0.002474022761009401,1280,0.6333498268184067,1,0.0004948045522018803,0.996057171020207,2021
even,6,0.3,0,0.0,2,0.1,12,0.6,0.0017281603732826405,20
buy,3931,0.9800548491647968,1,0.0002493143854400399,79,0.01969583644976315,0,0.0,0.9990037359900373,4011
supply,72,0.2608695652173913,0,0.0,204,0.7391304347826086,0,0.0,1.0,276
house,27,0.005303476723629935,88,0.017285405617756825,4976,0.9774111176586132,0,0.0,0.9996073041429413,5091
pain,24,0.015364916773367477,5,0.003201024327784891,1532,0.9807938540332907,1,0.0006402048655569782,1.0,1562
ass,6,0.0036144578313253013,12,0.007228915662650603,1638,0.9867469879518073,4,0.0024096385542168677,0.9981960312687913,1660
need,9248,0.9068444793096686,0,0.0,949,0.09305746224749951,1,9.805844283192783e-05,0.9914446820921641,10198
table,1,0.0009407337723424271,0,0.0,1060,0.9971777986829727,2,0.0018814675446848542,1.0,1063
able,1,0.0003502626970227671,1,0.0003502626970227671,0,0.0,2853,0.9992994746059545,1.0,2855
purchase,306,0.6652173913043479,0,0.0,153,0.33260869565217394,1,0.002173913043478261,1.0,460
separate,161,0.46264367816091956,0,0.0,0,0.0,187,0.5373563218390804,1.0,348
pour,305,0.9384615384615385,0,0.0,20,0.06153846153846154,0,0.0,1.0,325
concentrated,1,0.0625,0,0.0,0,0.0,15,0.9375,1.0,16
note,554,0.28914405010438415,1,0.0005219206680584551,1361,0.7103340292275574,0,0.0,0.9815573770491803,1916
store,115,0.07264687302590019,1,0.0006317119393556538,1467,0.9267214150347441,0,0.0,1.0,1583
used,51,0.5425531914893617,0,0.0,0,0.0,43,0.4574468085106383,1.0,94
milk,18,0.05454545454545454,0,0.0,312,0.9454545454545454,0,0.0,1.0,330
bubble,38,0.17511520737327188,1,0.004608294930875576,178,0.8202764976958525,0,0.0,1.0,217
gas,3,0.007425742574257425,0,0.0,401,0.9925742574257426,0,0.0,1.0,404
tank,6,0.021352313167259787,0,0.0,274,0.9750889679715302,1,0.0035587188612099642,1.0,281
firm,12,0.046511627906976744,1,0.003875968992248062,182,0.7054263565891473,63,0.2441860465116279,0.9961389961389961,258
chlorine,1,0.058823529411764705,0,0.0,16,0.9411764705882353,0,0.0,1.0,17
recommend,415,0.9975961538461539,0,0.0,1,0.002403846153846154,0,0.0,1.0,416
carry,853,0.9964953271028038,0,0.0,3,0.0035046728971962616,0,0.0,1.0,856
hood,2,0.01818181818181818,6,0.05454545454545454,102,0.9272727272727272,0,0.0,0.990990990990991,110
remove,472,1.0,0,0.0,0,0.0,0,0.0,1.0,472
cooking,8,0.07692307692307693,0,0.0,96,0.9230769230769231,0,0.0,1.0,104
right,12,0.0024489795918367346,22,0.004489795918367347,1157,0.23612244897959184,3709,0.756938775510204,0.4868355688027819,4900
should,1,0.25,0,0.0,3,0.75,0,0.0,0.00046216060080878107,4
horse,1,0.0031847133757961785,3,0.009554140127388535,309,0.9840764331210191,1,0.0031847133757961785,1.0,314
pass,1967,0.8998170173833486,5,0.0022872827081427266,199,0.09103385178408051,15,0.006861848124428179,0.9936363636363637,2186
pipe,16,0.12903225806451613,1,0.008064516129032258,107,0.8629032258064516,0,0.0,0.992,124
tube,2,0.015037593984962405,1,0.007518796992481203,129,0.9699248120300752,1,0.007518796992481203,1.0,133
consume,246,0.968503937007874,0,0.0,0,0.0,8,0.031496062992125984,1.0,254
cover,781,0.6149606299212599,7,0.005511811023622047,482,0.3795275590551181,0,0.0,0.9945184025058731,1270
cost,355,0.4876373626373626,0,0.0,372,0.510989010989011,1,0.0013736263736263737,1.0,728
forget,2405,1.0,0,0.0,0,0.0,0,0.0,1.0,2405
transform,81,0.9529411764705882,0,0.0,4,0.047058823529411764,0,0.0,1.0,85
pressure,33,0.07710280373831775,0,0.0,395,0.9228971962616822,0,0.0,1.0,428
bicycle,1,0.014925373134328358,0,0.0,66,0.9850746268656716,0,0.0,1.0,67
pump,126,0.6494845360824743,0,0.0,68,0.35051546391752575,0,0.0,1.0,194
home,5,0.001564945226917058,36,0.011267605633802818,3143,0.9837245696400626,11,0.0034428794992175274,0.3957146395838494,3195
centrifuge,2,0.5,0,0.0,2,0.5,0,0.0,1.0,4
fill,1317,0.9857784431137725,0,0.0,19,0.014221556886227544,0,0.0,1.0,1336
bucket,1,0.01282051282051282,0,0.0,76,0.9743589743589743,1,0.01282051282051282,1.0,78
one,1,0.00012174336498660823,3,0.0003652300949598247,8210,0.9995130265400536,0,0.0,0.28042743504830836,8214
quarter,4,0.015037593984962405,2,0.007518796992481203,256,0.9624060150375939,4,0.015037593984962405,1.0,266
attach,241,0.9958677685950413,0,0.0,1,0.004132231404958678,0,0.0,1.0,242
foot,8,0.006125574272588055,0,0.0,1298,0.9938744257274119,0,0.0,1.0,1306
rope,15,0.11627906976744186,0,0.0,114,0.8837209302325582,0,0.0,1.0,129
handle,491,0.8705673758865248,1,0.0017730496453900709,72,0.1276595744680851,0,0.0,0.9982300884955753,564
swing,108,0.3130434782608696,4,0.011594202898550725,231,0.6695652173913044,2,0.005797101449275362,0.9971098265895953,345
head,1855,0.371967114497694,8,0.0016041708441949067,3118,0.625225586524965,6,0.00120312813314618,0.9966027178257394,4987
fast,32,0.06639004149377593,7,0.014522821576763486,7,0.014522821576763486,436,0.9045643153526971,0.34551971326164876,482
keep,6017,0.9986721991701245,1,0.00016597510373443983,7,0.001161825726141079,0,0.0,1.0,6025
slow,194,0.23891625615763548,0,0.0,2,0.0024630541871921183,616,0.7586206896551724,0.9269406392694064,812
put,5455,0.9983528550512445,0,0.0,6,0.0010980966325036604,3,0.0005490483162518302,0.9992684711046086,5464
floor,22,0.021133525456292025,1,0.0009606147934678194,1018,0.9779058597502401,0,0.0,1.0,1041
light,224,0.1036077705827937,4,0.0018501387604070306,1577,0.7294172062904718,357,0.16512488436632747,0.9845173041894353,2162
rise,424,0.7584973166368515,1,0.0017889087656529517,132,0.23613595706618962,2,0.0035778175313059034,0.9637931034482758,559
top,158,0.07802469135802469,3,0.0014814814814814814,1142,0.5639506172839506,722,0.3565432098765432,0.9941089837997055,2025
skim,42,0.7636363636363637,0,0.0,10,0.18181818181818182,3,0.05454545454545454,0.9821428571428571,55
cream,15,0.024671052631578948,6,0.009868421052631578,587,0.9654605263157895,0,0.0,1.0,608
repeat,360,0.8411214953271028,0,0.0,66,0.1542056074766355,2,0.004672897196261682,0.9861751152073732,428
require,652,1.0,0,0.0,0,0.0,0,0.0,1.0,652
