,word,VERB_count,VERB%,PROPN_count,PROPN%,NOUN_count,NOUN%,ADJ_count,ADJ%,open class pos / total,total open class,Entropy
47,challenge,172,0.3460764587525151,2,0.0040241448692152,317,0.6378269617706237,6,0.0120724346076458,0.997991967871486,497.0,1.0525330569198719
48,seek,470,0.9978768577494692,0,0.0,1,0.0021231422505307,0,0.0,1.0,471.0,0.02191241121458814
49,want,18256,0.998523218290215,0,0.0,27,0.001476781709785,0,0.0,0.9999453073725662,18283.0,0.016015634049127887
50,war,11,0.0060240963855421,161,0.088170865279299,1634,0.8948521358159912,20,0.0109529025191675,1.0,1826.0,0.568096409661518
51,can,28,0.1278538812785388,1,0.0045662100456621,190,0.867579908675799,0,0.0,0.0069834183673469,219.0,0.5926934367678721
52,shelter,25,0.1773049645390071,0,0.0,116,0.8226950354609929,0,0.0,1.0,141.0,0.6741456773692441
53,loser,1,0.0045045045045045,4,0.018018018018018,213,0.9594594594594594,4,0.018018018018018,1.0,222.0,0.30120348298027017
54,huddle,23,0.7931034482758621,2,0.0689655172413793,4,0.1379310344827586,0,0.0,1.0,29.0,0.9255008230823549
55,eat,4251,0.9849397590361446,0,0.0,62,0.0143651529193697,3,0.0006950880444856,0.994240958304538,4316.0,0.11678789467886919
56,spam,4,0.0327868852459016,1,0.0081967213114754,117,0.9590163934426228,0,0.0,1.0,122.0,0.2763711720607689
57,push,744,0.914004914004914,0,0.0,70,0.085995085995086,0,0.0,0.9975490196078431,814.0,0.4229587353098305
58,button,6,0.0163043478260869,1,0.0027173913043478,361,0.9809782608695652,0,0.0,1.0,368.0,0.1471667394521334
59,make,22011,0.996875,0,0.0,69,0.003125,0,0.0,0.9999547121960056,22080.0,0.030507395540508252
60,step,517,0.3992277992277992,0,0.0,778,0.6007722007722007,0,0.0,0.9961538461538462,1295.0,0.9704970933445118
61,training,4,0.008080808080808,1,0.002020202020202,490,0.98989898989899,0,0.0,1.0,495.0,0.08875422989372023
62,call,7676,0.8561231318313629,15,0.0016729868391701,1275,0.1422038813294668,0,0.0,0.9981075364577536,8966.0,0.6074531955266758
63,take,15743,0.9917475116542774,0,0.0,131,0.0082524883457225,0,0.0,0.9997480791031615,15874.0,0.06897166318584934
64,charge,263,0.440536013400335,0,0.0,333,0.5577889447236181,1,0.0016750418760469,0.9983277591973244,597.0,1.0062291808651305
65,we,3,0.0909090909090909,29,0.8787878787878788,1,0.0303030303030303,0,0.0,0.0005608524957936,33.0,0.6311718053929063
66,sure,2,0.0004264392324093,2,0.0004264392324093,2,0.0004264392324093,4684,0.998720682302772,0.8563081979185686,4690.0,0.016166921989584998
67,will,19,0.0347985347985348,52,0.0952380952380952,475,0.86996336996337,0,0.0,0.0147543641571637,546.0,0.6665103513091156
68,enjoy,2560,0.998439937597504,0,0.0,4,0.0015600624024961,0,0.0,0.9984423676012462,2564.0,0.0167952412709845
69,risk,96,0.2412060301507537,0,0.0,302,0.7587939698492462,0,0.0,1.0,398.0,0.7970401196757977
70,thrill,15,0.145631067961165,0,0.0,80,0.7766990291262136,8,0.0776699029126213,0.9903846153846154,103.0,0.9742907550947062
71,play,6675,0.912134462968024,5,0.00068324678874,638,0.0871822902432358,0,0.0,0.9982267084981584,7318.0,0.4350740530560682
72,chicken,2,0.0028248587570621,5,0.0070621468926553,701,0.9901129943502824,0,0.0,1.0,708.0,0.08857680020180592
73,fed,30,0.5263157894736842,9,0.1578947368421052,10,0.175438596491228,8,0.1403508771929824,1.0,57.0,1.7459545083733383
74,clamp,6,0.5454545454545454,0,0.0,5,0.4545454545454545,0,0.0,1.0,11.0,0.9940302114769566
75,down,26,0.1361256544502617,3,0.0157068062827225,97,0.5078534031413613,65,0.3403141361256545,0.0218560476027005,191.0,1.5113985991727497
76,attempt,470,0.5251396648044693,2,0.0022346368715083,423,0.4726256983240223,0,0.0,0.9977703455964324,895.0,1.0186686489613521
77,publish,350,0.9803921568627452,0,0.0,7,0.0196078431372549,0,0.0,0.9972067039106144,357.0,0.1392329990550989
78,manufacture,24,0.6486486486486487,0,0.0,13,0.3513513513513513,0,0.0,1.0,37.0,0.9352691398683567
79,pique,12,0.8571428571428571,0,0.0,1,0.0714285714285714,1,0.0714285714285714,1.0,14.0,0.7345299214394703
80,that,13,0.1511627906976744,0,0.0,73,0.8488372093023255,0,0.0,0.0007606782419487,86.0,0.6127425554686624
81,decide,4056,0.9997535124476212,0,0.0,1,0.0002464875523786,0,0.0,1.0,4057.0,0.0033100110451812358
82,out,7,0.03954802259887,5,0.0282485875706214,131,0.7401129943502824,34,0.192090395480226,0.0058589870903674,177.0,1.1082085176945367
83,peter,2,0.00625,308,0.9625,10,0.03125,0,0.0,0.9907120743034056,320.0,0.25508579650328966
84,give,9485,0.9996838111298484,0,0.0,3,0.0003161888701517,0,0.0,1.0,9488.0,0.004132396520430012
85,cook,530,0.8426073131955485,4,0.0063593004769475,95,0.151033386327504,0,0.0,0.9905511811023622,629.0,0.6664614946372579
86,up,15,0.0234009360374415,0,0.0,596,0.9297971918876756,30,0.046801872074883,0.0216554054054054,641.0,0.43114698187953415
87,share,1432,0.8927680798004988,1,0.0006234413965087,171,0.1066084788029925,0,0.0,1.0,1604.0,0.4970363734075987
88,secret,1,0.0015384615384615,5,0.0076923076923076,369,0.5676923076923077,275,0.4230769230769231,1.0,650.0,1.0571377494173106
89,support,722,0.5507246376811594,0,0.0,589,0.4492753623188406,0,0.0,0.9984767707539984,1311.0,0.992563136012236
90,would,7,0.875,0,0.0,1,0.125,0,0.0,0.0003134059390425,8.0,0.5435644431995964
91,prefer,411,1.0,0,0.0,0,0.0,0,0.0,1.0,411.0,0.0
92,die,2502,0.9342793129200896,120,0.0448095593726661,54,0.0201643017176997,2,0.0007468259895444,0.9699384281057588,2678.0,0.4137013677467414
93,poison,36,0.3461538461538461,2,0.0192307692307692,66,0.6346153846153846,0,0.0,1.0,104.0,1.055754026510504
94,low,5,0.0042735042735042,4,0.0034188034188034,39,0.0333333333333333,1122,0.958974358974359,0.9420289855072465,1170.0,0.28316133001510013
95,level,30,0.0247116968698517,1,0.000823723228995,1180,0.971993410214168,3,0.0024711696869851,0.9942669942669944,1214.0,0.20160249572480946
96,microwave,4,0.08,1,0.02,45,0.9,0,0.0,1.0,50.0,0.5411884030780175
97,dye,56,0.6153846153846154,2,0.0219780219780219,33,0.3626373626373626,0,0.0,0.9891304347826086,91.0,1.0827739635607316
98,rather,1,1.0,0,0.0,0,0.0,0,0.0,0.0004716981132075,1.0,0.0
99,say,23709,0.9986521208036728,1,4.2121224885219664e-05,31,0.0013057579714418,0,0.0,0.9999578805492376,23741.0,0.015065835774586705
100,brandish,11,1.0,0,0.0,0,0.0,0,0.0,1.0,11.0,0.0
101,view,337,0.2584355828220859,0,0.0,966,0.74079754601227,1,0.0007668711656441,0.9992337164750956,1304.0,0.8330875934844186
102,french,2,0.0028288543140028,130,0.1838755304101838,35,0.0495049504950495,540,0.7637906647807637,1.0,707.0,0.9847840233465678
103,hoard,10,0.7142857142857143,0,0.0,4,0.2857142857142857,0,0.0,1.0,14.0,0.8631205685666311
104,use,7150,0.9150243153314565,0,0.0,630,0.0806245200921423,34,0.0043511645764013,0.9989772436716952,7814.0,0.44424295469080605
105,still,4,0.1481481481481481,0,0.0,15,0.5555555555555556,8,0.2962962962962963,0.0026462805057336,27.0,1.3992075416402174
106,peddle,13,0.9285714285714286,0,0.0,1,0.0714285714285714,0,0.0,1.0,14.0,0.3712323266408757
107,advanced,1,0.0103092783505154,0,0.0,0,0.0,96,0.9896907216494846,1.0,97.0,0.08283655281361224
108,world,1,0.0001788588803434,50,0.0089429440171704,5536,0.9901627615811124,4,0.0007154355213736,0.9998211731044347,5591.0,0.08468124352916473
109,time,42,0.001631828424897,21,0.0008159142124485,25675,0.9975522573626544,0,0.0,1.0,25738.0,0.02700730587198776
110,along,1,0.5,0,0.0,1,0.5,0,0.0,0.0010198878123406,2.0,1.0
111,oil,8,0.0181818181818181,0,0.0,431,0.9795454545454544,1,0.0022727272727272,1.0,440.0,0.15427905564420216
112,thank,1802,0.4903401360544218,8,0.0021768707482993,1865,0.507482993197279,0,0.0,1.0,3675.0,1.01999902691124
113,gag,42,0.5,4,0.0476190476190476,36,0.4285714285714285,2,0.0238095238095238,0.9882352941176472,84.0,1.3614289488664846
114,no,3,0.0206896551724137,46,0.3172413793103448,93,0.6413793103448275,3,0.0206896551724137,0.0079260959877555,145.0,1.167940852663235
115,more,1,9.961151509114452e-05,0,0.0,12,0.0011953381810937,10026,0.9987050503038152,0.5483395237054839,10039.0,0.014795955789864975
116,heart,19,0.0062295081967213,5,0.001639344262295,3026,0.9921311475409836,0,0.0,1.0,3050.0,0.0721174017777055
117,once,1,0.1666666666666666,0,0.0,3,0.5,2,0.3333333333333333,0.0016017084890549,6.0,1.459147917027245
118,'ve,35,1.0,0,0.0,0,0.0,0,0.0,0.0026624068157614,35.0,0.0
119,get,43219,0.9992601327136944,0,0.0,32,0.0007398672863055,0,0.0,0.954831445791112,43251.0,0.008761957560701182
120,rest,356,0.1588576528335564,8,0.0035698348951361,1866,0.8326639892904953,11,0.0049085229808121,0.9942324755989352,2241.0,0.7082967984642399
121,frost,13,0.3170731707317073,5,0.1219512195121951,23,0.5609756097560976,0,0.0,1.0,41.0,1.363471960725832
122,cake,3,0.006276150627615,3,0.006276150627615,472,0.98744769874477,0,0.0,1.0,478.0,0.1098264433298782
123,all,1,0.0555555555555555,9,0.5,8,0.4444444444444444,0,0.0,0.0004774029280712,18.0,1.2516291673878228
124,set,1832,0.6979047619047619,7,0.0026666666666666,760,0.2895238095238095,26,0.0099047619047619,0.9783824077525158,2625.0,0.9686257001070595
125,detonate,6,1.0,0,0.0,0,0.0,0,0.0,1.0,6.0,0.0
126,start,8825,0.9457721573250456,0,0.0,503,0.0539063337262887,3,0.0003215089486657,0.9975411588625188,9331.0,0.306933027650869
127,off,4,0.0236686390532544,1,0.0059171597633136,84,0.4970414201183432,80,0.4733727810650887,0.0177111716621253,169.0,1.1836669445401438
128,part,77,0.0169678272366681,14,0.003085059497576,4440,0.9784045835169678,7,0.001542529748788,0.9995594713656388,4538.0,0.17074433023225888
129,split,198,0.7615384615384615,0,0.0,29,0.1115384615384615,33,0.1269230769230769,0.9961685823754788,260.0,1.0302175608234883
130,release,394,0.5685425685425686,1,0.0014430014430014,297,0.4285714285714285,1,0.0014430014430014,1.0,693.0,1.0142855742531736
131,amount,53,0.0630202140309155,0,0.0,788,0.9369797859690844,0,0.0,1.0,841.0,0.3393191628788375
132,size,9,0.015228426395939,0,0.0,582,0.9847715736040608,0,0.0,0.9983108108108107,591.0,0.11373720581949186
133,emit,15,1.0,0,0.0,0,0.0,0,0.0,1.0,15.0,0.0
134,go,50614,0.9931713825987992,12,0.0002354695655586,277,0.0054354224716455,59,0.0011577253639967,0.9962661036498348,50962.0,0.06484165528898922
135,chain,21,0.0843373493975903,0,0.0,228,0.9156626506024096,0,0.0,0.996,249.0,0.4172806906708318
136,matter,718,0.4550063371356147,2,0.0012674271229404,858,0.5437262357414449,0,0.0,0.6760925449871465,1578.0,1.007064901382558
137,accord,581,0.949346405228758,0,0.0,31,0.0506535947712418,0,0.0,1.0,612.0,0.28916691957169693
138,e,36,0.0246913580246913,310,0.2126200274348422,1093,0.7496570644718793,19,0.0130315500685871,0.9535644211903204,1458.0,0.9999990105808763
139,=,1,0.0003961965134706,195,0.0772583201267828,2326,0.9215530903328052,2,0.0007923930269413,0.4511977118341079,2524.0,0.4066604943138168
140,well,15,0.0031746031746031,12,0.0025396825396825,77,0.0162962962962962,4621,0.977989417989418,0.1964003657826918,4725.0,0.17643292709635944
141,way,7,0.0006170118995152,9,0.0007933010136624,11329,0.9985896870868224,0,0.0,0.9470740462476,11345.0,0.01678292905551692
142,mark,241,0.2741751990898748,209,0.2377701934015927,428,0.4869169510807736,1,0.0011376564277588,0.9865319865319864,879.0,1.5212526215643185
143,there,10,0.7142857142857143,1,0.0714285714285714,3,0.2142857142857142,0,0.0,0.0005288407056245,14.0,1.0949143184120975
144,rare,2,0.0081967213114754,0,0.0,0,0.0,242,0.9918032786885246,1.0,244.0,0.0685860940364442
145,but,1,0.3333333333333333,0,0.0,2,0.6666666666666666,0,0.0,5.236150382238978e-05,3.0,0.9182958340544894
146,contain,356,0.9971988795518208,0,0.0,1,0.0028011204481792,0,0.0,1.0,357.0,0.02778838328949856
147,order,594,0.3149522799575822,0,0.0,1292,0.6850477200424178,0,0.0,0.9994700582935876,1886.0,0.898807547090682
148,enrich,27,1.0,0,0.0,0,0.0,0,0.0,1.0,27.0,0.0
149,substitute,26,0.3880597014925373,1,0.0149253731343283,38,0.5671641791044776,2,0.0298507462686567,1.0,67.0,1.2357507101215837
150,pound,86,0.1928251121076233,1,0.0022421524663677,356,0.7982062780269058,3,0.0067264573991031,0.9933184855233852,446.0,0.7857098599414224
151,mass,3,0.008,23,0.0613333333333333,237,0.632,112,0.2986666666666667,0.9894459102902374,375.0,1.2418062153810732
152,purify,22,1.0,0,0.0,0,0.0,0,0.0,1.0,22.0,0.0
153,occur,414,0.9975903614457832,0,0.0,0,0.0,1,0.0024096385542168,1.0,415.0,0.024428730078333686
154,hurdle,2,0.0909090909090909,1,0.0454545454545454,19,0.8636363636363636,0,0.0,1.0,22.0,0.699857857026928
155,ready,8,0.0051513200257566,0,0.0,0,0.0,1545,0.9948486799742434,0.9974309569685292,1553.0,0.04656697934980373
156,enriched,1,0.1,0,0.0,0,0.0,9,0.9,1.0,10.0,0.46899559358928117
157,sound,1988,0.6265364008824457,10,0.0031515915537346,1116,0.3517176173967853,59,0.0185943901670343,0.9952948557089084,3173.0,1.085923182063739
158,source,7,0.0135922330097087,0,0.0,508,0.9864077669902912,0,0.0,1.0,515.0,0.10376200977026322
159,plant,85,0.2544910179640718,2,0.0059880239520958,247,0.7395209580838323,0,0.0,1.0,334.0,0.8685996943509383
160,ship,75,0.2697841726618705,2,0.0071942446043165,201,0.7230215827338129,0,0.0,1.0,278.0,0.899434627708559
161,bottle,27,0.0483870967741935,0,0.0,531,0.9516129032258064,0,0.0,1.0,558.0,0.27950554563667995
162,truck,2,0.005050505050505,0,0.0,394,0.9949494949494948,0,0.0,1.0,396.0,0.045800011832609046
163,turn,4123,0.9010052447552448,3,0.0006555944055944,449,0.0981206293706293,1,0.0002185314685314,0.9993448351168376,4576.0,0.47373007349223784
164,exist,691,0.9942446043165468,0,0.0,4,0.0057553956834532,0,0.0,1.0,695.0,0.05110448679319123
165,work,8514,0.5659775310775776,16,0.0010636176294622,6483,0.4309645682377185,30,0.0019942830552416,0.986361550062291,15043.0,1.0165106259704535
166,lose,3676,0.9937821032711543,0,0.0,10,0.0027034333603676,13,0.0035144633684779,1.0,3699.0,0.06065714072734791
167,fuel,46,0.3172413793103448,0,0.0,99,0.6827586206896552,0,0.0,1.0,145.0,0.9013562943838728
168,fabricate,11,0.9166666666666666,0,0.0,1,0.0833333333333333,0,0.0,1.0,12.0,0.4138168503036338
169,new,3,0.000294521892794,764,0.0750049086982132,2,0.0001963479285293,9417,0.9245042214804634,0.9993132541940548,10186.0,0.390854542697123
170,haven,14,0.1707317073170731,22,0.2682926829268293,46,0.5609756097560976,0,0.0,0.9111111111111112,82.0,1.4124993887955277
171,san,2,0.0048899755501222,399,0.9755501222493888,5,0.0122249388753056,3,0.0073349633251833,1.0,409.0,0.20206398274782159
172,smith,2,0.0098522167487684,167,0.8226600985221675,34,0.167487684729064,0,0.0,1.0,203.0,0.7291174273049879
173,ask,6214,0.9990353697749196,0,0.0,6,0.0009646302250803,0,0.0,1.0,6220.0,0.01105440708782906
174,prevent,270,1.0,0,0.0,0,0.0,0,0.0,1.0,270.0,0.0
175,testify,36,1.0,0,0.0,0,0.0,0,0.0,1.0,36.0,0.0
176,guard,46,0.1373134328358209,7,0.0208955223880597,281,0.8388059701492537,1,0.0029850746268656,1.0,335.0,0.7476915229119823
177,fence,13,0.0792682926829268,0,0.0,151,0.9207317073170732,0,0.0,1.0,164.0,0.3995957120941744
178,obtain,110,1.0,0,0.0,0,0.0,0,0.0,1.0,110.0,0.0
179,place,548,0.0906084656084656,7,0.0011574074074074,5493,0.908234126984127,0,0.0,0.9991739633239716,6048.0,0.45129804810783597
180,united,18,0.0326086956521739,506,0.9166666666666666,0,0.0,28,0.0507246376811594,1.0,552.0,0.4942865280845179
181,service,11,0.0096069868995633,3,0.0026200873362445,1131,0.9877729257641922,0,0.0,1.0,1145.0,0.10438511413744102
182,rolling,6,0.1224489795918367,0,0.0,20,0.4081632653061224,23,0.4693877551020408,1.0,49.0,1.4108269483726474
183,stone,45,0.1168831168831168,7,0.0181818181818181,333,0.8649350649350649,0,0.0,0.9922680412371134,385.0,0.6481487394161108
184,involve,767,0.9076923076923076,0,0.0,0,0.0,78,0.0923076923076923,0.9378468368479468,845.0,0.4441260450795996
185,while,1,0.0004616805170821,0,0.0,2165,0.9995383194829178,0,0.0,0.3058026260059296,2166.0,0.005781707980211325
186,route,11,0.0585106382978723,1,0.0053191489361702,176,0.9361702127659576,0,0.0,1.0,188.0,0.36887761399053853
187,transport,42,0.4719101123595505,0,0.0,47,0.5280898876404494,0,0.0,1.0,89.0,0.9977221075331744
188,air,120,0.0918133129303749,48,0.0367253251721499,1138,0.8706962509563887,1,0.0007651109410864,1.0,1307.0,0.673233003414004
189,form,349,0.262012012012012,1,0.0007507507507507,982,0.7372372372372372,0,0.0,0.9910714285714286,1332.0,0.8383131760771203
190,powder,1,0.0112359550561797,0,0.0,88,0.9887640449438202,0,0.0,1.0,89.0,0.0888796956845758
191,resemble,91,1.0,0,0.0,0,0.0,0,0.0,1.0,91.0,0.0
192,instant,1,0.0043478260869565,1,0.0043478260869565,61,0.2652173913043478,167,0.7260869565217392,1.0,230.0,0.9113439881856674
193,come,16036,0.9988787841036502,1,6.228977201943441e-05,16,0.0009966363523109,1,6.228977201943441e-05,0.9973286947878488,16054.0,0.013294229501637236
194,broken,35,0.1310861423220973,1,0.0037453183520599,0,0.0,231,0.8651685393258427,1.0,267.0,0.595231758802973
195,stack,56,0.4375,0,0.0,72,0.5625,0,0.0,1.0,128.0,0.9886994082884974
196,inch,19,0.0581039755351682,0,0.0,308,0.9418960244648318,0,0.0,1.0,327.0,0.3198719714018815
197,brace,26,0.2184873949579832,1,0.0084033613445378,92,0.773109243697479,0,0.0,1.0,119.0,0.8244048840733755
198,weld,6,0.5454545454545454,1,0.0909090909090909,4,0.3636363636363636,0,0.0,1.0,11.0,1.3221793455166666
199,strut,21,0.75,0,0.0,7,0.25,0,0.0,0.9655172413793104,28.0,0.8112781244591328
200,center,127,0.1589486858573216,16,0.0200250312891113,645,0.8072590738423029,11,0.013767209011264,0.9975031210986268,799.0,0.8692082586658706
201,steel,9,0.0647482014388489,0,0.0,130,0.935251798561151,0,0.0,1.0,139.0,0.34601200289127804
202,drum,11,0.0372881355932203,2,0.0067796610169491,282,0.9559322033898304,0,0.0,0.9899328859060402,295.0,0.2879364690577797
203,weigh,171,0.9447513812154696,0,0.0,10,0.0552486187845303,0,0.0,1.0,181.0,0.30828753904805534
204,about,9,0.0185185185185185,1,0.0020576131687242,8,0.0164609053497942,468,0.9629629629629628,0.0164216928535225,486.0,0.27489477978270666
205,fly,990,0.8870967741935484,1,0.0008960573476702,123,0.1102150537634408,2,0.0017921146953405,0.992,1116.0,0.5294070179456493
206,plan,1404,0.5111030214779759,9,0.0032763014197306,1333,0.4852566436112122,1,0.0003640334910811,0.9985459832788076,2747.0,1.0323185368726582
207,commission,6,0.025,10,0.0416666666666666,224,0.9333333333333332,0,0.0,1.0,240.0,0.41698826854975235
208,reading,91,0.1610619469026548,3,0.0053097345132743,467,0.8265486725663717,4,0.0070796460176991,1.0,565.0,0.7421364887987325
209,room,10,0.003125,2,0.000625,3188,0.99625,0,0.0,0.999687597625742,3200.0,0.03805838516519422
210,machine,2,0.0029498525073746,0,0.0,676,0.9970501474926252,0,0.0,1.0,678.0,0.029043382123428604
211,provide,817,1.0,0,0.0,0,0.0,0,0.0,1.0,817.0,0.0
212,hold,2404,0.9239046887009992,0,0.0,198,0.0760953112990007,0,0.0,0.9984650805832692,2602.0,0.3882690710047084
213,settle,473,0.9957894736842106,0,0.0,1,0.0021052631578947,1,0.0021052631578947,1.0,475.0,0.04350078829297556
214,grade,48,0.0511182108626198,9,0.0095846645367412,882,0.939297124600639,0,0.0,0.9968152866242038,939.0,0.36842601343723624
215,type,735,0.3636813458683819,5,0.0024740227610094,1280,0.6333498268184067,1,0.0004948045522018,0.996057171020207,2021.0,0.9748892693548964
216,even,6,0.3,0,0.0,2,0.1,12,0.6,0.0017281603732826,20.0,1.2954618442383217
217,buy,3931,0.9800548491647968,1,0.00024931438544,79,0.0196958364497631,0,0.0,0.9990037359900372,4011.0,0.1430660443669636
218,supply,72,0.2608695652173913,0,0.0,204,0.7391304347826086,0,0.0,1.0,276.0,0.828055725379504
219,house,27,0.0053034767236299,88,0.0172854056177568,4976,0.9774111176586132,0,0.0,0.9996073041429412,5091.0,0.17350013534172687
220,pain,24,0.0153649167733674,5,0.0032010243277848,1532,0.9807938540332908,1,0.0006402048655569,1.0,1562.0,0.15332212354480976
221,ass,6,0.0036144578313253,12,0.0072289156626506,1638,0.9867469879518072,4,0.0024096385542168,0.9981960312687912,1660.0,0.12068192501684553
222,need,9248,0.9068444793096686,0,0.0,949,0.0930574622474995,1,9.805844283192784e-05,0.991444682092164,10198.0,0.4480271075609666
223,table,1,0.0009407337723424,0,0.0,1060,0.9971777986829728,2,0.0018814675446848,1.0,1063.0,0.030558560348042354
224,able,1,0.0003502626970227,1,0.0003502626970227,0,0.0,2853,0.9992994746059544,1.0,2855.0,0.00905181410216797
225,purchase,306,0.6652173913043479,0,0.0,153,0.3326086956521739,1,0.0021739130434782,1.0,460.0,0.9386617470401857
