lemma,word form,sentence,doc index,sent index,token index,tokenized sentence
eat,eat,"'per' with (with x means), as in mi mangxi per forko kaj trancxilo, 'i eat with a fork and knife'.",31134,8,21,"(""'"", 'per', ""'"", 'with', '(', 'with', 'x', 'means', ')', ',', 'as', 'in', 'mi', 'mangxi', 'per', 'forko', 'kaj', 'trancxilo', ',', ""'"", 'i', 'eat', 'with', 'a', 'fork', 'and', 'knife', ""'"", '.')"
eat,eat,Maybe i'm working too friggin much to eat.,13562,1,8,"('Maybe', 'i', ""'m"", 'working', 'too', 'friggin', 'much', 'to', 'eat', '.')"
eat,eaten,'what is the correlation of # of beans eaten and # of smelly farts?',33763,2,9,"(""'"", 'what', 'is', 'the', 'correlation', 'of', '#', 'of', 'beans', 'eaten', 'and', '#', 'of', 'smelly', 'farts', '?', ""'"")"
eat,eating,"I am sitting at my desk on the 4th floor, taking calls from software users with questions, eating popcorn, drinking my english breakfast tea.",30866,0,19,"('I', 'am', 'sitting', 'at', 'my', 'desk', 'on', 'the', '4th', 'floor', ',', 'taking', 'calls', 'from', 'software', 'users', 'with', 'questions', ',', 'eating', 'popcorn', ',', 'drinking', 'my', 'english', 'breakfast', 'tea', '.')"
eat,eating,"Peanut butter is like eating sand, so corse and grainy unless you eat the crunchy kind.",35101,8,4,"('Peanut', 'butter', 'is', 'like', 'eating', 'sand', ',', 'so', 'corse', 'and', 'grainy', 'unless', 'you', 'eat', 'the', 'crunchy', 'kind', '.')"
eat,eaten,"Since then i have eaten candy, chewed gum and neglected to floss on a regular basis.'",4326,3,4,"('Since', 'then', 'i', 'have', 'eaten', 'candy', ',', 'chewed', 'gum', 'and', 'neglected', 'to', 'floss', 'on', 'a', 'regular', 'basis', '.', ""'"")"
eat,eat,eh.. these days i also eat a lot of proteins..,11217,4,6,"('eh', '..', 'these', 'days', 'i', 'also', 'eat', 'a', 'lot', 'of', 'proteins', '..')"
eat,eating,"There were flirtations, conversations, eating and making generally merry.",23799,19,6,"('There', 'were', 'flirtations', ',', 'conversations', ',', 'eating', 'and', 'making', 'generally', 'merry', '.')"
eat,ate,"Starting with dinner that each of us had packed for all of us, we ate plenty and  offered the remaining to a dog with a broken leg.",28297,16,15,"('Starting', 'with', 'dinner', 'that', 'each', 'of', 'us', 'had', 'packed', 'for', 'all', 'of', 'us', ',', 'we', 'ate', 'plenty', 'and', ' ', 'offered', 'the', 'remaining', 'to', 'a', 'dog', 'with', 'a', 'broken', 'leg', '.')"
eat,eat,"This past week has been slightly stressful in that a dear friend of mine was in town and of course, she wanted to go out to eat.",22900,0,27,"('This', 'past', 'week', 'has', 'been', 'slightly', 'stressful', 'in', 'that', 'a', 'dear', 'friend', 'of', 'mine', 'was', 'in', 'town', 'and', 'of', 'course', ',', 'she', 'wanted', 'to', 'go', 'out', 'to', 'eat', '.')"
eat,ate,"Came home to find my house smelling like chili, ate chili, and discovered that i put too much cayenne into said chili.",32728,8,10,"('Came', 'home', 'to', 'find', 'my', 'house', 'smelling', 'like', 'chili', ',', 'ate', 'chili', ',', 'and', 'discovered', 'that', 'i', 'put', 'too', 'much', 'cayenne', 'into', 'said', 'chili', '.')"
eat,eat,"I can't wait to eat  real  fish and chips, watch the big breakfast, go to some good indian restaurants, attend an evensong at westminster abbey, eat belgian chocolate, and talk to many british men.",6555,3,32,"('I', 'ca', ""n't"", 'wait', 'to', 'eat', ' ', 'real', ' ', 'fish', 'and', 'chips', ',', 'watch', 'the', 'big', 'breakfast', ',', 'go', 'to', 'some', 'good', 'indian', 'restaurants', ',', 'attend', 'an', 'evensong', 'at', 'westminster', 'abbey', ',', 'eat', 'belgian', 'chocolate', ',', 'and', 'talk', 'to', 'many', 'british', 'men', '.')"
eat,ate,And anahid threw up because she ate food poisening at lunch.,26601,25,6,"('And', 'anahid', 'threw', 'up', 'because', 'she', 'ate', 'food', 'poisening', 'at', 'lunch', '.')"
eat,eat,and i might go out ot eat w/ her!!!!,39300,13,6,"('and', 'i', 'might', 'go', 'out', 'ot', 'eat', 'w/', 'her', '!', '!', '!', '!')"
eat,ate,She also ate some raw tuna...   happy birthday judah.,30554,3,2,"('She', 'also', 'ate', 'some', 'raw', 'tuna', '...', '  ', 'happy', 'birthday', 'judah', '.')"
eat,eat,We went out to eat last night and saw the parliament and the presidents house.,39121,22,4,"('We', 'went', 'out', 'to', 'eat', 'last', 'night', 'and', 'saw', 'the', 'parliament', 'and', 'the', 'presidents', 'house', '.')"
eat,eat,crabiness will happen lesson number 5: don't make macaroni and cheese shapes if 2 people want to eat it....,6126,6,19,"('crabiness', 'will', 'happen', 'lesson', 'number', '5', ':', 'do', ""n't"", 'make', 'macaroni', 'and', 'cheese', 'shapes', 'if', '2', 'people', 'want', 'to', 'eat', 'it', '....')"
eat,eat,"but anyway, yah it was definitely really nice- there was even a portion of the tour where we got to go into the grape fields and actually pick and eat different grapes that they use for different wines!",36955,33,30,"('but', 'anyway', ',', 'yah', 'it', 'was', 'definitely', 'really', 'nice-', 'there', 'was', 'even', 'a', 'portion', 'of', 'the', 'tour', 'where', 'we', 'got', 'to', 'go', 'into', 'the', 'grape', 'fields', 'and', 'actually', 'pick', 'and', 'eat', 'different', 'grapes', 'that', 'they', 'use', 'for', 'different', 'wines', '!')"
eat,ate,Sitting here 5. ...doing nothing *5 things you ate in the last 24 hours*  1.,22967,21,11,"('Sitting', 'here', '5', '.', '...', 'doing', 'nothing', '*', '5', 'things', 'you', 'ate', 'in', 'the', 'last', '24', 'hours', '*', ' ', '1', '.')"
eat,eaten,"Lol, i have eaten a lot today...",30401,13,4,"('Lol', ',', 'i', 'have', 'eaten', 'a', 'lot', 'today', '...')"
eat,eat,"I went out after work, to get something to eat...and the people i was with started fighting with each other...so i just asked to have my food packed up so we could leave...then i ended up paying the entire fucking bills.",8860,15,10,"('I', 'went', 'out', 'after', 'work', ',', 'to', 'get', 'something', 'to', 'eat', '...', 'and', 'the', 'people', 'i', 'was', 'with', 'started', 'fighting', 'with', 'each', 'other', '...', 'so', 'i', 'just', 'asked', 'to', 'have', 'my', 'food', 'packed', 'up', 'so', 'we', 'could', 'leave', '...', 'then', 'i', 'ended', 'up', 'paying', 'the', 'entire', 'fucking', 'bills', '.')"
eat,eating,7) stop eating altogether and disappear from this planet.,30381,30,3,"('7', ')', 'stop', 'eating', 'altogether', 'and', 'disappear', 'from', 'this', 'planet', '.')"
eat,eat,you eat too much hummus.,20619,34,1,"('you', 'eat', 'too', 'much', 'hummus', '.')"
eat,eat,"Then i have to get up, shower, eat breakfast, make lunch for me, and make dinner for my husband.",32128,20,9,"('Then', 'i', 'have', 'to', 'get', 'up', ',', 'shower', ',', 'eat', 'breakfast', ',', 'make', 'lunch', 'for', 'me', ',', 'and', 'make', 'dinner', 'for', 'my', 'husband', '.')"
eat,eat,Well i eat too much chinese food:  you make people realize that there exists other beautise in the world.,582,0,2,"('Well', 'i', 'eat', 'too', 'much', 'chinese', 'food', ':', ' ', 'you', 'make', 'people', 'realize', 'that', 'there', 'exists', 'other', 'beautise', 'in', 'the', 'world', '.')"
eat,eat,"We tend to align ourselves with people who read, watch, eat, wear, drive, and/or/etc.",26743,3,12,"('We', 'tend', 'to', 'align', 'ourselves', 'with', 'people', 'who', 'read', ',', 'watch', ',', 'eat', ',', 'wear', ',', 'drive', ',', 'and/or', '/', 'etc', '.')"
eat,eat,"Magic mushrooms   like anything, if you eat too many of these too often - or take the wrong ones - you probably won't be in very good shape.",27301,137,8,"('Magic', 'mushrooms', '  ', 'like', 'anything', ',', 'if', 'you', 'eat', 'too', 'many', 'of', 'these', 'too', 'often', '-', 'or', 'take', 'the', 'wrong', 'ones', '-', 'you', 'probably', 'wo', ""n't"", 'be', 'in', 'very', 'good', 'shape', '.')"
eat,eating,"In the car today, as mike and i were approaching our traffic jam, i looked over and saw 2 deer eating on the side of a hill (mountain), then a few seconds later i saw 1 more eating from a tree.",38577,16,22,"('In', 'the', 'car', 'today', ',', 'as', 'mike', 'and', 'i', 'were', 'approaching', 'our', 'traffic', 'jam', ',', 'i', 'looked', 'over', 'and', 'saw', '2', 'deer', 'eating', 'on', 'the', 'side', 'of', 'a', 'hill', '(', 'mountain', ')', ',', 'then', 'a', 'few', 'seconds', 'later', 'i', 'saw', '1', 'more', 'eating', 'from', 'a', 'tree', '.')"
eat,ate,"c',)  yesterday me & fendy went to seoul garden and ate like we never ate before..",30393,3,14,"('c', ""'"", ',', ')', ' ', 'yesterday', 'me', '&', 'fendy', 'went', 'to', 'seoul', 'garden', 'and', 'ate', 'like', 'we', 'never', 'ate', 'before', '..')"
eat,eats,when u realize you have eaten steak for every meal here so far because thats all gordon eats.  4.,32455,4,18,"('when', 'u', 'realize', 'you', 'have', 'eaten', 'steak', 'for', 'every', 'meal', 'here', 'so', 'far', 'because', 'that', 's', 'all', 'gordon', 'eats', '.', ' ', '4', '.')"
eat,eating,we ended up eating at pinks.,13008,44,3,"('we', 'ended', 'up', 'eating', 'at', 'pinks', '.')"
eat,eat,"I was off on monday because of new york and i didn't want to eat anymore vacation hours, so here i am.",19767,2,15,"('I', 'was', 'off', 'on', 'monday', 'because', 'of', 'new', 'york', 'and', 'i', 'did', ""n't"", 'want', 'to', 'eat', 'anymore', 'vacation', 'hours', ',', 'so', 'here', 'i', 'am', '.')"
eat,eat,"'they've heard these horror stories, and say, ‘i don't want to eat a tomato containing fish genes!''",21914,118,17,"(""'"", 'they', ""'ve"", 'heard', 'these', 'horror', 'stories', ',', 'and', 'say', ',', '‘', 'i', 'do', ""n't"", 'want', 'to', 'eat', 'a', 'tomato', 'containing', 'fish', 'genes', '!', ""''"")"
eat,eat,"All day long ive been trying not to eat it  not because i gave it up or anything, but because i eat entirely too much of it.",7018,1,24,"('All', 'day', 'long', 'i', 've', 'been', 'trying', 'not', 'to', 'eat', 'it', ' ', 'not', 'because', 'i', 'gave', 'it', 'up', 'or', 'anything', ',', 'but', 'because', 'i', 'eat', 'entirely', 'too', 'much', 'of', 'it', '.')"
eat,eating,"My question must have gone unanswered as we then started the walk back to the hotel (graciously accompanied by our hosts), stopping half way for take-away chinese food and eating it in an alley.",7749,98,34,"('My', 'question', 'must', 'have', 'gone', 'unanswered', 'as', 'we', 'then', 'started', 'the', 'walk', 'back', 'to', 'the', 'hotel', '(', 'graciously', 'accompanied', 'by', 'our', 'hosts', ')', ',', 'stopping', 'half', 'way', 'for', 'take', '-', 'away', 'chinese', 'food', 'and', 'eating', 'it', 'in', 'an', 'alley', '.')"
eat,ate,"Hannah arrived when we were having our break, and we ate pies and talked together.",37675,7,11,"('Hannah', 'arrived', 'when', 'we', 'were', 'having', 'our', 'break', ',', 'and', 'we', 'ate', 'pies', 'and', 'talked', 'together', '.')"
eat,ate,"After classes, i ate with sarah, ryan, and kenny, which always proves to be an interesting experience.",21053,1,4,"('After', 'classes', ',', 'i', 'ate', 'with', 'sarah', ',', 'ryan', ',', 'and', 'kenny', ',', 'which', 'always', 'proves', 'to', 'be', 'an', 'interesting', 'experience', '.')"
eat,eat,We would eat one thing and then rave about it only to do the same thing for the next item.,22485,10,2,"('We', 'would', 'eat', 'one', 'thing', 'and', 'then', 'rave', 'about', 'it', 'only', 'to', 'do', 'the', 'same', 'thing', 'for', 'the', 'next', 'item', '.')"
eat,eat,"We're packing up his truck, chillin' out for a little bit, catching an afternoon matinee and maybe something to eat, then we're headed off into the sunset.",38591,9,23,"('We', ""'re"", 'packing', 'up', 'his', 'truck', ',', 'chillin', ""'"", 'out', 'for', 'a', 'little', 'bit', ',', 'catching', 'an', 'afternoon', 'matinee', 'and', 'maybe', 'something', 'to', 'eat', ',', 'then', 'we', ""'re"", 'headed', 'off', 'into', 'the', 'sunset', '.')"
eat,Eat,Eat shit.,32439,3,0,"('Eat', 'shit', '.')"
eat,eating,"I had to wait 20 minutes for the fries to cook, so it was like actually eating a meal.",26001,4,17,"('I', 'had', 'to', 'wait', '20', 'minutes', 'for', 'the', 'fries', 'to', 'cook', ',', 'so', 'it', 'was', 'like', 'actually', 'eating', 'a', 'meal', '.')"
eat,ate,"Today we cleaned, went to target, played more nintendo and ate more ice cream.",23476,20,12,"('Today', 'we', 'cleaned', ',', 'went', 'to', 'target', ',', 'played', 'more', 'nintendo', 'and', 'ate', 'more', 'ice', 'cream', '.')"
eat,eating,Clearly a ploy of human eating aliens.,34190,3,5,"('Clearly', 'a', 'ploy', 'of', 'human', 'eating', 'aliens', '.')"
eat,ate,"Yesterday wasn't so bad because josh took a vacation day (it was his birthday!), so we ate breakfast together and watched a movie on tv.",18437,2,21,"('Yesterday', 'was', ""n't"", 'so', 'bad', 'because', 'josh', 'took', 'a', 'vacation', 'day', '(', 'it', 'was', 'his', 'birthday', '!', ')', ',', 'so', 'we', 'ate', 'breakfast', 'together', 'and', 'watched', 'a', 'movie', 'on', 'tv', '.')"
eat,eat,I eat children.,22967,106,1,"('I', 'eat', 'children', '.')"
eat,eats,"i promised her mom to look after her, make sure she eats and dun do anything silly but right now at this moment i dunno wad to do!",21999,9,12,"('i', 'promised', 'her', 'mom', 'to', 'look', 'after', 'her', ',', 'make', 'sure', 'she', 'eats', 'and', 'dun', 'do', 'anything', 'silly', 'but', 'right', 'now', 'at', 'this', 'moment', 'i', 'dunno', 'wad', 'to', 'do', '!')"
eat,eating,"It seems like night all day, and i'm eating way too much food from the craft services tables.",11913,3,10,"('It', 'seems', 'like', 'night', 'all', 'day', ',', 'and', 'i', ""'m"", 'eating', 'way', 'too', 'much', 'food', 'from', 'the', 'craft', 'services', 'tables', '.')"
eat,eating,"I love valentine's day because, significant other or not, it's a holiday that encourages eating lots of candy, so it's up there with halloween and easter for me.",12090,4,18,"('I', 'love', 'valentine', ""'s"", 'day', 'because', ',', 'significant', 'other', 'or', 'not', ',', 'it', ""'s"", 'a', 'holiday', 'that', 'encourages', 'eating', 'lots', 'of', 'candy', ',', 'so', 'it', ""'s"", 'up', 'there', 'with', 'halloween', 'and', 'easter', 'for', 'me', '.')"
