,Unnamed: 0,Sentence_Count,Token_ID,Word,UD_POS,SPACY_POS,Only_Mask_Tags_1,Only_Mask_Tags_2,Only_Mask_Tags_3,Only_Mask_Tags_4,Only_Mask_Tags_5,Only_Mask_Tags_6,Only_Mask_Tags_7,Only_Mask_Tags_8,Only_Mask_Tags_9,lemma,freq_band
913,913,51,7,STEVENS,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Stevens,64
919,919,51,13,Court,NOUN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,court,-1
926,926,51,20,IV,NUM,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,IV,-1
928,928,51,22,VI,NUM,PROPN,NOUN,NOUN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,VI,-1
930,930,51,24,VI,NUM,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,VI,-1
932,932,51,26,D,NOUN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,D,37
934,934,51,28,iii,NUM,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,iii,-1
936,936,51,30,VI,NUM,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,VI,-1
938,938,51,32,D,NOUN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,D,37
943,943,51,37,VII,NUM,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,VII,-1
951,951,51,45,GINSBURG,PROPN,PROPN,NOUN,NOUN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Ginsburg,59
954,954,51,48,BREYER,PROPN,PROPN,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,Breyer,59
963,963,51,57,Parts,NOUN,PROPN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,part,-1
964,964,51,58,V,NUM,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,V,86
966,966,51,60,VI,NUM,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,VI,-1
968,968,51,62,D,NOUN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,D,37
970,970,51,64,iv,NUM,PROPN,PROPN,PROPN,NOUN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,iv,-1
974,974,51,68,SOUTER,PROPN,PROPN,PRON,PRON,PROPN,PRON,PROPN,PROPN,PROPN,PROPN,PROPN,Souter,59
976,976,51,70,GINSBURG,PROPN,PROPN,NOUN,NOUN,NOUN,NOUN,PROPN,PROPN,PROPN,PROPN,PROPN,Ginsburg,59
979,979,51,73,BREYER,PROPN,PROPN,ADJ,ADJ,PRON,PRON,PRON,PRON,PRON,PRON,PRON,Breyer,59
982,982,52,0,BREYER,NOUN,PROPN,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,Breyer,59
995,995,52,13,GINSBURG,PROPN,PROPN,NOUN,NOUN,NOUN,PRON,PRON,NOUN,NOUN,PROPN,PROPN,Ginsburg,59
998,998,53,0,KENNEDY,PROPN,PROPN,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,Kennedy,45
1008,1008,53,10,SOUTER,PROPN,PROPN,PRON,PRON,PRON,PRON,PROPN,PRON,PRON,PROPN,PROPN,Souter,59
1010,1010,53,12,GINSBURG,PROPN,PROPN,NOUN,NOUN,NOUN,NOUN,PROPN,PROPN,PROPN,PROPN,PROPN,Ginsburg,59
1013,1013,53,15,BREYER,PROPN,PROPN,NOUN,NOUN,NOUN,PRON,PRON,PRON,PROPN,PROPN,PROPN,Breyer,59
1017,1017,53,19,Parts,NOUN,PROPN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,part,-1
1018,1018,53,20,I,NUM,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,I,100
1020,1020,53,22,II,NUM,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,II,-1
1022,1022,54,0,SCALIA,PROPN,PROPN,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,Scalia,64
1030,1030,54,8,THOMAS,PROPN,PROPN,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,Thomas,37
1032,1032,54,10,ALITO,PROPN,PROPN,NOUN,NOUN,NOUN,PRON,PRON,PROPN,PROPN,PROPN,PROPN,Alito,40
1035,1035,55,0,THOMAS,PROPN,PROPN,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,Thomas,37
1043,1043,55,8,SCALIA,PROPN,PROPN,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,Scalia,64
1049,1049,55,14,ALITO,PROPN,PROPN,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,Alito,40
1055,1055,55,20,Parts,NOUN,PROPN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,part,-1
1056,1056,55,21,I,NUM,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,I,100
1058,1058,55,23,II,NUM,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,II,-1
1060,1060,55,25,C,NOUN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,C,58
1065,1065,55,30,III,NUM,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,III,-1
1067,1067,55,32,B,NOUN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,B,44
1071,1071,56,0,ALITO,PROPN,PROPN,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,Alito,40
1079,1079,56,8,SCALIA,PROPN,PROPN,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,Scalia,64
1081,1081,56,10,THOMAS,PROPN,PROPN,NOUN,NOUN,PRON,PRON,PRON,PRON,PRON,PRON,PRON,Thomas,37
1085,1085,56,14,Parts,NOUN,PROPN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,part,-1
1088,1088,56,17,III,NUM,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,III,-1
1109,1109,57,19,John,PROPN,PROPN,ADJ,ADJ,PROPN,ADJ,PROPN,ADJ,PROPN,PROPN,PROPN,John,9
1110,1110,57,20,Paul,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Paul,19
1111,1111,57,21,Stevens,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Stevens,64
1132,1132,59,4,President,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,President,11
1133,1133,59,5,Bush,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Bush,2
1179,1179,59,51,Sudan,PROPN,PROPN,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,Sudan,48
1189,1189,59,61,A,NOUN,PROPN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,A,57
1196,1196,59,68,NY,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,NY,40
1197,1197,59,69,Times,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Times,45
1199,1199,59,71,Washington,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Washington,23
1200,1200,59,72,Post,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Post,51
1209,1209,60,6,BBC,PROPN,PROPN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,BBC,37
1252,1252,61,38,Secretary,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Secretary,45
1254,1254,61,40,State,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,State,5
1302,1302,64,4,UN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,UN,39
1303,1303,64,5,Secretary,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Secretary,45
1304,1304,64,6,General,ADJ,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,General,42
1305,1305,64,7,Kofi,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Kofi,71
1306,1306,64,8,Annan,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Annan,64
1317,1317,64,19,Darfur,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Darfur,59
1332,1332,66,1,African,ADJ,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,African,89
1333,1333,66,2,Union,PROPN,PROPN,PROPN,PROPN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,Union,40
1373,1373,67,12,Darfur,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Darfur,59
1380,1380,67,19,UN,PROPN,PROPN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,UN,39
1401,1401,68,18,Powell,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Powell,45
1403,1403,68,20,Annan,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Annan,64
1412,1412,68,29,Darfur,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Darfur,59
1417,1417,69,0,Warren,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Warren,64
1418,1418,69,1,Buffett,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Buffett,71
1431,1431,69,14,Bill,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Bill,23
1433,1433,69,16,Melinda,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Melinda,64
1434,1434,69,17,Gates,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Gates,54
1435,1435,69,18,Foundation,PROPN,PROPN,PROPN,PROPN,NOUN,PROPN,NOUN,PROPN,PROPN,PROPN,PROPN,Foundation,59
1446,1446,70,9,Buffett,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Buffett,71
1505,1505,71,18,Gateses,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Gates,54
1534,1534,72,8,Bill,PROPN,PROPN,PRON,PRON,PRON,PRON,PRON,PRON,PROPN,PROPN,PROPN,Bill,23
1536,1536,72,10,Melinda,PROPN,PROPN,PRON,PRON,PRON,PRON,PROPN,PROPN,PROPN,PROPN,PROPN,Melinda,64
1554,1554,73,11,Berkshire,PROPN,PROPN,DET,DET,PROPN,DET,PROPN,PROPN,PROPN,PROPN,PROPN,Berkshire,71
1555,1555,73,12,Hathaway,PROPN,PROPN,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,Hathaway,82
1651,1651,77,5,Gates,PROPN,PROPN,NOUN,NOUN,ADJ,ADJ,NOUN,ADJ,NOUN,NOUN,NOUN,Gates,54
1678,1678,78,2,10.000.000,NUM,PROPN,DET,DET,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,10.000.000,-1
1746,1746,82,9,Bill,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Bill,23
1748,1748,82,11,Melinda,PROPN,PROPN,PRON,PRON,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Melinda,64
1767,1767,82,30,Buffet,PROPN,PROPN,PRON,PRON,PRON,PRON,PROPN,PROPN,PROPN,PROPN,PROPN,Buffet,71
1777,1777,82,40,Berkshire,PROPN,PROPN,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,Berkshire,71
1783,1783,83,0,Bill,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Bill,23
1787,1787,83,4,Fourth,ADJ,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Fourth,-1
1788,1788,83,5,Rail,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Rail,71
1799,1799,83,16,UN,PROPN,PROPN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,UN,39
1806,1806,83,23,Europe,PROPN,PROPN,PROPN,PROPN,ADJ,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Europe,23
1825,1825,84,4,Palestinians,PROPN,PROPN,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,Palestinian,33
1830,1830,84,9,Hezbollah,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Hezbollah,42
1832,1832,84,11,Syria,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Syria,28
1837,1837,84,16,Hamas,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Hamas,25
1854,1854,85,4,Lebanon,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Lebanon,51
1861,1861,85,11,Hezbollah,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Hezbollah,42
1871,1871,85,21,Syria,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Syria,28
1876,1876,86,0,Syria,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Syria,28
1887,1887,86,11,UNSC,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,UNSC,82
1888,1888,86,12,Resolution,PROPN,PROPN,NOUN,NOUN,NOUN,NOUN,PROPN,NOUN,NOUN,NOUN,NOUN,Resolution,71
1896,1896,87,0,UN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,UN,39
1897,1897,87,1,Secretary,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Secretary,45
1899,1899,87,3,General,ADJ,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,General,42
1900,1900,87,4,Kofi,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Kofi,71
1901,1901,87,5,Annan,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Annan,64
1910,1910,87,14,Hezbollah,PROPN,PROPN,PRON,PRON,PROPN,PRON,PROPN,PROPN,PROPN,PROPN,PROPN,Hezbollah,42
