,Unnamed: 0,Sentence_Count,Token_ID,Word,UD_POS,SPACY_POS,Only_Mask_Tags_1,Only_Mask_Tags_2,Only_Mask_Tags_3,Only_Mask_Tags_4,Only_Mask_Tags_5,Only_Mask_Tags_6,Only_Mask_Tags_7,Only_Mask_Tags_8,Only_Mask_Tags_9,lemma,freq_band
538,538,31,10,peaceful,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,peaceful,78
541,541,32,0,Many,ADJ,ADJ,DET,DET,ADJ,DET,ADJ,DET,ADJ,ADJ,ADJ,many,6
551,551,32,10,military,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,military,39
563,563,34,4,military,ADJ,ADJ,DET,DET,DET,NOUN,DET,DET,DET,DET,DET,military,39
623,623,40,0,Angry,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,angry,78
626,626,40,3,anti-American,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,anti-American,89
630,630,40,7,western,ADJ,ADJ,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,ADJ,ADJ,ADJ,western,55
645,645,40,22,friendly,ADJ,ADJ,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,friendly,24
660,660,41,4,Sunni,ADJ,ADJ,DET,DET,DET,DET,ADJ,ADJ,ADJ,ADJ,ADJ,Sunni,53
695,695,41,39,general,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,general,57
726,726,43,1,aggressive,ADJ,ADJ,PRON,PRON,PRON,PRON,PRON,PRON,DET,DET,PRON,aggressive,80
728,728,43,3,American,ADJ,ADJ,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,American,27
737,737,43,12,capable,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,capable,70
764,764,44,5,local,ADJ,ADJ,DET,DET,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,local,37
774,774,45,6,tense,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,tense,93
783,783,45,15,local,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,DET,ADJ,ADJ,ADJ,local,37
787,787,45,19,committed,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,committed,82
789,789,45,21,Arab,ADJ,ADJ,PRON,PRON,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,Arab,52
794,794,45,26,Sunni,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,Sunni,53
801,801,46,1,such,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,VERB,ADJ,ADJ,ADJ,ADJ,such,28
805,805,46,5,special,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,special,46
812,812,46,12,disproportionate,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,disproportionate,93
826,826,47,4,American,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,American,27
865,865,49,13,idelogical,ADJ,ADJ,NOUN,NOUN,NOUN,NOUN,ADJ,ADJ,ADJ,ADJ,ADJ,idelogical,93
896,896,49,44,long,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,long,31
899,899,50,1,actual,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,actual,68
903,903,50,5,little,ADJ,ADJ,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,little,11
904,904,50,6,confusing,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,confusing,89
947,947,51,41,KENNEDY,PROPN,ADJ,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,Kennedy,-1
990,990,52,8,KENNEDY,PROPN,ADJ,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,Kennedy,-1
1095,1095,57,5,little,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,little,11
1100,1100,57,10,whole,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,whole,37
1128,1128,59,0,Important,ADJ,ADJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,ADJ,ADJ,ADJ,ADJ,important,40
1130,1130,59,2,such,ADJ,ADJ,ADJ,ADJ,ADJ,PUNCT,PUNCT,PUNCT,PUNCT,NOUN,PUNCT,such,28
1135,1135,59,7,miniscule,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,miniscule,89
1142,1142,59,14,anti-gay,ADJ,ADJ,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,anti-gay,93
1184,1184,59,56,front,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,front,63
1216,1216,61,2,symptomatic,ADJ,ADJ,NOUN,NOUN,NOUN,ADJ,ADJ,NOUN,ADJ,NOUN,ADJ,symptomatic,93
1236,1236,61,22,biggest,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,big,19
1237,1237,61,23,short,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,short,41
1240,1240,61,26,humanitarian,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,NOUN,NOUN,NOUN,humanitarian,93
1269,1269,62,3,disappointing,ADJ,ADJ,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,ADJ,disappointing,93
1272,1272,63,1,troubling,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,troubling,89
1281,1281,63,10,political,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,political,42
1289,1289,63,18,few,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,NUM,ADJ,NUM,few,10
1290,1290,63,19,short,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,short,41
1314,1314,64,16,ethnic,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ethnic,75
1362,1362,67,1,international,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,international,42
1379,1379,67,18,local,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,local,37
1415,1415,68,32,unchanged,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,unchanged,89
1448,1448,70,11,usual,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,usual,64
1452,1452,70,15,most,ADJ,ADJ,PRON,PRON,PRON,PRON,ADJ,ADJ,ADJ,ADJ,PRON,most,30
1470,1470,70,33,high,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,high,26
1480,1480,70,43,less,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,less,50
1490,1490,71,3,little,ADJ,ADJ,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,little,11
1491,1491,71,4,hard,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,hard,37
1500,1500,71,13,ostensible,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ostensible,93
1508,1508,71,21,good,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,good,2
1524,1524,71,37,possible,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,possible,31
1532,1532,72,6,worried,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,VERB,ADJ,ADJ,ADJ,ADJ,worried,68
1546,1546,73,3,actual,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,actual,68
1552,1552,73,9,worried,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,worried,68
1565,1565,73,22,usual,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,usual,64
1572,1572,74,3,sure,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,sure,12
1586,1586,75,7,intrinsic,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,intrinsic,93
1602,1602,75,23,major,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,major,44
1608,1608,75,29,more,ADV,ADJ,ADJ,ADJ,ADV,ADV,ADV,ADV,ADV,ADV,ADV,more,7
1613,1613,76,2,other,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,other,4
1639,1639,76,28,best,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,good,2
1643,1643,76,32,last,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,last,8
1656,1656,77,10,medical,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,medical,62
1667,1667,77,21,tremendous,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,tremendous,82
1686,1686,78,10,dead,ADJ,ADJ,VERB,VERB,ADJ,ADJ,ADJ,VERB,ADJ,ADJ,ADJ,dead,47
1740,1740,82,3,rational,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,rational,93
1752,1752,82,15,prime,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,prime,75
1763,1763,82,26,good,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,good,2
1771,1771,82,34,most,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,most,30
1791,1791,83,8,excellent,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,excellent,23
1803,1803,83,20,leftist,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,leftist,93
1811,1811,83,28,terrorist,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,terrorist,61
1814,1814,83,31,legitimate,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,legitimate,80
1818,1818,83,35,political,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,political,42
1823,1823,84,2,same,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,same,9
1835,1835,84,14,terrorist,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,terrorist,61
1845,1845,84,24,scheduled,VERB,ADJ,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,schedule,-1
1846,1846,84,25,upcoming,ADJ,ADJ,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,upcoming,75
1847,1847,84,26,Parliamentary,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,parliamentary,93
1858,1858,85,8,serious,ADJ,ADJ,DET,DET,DET,DET,DET,DET,ADJ,ADJ,ADJ,serious,57
1865,1865,85,15,Lebanese,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,Lebanese,73
1866,1866,85,16,political,ADJ,ADJ,NOUN,NOUN,ADJ,NOUN,ADJ,NOUN,NOUN,NOUN,NOUN,political,42
1932,1932,88,4,terrorist,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,terrorist,61
1935,1935,88,7,legitimate,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,legitimate,80
1940,1940,88,12,cancerous,ADJ,ADJ,NOUN,NOUN,NOUN,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,cancerous,93
1990,1990,89,40,innocent,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,innocent,75
1993,1993,89,43,terrorist,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,terrorist,61
2005,2005,90,9,legitimate,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,legitimate,80
2010,2010,90,14,recent,ADJ,ADJ,VERB,VERB,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,recent,49
2028,2028,92,5,obvious,ADJ,ADJ,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,obvious,75
2045,2045,92,22,eventual,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,eventual,93
2056,2056,92,33,inherent,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,inherent,89
2074,2074,93,9,few,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,NUM,few,10
2107,2107,95,3,terrorist,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,terrorist,61
2109,2109,95,5,plain,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,plain,78
2111,2111,95,7,simple,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,simple,52
2138,2138,96,25,legitimate,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,NOUN,ADJ,ADJ,legitimate,80
2172,2172,98,14,few,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,few,10
2173,2173,98,15,Sunni,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,Sunni,53
2174,2174,98,16,Muslim,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,Muslim,63
2176,2176,98,18,willing,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,VERB,willing,51
2208,2208,100,6,main,ADJ,ADJ,VERB,VERB,VERB,VERB,ADJ,ADJ,ADJ,ADJ,ADJ,main,45
2254,2254,101,18,mass,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,mass,73
2255,2255,101,19,Sunni,ADJ,ADJ,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,ADJ,ADJ,ADJ,ADJ,Sunni,53
2256,2256,101,20,Arab,PROPN,ADJ,PROPN,PROPN,PROPN,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,Arab,52
2273,2273,101,37,new,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,new,5
2330,2330,103,32,such,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,such,28
2339,2339,103,41,mortal,ADJ,ADJ,NOUN,NOUN,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,mortal,85
2341,2341,103,43,mortal,ADJ,ADJ,DET,DET,DET,DET,DET,DET,DET,DET,DET,mortal,85
2371,2371,104,27,same,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,same,9
2381,2381,105,5,emphemeral,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,PROPN,PROPN,PROPN,PROPN,PROPN,emphemeral,93
2385,2385,106,1,radical,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,radical,65
2396,2396,106,12,Iraqi,ADJ,ADJ,PRON,PRON,PRON,PRON,PRON,ADJ,ADJ,ADJ,ADJ,Iraqi,38
2421,2421,107,14,Iraqi,ADJ,ADJ,NOUN,NOUN,ADJ,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,Iraqi,38
2425,2425,107,18,national,ADJ,ADJ,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,national,59
2435,2435,107,28,Muslim,ADJ,ADJ,NOUN,NOUN,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,Muslim,63
2445,2445,107,38,enormous,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,enormous,78
2462,2462,107,55,basic,ADJ,ADJ,PRON,PRON,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,basic,70
2474,2474,107,67,illegal,ADJ,ADJ,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,illegal,76
2491,2491,108,14,foreign,ADJ,ADJ,DET,DET,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,foreign,62
2503,2503,109,7,militant,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,militant,60
2504,2504,109,8,Sunni,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,Sunni,53
2505,2505,109,9,Muslim,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,Muslim,63
2511,2511,109,15,radical,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,radical,65
2522,2522,109,26,last,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,last,8
2526,2526,109,30,initial,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,initial,62
2543,2543,110,0,Most,ADJ,ADJ,DET,DET,DET,DET,ADJ,DET,ADJ,ADJ,ADJ,most,30
2550,2550,110,7,reluctant,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,reluctant,85
2553,2553,110,10,major,ADJ,ADJ,DET,DET,DET,DET,DET,DET,ADJ,ADJ,ADJ,major,44
2562,2562,110,19,many,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,many,6
2570,2570,110,27,anti-Shiite,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,anti-Shiite,93
2577,2577,111,4,few,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,NOUN,ADJ,ADJ,few,10
2592,2592,113,1,Muslim,ADJ,ADJ,NOUN,NOUN,ADJ,NOUN,ADJ,ADJ,ADJ,NOUN,ADJ,Muslim,63
2614,2614,113,23,Islamic,ADJ,ADJ,DET,DET,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,Islamic,45
2623,2623,113,32,anti-Muslim,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,anti-Muslim,93
2640,2640,114,14,several,ADJ,ADJ,DET,DET,DET,DET,DET,DET,DET,DET,DET,several,34
2646,2646,114,20,many,ADJ,ADJ,PRON,PRON,PRON,PRON,PRON,ADJ,ADJ,ADJ,ADJ,many,6
2670,2670,115,16,counterproductive,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,counterproductive,93
2684,2684,115,30,executive,ADJ,ADJ,ADJ,ADJ,DET,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,executive,58
2709,2709,116,12,Islamic,ADJ,ADJ,DET,DET,PRON,DET,DET,DET,ADJ,PRON,PRON,Islamic,45
2717,2717,117,5,Islamic,ADJ,ADJ,DET,DET,DET,DET,DET,DET,DET,DET,DET,Islamic,45
2725,2725,118,5,Islamic,ADJ,ADJ,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,ADJ,ADJ,Islamic,45
2729,2729,118,9,adjective,NOUN,ADJ,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,adjective,-1
2922,2922,138,16,earlier,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,early,35
2928,2928,138,22,few,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,NUM,ADJ,NUM,few,10
3066,3066,151,5,Islamic,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,Islamic,45
3069,3069,151,8,fascist,ADJ,ADJ,PART,PART,PART,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,fascist,89
3074,3074,151,13,Islamic,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,Islamic,45
