,Unnamed: 0,Sentence_Count,Token_ID,Word,UD_POS,SPACY_POS,Only_Mask_Tags_1,Only_Mask_Tags_2,Only_Mask_Tags_3,Only_Mask_Tags_4,Only_Mask_Tags_5,Only_Mask_Tags_6,Only_Mask_Tags_7,Only_Mask_Tags_8,Only_Mask_Tags_9,lemma,freq_band
1167,1167,59,39,only,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,only,13
1174,1174,59,46,constitutionally,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,constitutionally,98
1181,1181,59,53,just,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,just,3
1201,1201,59,73,completely,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,completely,80
1223,1223,61,9,fast,ADJ,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,fast,92
1246,1246,61,32,quickly,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,quickly,74
1250,1250,61,36,once,SCONJ,ADV,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,once,54
1268,1268,62,2,just,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,just,3
1271,1271,63,0,Most,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,most,32
1274,1274,63,3,however,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,however,29
1292,1292,63,21,ago,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ago,50
1324,1324,65,2,later,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,late,38
1335,1335,66,4,clearly,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,clearly,80
1366,1366,67,5,only,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADP,only,13
1383,1383,68,0,So,ADV,ADV,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,so,2
1390,1390,68,7,later,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,late,38
1399,1399,68,16,ago,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ago,50
1414,1414,68,31,basically,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,basically,84
1421,1421,69,4,away,ADP,ADV,ADV,ADV,ADP,ADP,ADP,ADP,ADP,ADV,ADV,away,39
1428,1428,69,11,mostly,ADV,ADV,NOUN,NOUN,NOUN,NOUN,ADV,ADV,ADV,ADV,ADV,mostly,85
1442,1442,70,5,really,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,really,17
1460,1460,70,23,still,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,still,20
1469,1469,70,32,pretty,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,pretty,46
1476,1476,70,39,now,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,now,8
1479,1479,70,42,significantly,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,significantly,89
1485,1485,70,48,later,ADV,ADV,PROPN,PROPN,PROPN,ADV,ADV,ADV,ADV,ADV,ADV,late,38
1507,1507,71,20,very,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,very,5
1521,1521,71,34,as,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,as,15
1522,1522,71,35,soon,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,soon,45
1527,1527,72,1,essentially,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,essentially,90
1541,1541,72,15,soon,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,soon,45
1556,1556,73,13,just,ADV,ADV,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,just,3
1560,1560,73,17,quickly,ADV,ADV,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADV,ADJ,ADV,quickly,74
1561,1561,73,18,enough,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,enough,61
1618,1618,76,7,essentially,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,essentially,90
1632,1632,76,21,best,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,well,12
1653,1653,77,7,mainly,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,mainly,88
1664,1664,77,18,now,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,now,8
1684,1684,78,8,otherwise,ADV,ADV,PART,PART,ADV,ADV,ADV,ADV,ADV,ADV,ADV,otherwise,81
1696,1696,80,6,away,ADP,ADV,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,away,39
1739,1739,82,2,pretty,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,pretty,46
1760,1760,82,23,now,ADV,ADV,PRON,PRON,PRON,PRON,ADP,ADP,ADV,NOUN,NOUN,now,8
1769,1769,82,32,still,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,still,20
1775,1775,82,38,inside,ADP,ADV,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,inside,86
1784,1784,83,1,over,ADV,ADV,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,over,42
1801,1801,83,18,even,ADV,ADV,CCONJ,CCONJ,CCONJ,ADV,CCONJ,CCONJ,CCONJ,ADP,ADP,even,9
1809,1809,83,26,basically,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,basically,84
1893,1893,86,17,already,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,already,31
1913,1913,87,17,easily,ADV,ADV,ADJ,ADJ,ADJ,ADJ,NOUN,NOUN,ADJ,ADJ,ADJ,easily,84
1931,1931,88,3,blatantly,ADV,ADV,DET,DET,DET,DET,ADJ,ADJ,ADJ,ADJ,ADJ,blatantly,96
1970,1970,89,20,still,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,still,20
1973,1973,89,23,properly,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,properly,82
1998,1998,90,2,routinely,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,routinely,95
2042,2042,92,19,only,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,only,13
2076,2076,93,11,now,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,now,8
2078,2078,93,13,ever,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ever,27
2132,2132,96,19,now,ADV,ADV,ADV,ADV,ADV,ADV,VERB,VERB,VERB,VERB,VERB,now,8
2143,2143,97,2,just,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,just,3
2147,2147,97,6,never,ADV,ADV,PART,PART,PART,PART,PART,PART,PART,PART,ADV,never,18
2153,2153,97,12,certainly,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,certainly,77
2180,2180,98,22,even,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,even,9
2182,2182,98,24,rather,ADV,ADV,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADV,ADV,ADV,rather,80
2191,2191,99,2,now,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,now,8
2205,2205,100,3,also,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,also,6
2242,2242,101,6,now,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,now,8
2266,2266,101,30,thus,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,thus,87
2267,2267,101,31,fatally,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,fatally,98
2338,2338,103,40,most,ADV,ADV,ADV,ADV,ADV,ADV,ADJ,ADJ,ADJ,ADJ,ADJ,most,32
2404,2404,106,20,as,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,as,15
2405,2405,106,21,well,ADV,ADV,ADV,ADV,ADV,VERB,VERB,VERB,ADV,ADV,ADV,well,12
2489,2489,108,12,merely,ADV,ADV,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,merely,88
2502,2502,109,6,more,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,more,21
2520,2520,109,24,before,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,before,64
2546,2546,110,3,however,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,however,29
2549,2549,110,6,still,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,still,20
2660,2660,115,6,ill,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ill,96
2732,2732,118,12,purposely,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,purposely,96
2739,2739,118,19,hence,ADV,ADV,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,ADV,ADV,ADP,ADP,hence,91
2750,2750,119,7,now,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,now,8
2930,2930,138,24,ago,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ago,50
3098,3098,152,21,more,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,more,21
3103,3103,152,26,ever,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ever,27
3127,3127,153,21,allegedly,ADV,ADV,AUX,AUX,AUX,AUX,AUX,AUX,ADV,ADV,ADV,allegedly,91
3237,3237,157,12,even,ADV,ADV,DET,DET,ADV,ADV,ADV,ADV,ADV,ADV,ADV,even,9
3258,3258,158,3,obviously,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,obviously,81
3295,3295,160,9,only,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,only,13
3314,3314,161,2,notionally,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,notionally,98
3351,3351,162,11,especially,ADV,ADV,PART,PART,ADV,ADV,ADV,ADV,ADV,ADV,ADV,especially,60
3403,3403,163,30,especially,ADV,ADV,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,especially,60
3432,3432,164,23,only,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,only,13
3453,3453,165,14,probably,ADV,ADV,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,probably,41
3459,3459,165,20,mainly,ADV,ADV,DET,DET,DET,DET,DET,DET,DET,ADP,ADP,mainly,88
3467,3467,166,1,also,ADV,ADV,ADV,ADV,AUX,ADV,ADV,ADV,ADV,ADV,ADV,also,6
3482,3482,167,2,probably,ADV,ADV,PART,PART,ADV,ADV,ADV,ADV,ADV,ADV,ADV,probably,41
3483,3483,167,3,especially,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,especially,60
3503,3503,167,23,back,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,back,16
3531,3531,168,14,rather,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,rather,80
3551,3551,169,4,obviously,ADV,ADV,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,obviously,81
3560,3560,169,13,rather,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,rather,80
3567,3567,169,20,so,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,so,2
3627,3627,172,0,So,ADV,ADV,CCONJ,CCONJ,CCONJ,CCONJ,ADV,CCONJ,CCONJ,CCONJ,CCONJ,so,2
3628,3628,172,1,now,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,now,8
3644,3644,172,17,before,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,before,64
3659,3659,173,13,also,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,also,6
3692,3692,173,46,ultimately,ADV,ADV,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,ultimately,92
3772,3772,177,27,so,ADV,ADV,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,so,2
3789,3789,178,12,so,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADP,so,2
3794,3794,179,0,Of,ADP,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,of,96
3795,3795,179,1,course,NOUN,ADV,ADV,ADV,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,course,-1
3834,3834,182,1,now,ADV,ADV,PRON,PRON,ADV,ADV,ADV,ADV,ADV,ADV,ADV,now,8
3864,3864,183,16,there,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,there,11
3866,3866,183,18,already,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,already,31
3931,3931,185,5,instead,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,instead,70
3945,3945,185,19,mainly,ADV,ADV,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,mainly,88
3965,3965,185,39,then,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,then,10
3974,3974,186,0,Even,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,even,9
4017,4017,189,3,obviously,ADV,ADV,PART,PART,PART,PART,PART,ADP,ADP,ADP,ADP,obviously,81
4033,4033,189,19,ever,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ever,27
4039,4039,190,1,initially,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,initially,88
4064,4064,191,2,about,ADP,ADV,ADV,ADV,ADV,ADV,AUX,ADP,ADP,AUX,AUX,about,30
4090,4090,192,4,even,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,even,9
4161,4161,196,15,elsewhere,ADV,ADV,CCONJ,CCONJ,VERB,VERB,VERB,VERB,ADV,ADV,ADV,elsewhere,88
4167,4167,196,21,all,ADV,ADV,PRON,PRON,PRON,PRON,PRON,PRON,PRON,ADJ,PRON,all,35
4195,4195,198,7,most,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,most,32
4212,4212,199,2,never,ADV,ADV,PART,PART,ADV,ADV,ADV,ADV,ADV,ADV,ADV,never,18
4213,4213,199,3,thereafter,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,thereafter,95
4338,4338,203,1,also,ADV,ADV,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,also,6
4432,4432,208,19,possibly,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,possibly,82
4442,4442,209,0,Of,ADP,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,of,96
4443,4443,209,1,course,NOUN,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,course,-1
4447,4447,209,5,just,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,just,3
4449,4449,209,7,in,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,in,25
4475,4475,211,3,easily,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,easily,84
4483,4483,212,5,hard,ADV,ADV,ADV,ADV,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,hard,80
4514,4514,215,4,so,ADV,ADV,ADV,ADV,PRON,PRON,ADV,PRON,ADV,PRON,PRON,so,2
4543,4543,220,3,just,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,AUX,AUX,AUX,just,3
4556,4556,222,5,later,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,late,38
4627,4627,233,11,either,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,either,87
4630,4630,233,14,just,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,just,3
4644,4644,235,3,somewhere,NOUN,ADV,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,somewhere,84
4668,4668,237,5,somewhere,NOUN,ADV,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,somewhere,84
4676,4676,238,3,too,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,too,19
4678,4678,238,5,though,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,though,62
4688,4688,240,3,somewhere,NOUN,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,somewhere,84
4691,4691,241,0,real,ADV,ADV,ADV,ADV,ADV,ADV,ADV,PROPN,ADV,ADV,ADV,real,92
4718,4718,246,0,really,ADV,ADV,INTJ,INTJ,INTJ,INTJ,INTJ,INTJ,INTJ,INTJ,INTJ,really,17
4736,4736,247,6,else,ADJ,ADV,ADV,ADV,ADV,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,else,86
4741,4741,248,3,even,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,even,9
4770,4770,252,4,though,ADV,ADV,PUNCT,PUNCT,PUNCT,NOUN,ADV,ADV,ADV,ADV,ADV,though,62
4818,4818,258,2,here,ADV,ADV,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,here,14
4845,4845,262,8,back,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,back,16
4857,4857,264,4,too,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,too,19
4872,4872,265,4,here,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,here,14
4874,4874,266,0,hopefully,ADV,ADV,SCONJ,SCONJ,CCONJ,CCONJ,CCONJ,SCONJ,CCONJ,CCONJ,CCONJ,hopefully,86
4883,4883,267,2,probably,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,probably,41
4927,4927,270,9,though,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,though,62
4952,4952,276,1,just,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,just,3
4958,4958,276,7,certainly,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,AUX,ADV,AUX,certainly,77
5001,5001,279,9,however,ADV,ADV,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,however,29
5013,5013,280,10,here,ADV,ADV,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,here,14
5020,5020,280,17,already,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,already,31
5050,5050,282,10,back,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,back,16
5079,5079,283,14,always,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,always,26
5183,5183,292,2,well,ADV,ADV,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,ADV,ADV,ADV,ADV,well,12
5221,5221,298,2,daily,ADV,ADV,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,daily,92
5226,5226,300,2,only,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,only,13
5301,5301,311,5,back,ADV,ADV,ADV,ADV,ADV,ADP,ADP,ADP,ADP,ADP,ADP,back,16
5323,5323,316,0,Best,ADJ,ADV,PROPN,PROPN,X,PROPN,X,X,X,X,X,good,96
5350,5350,320,4,actually,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,actually,36
5361,5361,320,15,much,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,much,28
5362,5362,320,16,more,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,more,21
5374,5374,320,28,more,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,more,21
5425,5425,323,15,back,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADP,ADV,ADV,back,16
5444,5444,324,15,too,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,too,19
5478,5478,328,3,now,ADV,ADV,VERB,VERB,ADV,ADV,ADV,ADV,ADV,ADV,ADV,now,8
5500,5500,329,3,down,ADV,ADV,VERB,VERB,VERB,VERB,VERB,VERB,VERB,ADJ,VERB,down,49
5589,5589,333,0,However,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,however,29
