,Unnamed: 0,Sentence_Count,Token_ID,Word,UD_POS,SPACY_POS,Only_Mask_Tags_1,Only_Mask_Tags_2,Only_Mask_Tags_3,Only_Mask_Tags_4,Only_Mask_Tags_5,Only_Mask_Tags_6,Only_Mask_Tags_7,Only_Mask_Tags_8,Only_Mask_Tags_9,lemma,freq_band
13734,13734,1032,6,transitioning,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,transition,97
13966,13966,1038,14,revisiting,VERB,VERB,CCONJ,CCONJ,ADP,ADP,ADP,ADP,ADP,ADP,ADP,revisit,97
14450,14450,1117,7,upping,VERB,VERB,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,up,95
14531,14531,1129,9,steamed,VERB,VERB,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,steam,95
14873,14873,1165,5,varnish,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,varnish,97
14961,14961,1173,3,mold,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,mold,97
14970,14970,1174,0,Carve,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,carve,97
15529,15529,1230,2,preorder,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,preorder,97
16489,16489,1320,6,revered,VERB,VERB,VERB,VERB,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,revere,97
16494,16494,1320,11,praised,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,praise,95
16636,16636,1334,4,upload,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,upload,95
17073,17073,1366,8,shivering,VERB,VERB,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,shiver,97
17758,17758,1416,19,pause,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,pause,95
17782,17782,1417,19,pause,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,pause,95
17862,17862,1421,13,edit,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,edit,97
18545,18545,1471,8,jailed,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,jail,97
20783,20783,1688,4,renovated,VERB,VERB,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,renovate,97
22346,22346,1843,2,transformed,VERB,VERB,PUNCT,PUNCT,VERB,VERB,VERB,VERB,VERB,VERB,VERB,transform,97
22964,22964,1895,7,undergone,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,undergo,97
24116,24116,1995,5,unlock,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,unlock,95
24147,24147,1997,13,unlocked,VERB,VERB,ADP,ADP,ADP,ADP,VERB,VERB,VERB,VERB,VERB,unlock,95
24232,24232,2005,4,induced,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,induce,95
24950,24950,2064,0,Branch,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,branch,95
