,Unnamed: 0,Sentence_Count,Token_ID,Word,UD_POS,SPACY_POS,Only_Mask_Tags_1,Only_Mask_Tags_2,Only_Mask_Tags_3,Only_Mask_Tags_4,Only_Mask_Tags_5,Only_Mask_Tags_6,Only_Mask_Tags_7,Only_Mask_Tags_8,Only_Mask_Tags_9,lemma,freq_band
386,386,21,64,a,DET,DET,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,a,3
405,405,22,2,this,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,this,4
413,413,23,1,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
434,434,25,0,The,DET,DET,DET,DET,DET,DET,DET,DET,DET,X,PUNCT,the,2
440,440,25,6,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
447,447,26,3,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
454,454,27,3,no,DET,DET,DET,DET,DET,DET,ADJ,ADJ,ADJ,ADJ,ADJ,no,8
459,459,28,2,an,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,3
465,465,28,8,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
473,473,28,16,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,3
480,480,28,23,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
489,489,29,6,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
497,497,29,14,the,DET,DET,DET,DET,PRON,DET,PRON,DET,DET,DET,DET,the,2
501,501,30,0,The,DET,DET,DET,DET,DET,DET,DET,DET,DET,PROPN,PROPN,the,2
514,514,30,13,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
573,573,35,5,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
576,576,35,8,the,DET,DET,DET,DET,ADP,ADP,ADP,ADP,ADP,ADP,DET,the,2
579,579,35,11,the,DET,DET,DET,DET,PRON,DET,PRON,DET,PRON,DET,PRON,the,2
629,629,40,6,the,DET,DET,DET,DET,DET,DET,DET,ADJ,ADJ,ADJ,ADJ,the,2
639,639,40,16,the,DET,DET,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,the,2
644,644,40,21,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,3
663,663,41,7,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
666,666,41,10,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,3
670,670,41,14,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
676,676,41,20,the,DET,DET,DET,DET,DET,ADJ,DET,DET,DET,DET,DET,the,2
679,679,41,23,the,DET,DET,DET,DET,DET,NUM,NUM,NUM,NUM,NUM,NUM,the,2
694,694,41,38,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,3
704,704,42,4,The,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
709,709,42,9,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
720,720,42,20,the,DET,DET,DET,DET,PRON,DET,DET,DET,PRON,PRON,PRON,the,2
740,740,43,15,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
755,755,43,30,the,DET,DET,DET,DET,DET,DET,DET,DET,PRON,DET,DET,the,2
759,759,44,0,The,DET,DET,DET,DET,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,the,2
777,777,45,9,the,DET,DET,DET,DET,DET,DET,ADJ,ADJ,ADJ,ADJ,ADJ,the,2
811,811,46,11,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,3
815,815,46,15,the,DET,DET,DET,DET,PRON,DET,DET,DET,DET,DET,DET,the,2
825,825,47,3,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
831,831,47,9,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,3
835,835,47,13,an,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,3
838,838,47,16,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
852,852,49,0,The,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
876,876,49,24,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
884,884,49,32,the,DET,DET,DET,DET,ADJ,ADJ,ADJ,DET,DET,ADJ,ADJ,the,2
887,887,49,35,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,3
898,898,50,0,The,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,PRON,the,2
902,902,50,4,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,ADV,a,3
915,915,51,9,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
918,918,51,12,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
958,958,51,52,an,DET,DET,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,a,3
984,984,52,2,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,3
1000,1000,53,2,an,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,3
1024,1024,54,2,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,PRON,a,3
1037,1037,55,2,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,3
1073,1073,56,2,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,3
1094,1094,57,4,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,3
1099,1099,57,9,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,PRON,the,2
1108,1108,57,18,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,PROPN,PROPN,a,3
1119,1119,58,5,the,DET,DET,PRON,PRON,DET,PRON,DET,PRON,PRON,PRON,PRON,the,2
1152,1152,59,24,the,DET,DET,DET,DET,DET,DET,PRON,PRON,PRON,PRON,PRON,the,2
1157,1157,59,29,the,DET,DET,DET,DET,DET,DET,PRON,DET,PRON,PRON,PRON,the,2
1183,1183,59,55,the,DET,DET,DET,DET,PRON,PRON,PRON,DET,PRON,DET,DET,the,2
1188,1188,59,60,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
1195,1195,59,67,the,DET,DET,DET,DET,DET,DET,DET,DET,PRON,PRON,PRON,the,2
1208,1208,60,5,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
1211,1211,60,8,this,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,this,4
1235,1235,61,21,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
1243,1243,61,29,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
1263,1263,61,49,the,DET,DET,DET,DET,DET,DET,ADJ,DET,ADJ,ADJ,ADJ,the,2
1277,1277,63,6,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
1280,1280,63,9,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
1285,1285,63,14,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
1288,1288,63,17,a,DET,DET,DET,DET,ADV,DET,DET,DET,DET,ADV,DET,a,3
1299,1299,64,1,that,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,that,9
1313,1313,64,15,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
1327,1327,65,5,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,PRON,the,2
1331,1331,66,0,The,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,PROPN,the,2
1339,1339,66,8,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
1343,1343,66,12,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
1350,1350,66,19,an,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,3
1369,1369,67,8,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
1378,1378,67,17,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,ADJ,the,2
1406,1406,68,23,the,DET,DET,DET,DET,PRON,DET,DET,DET,DET,DET,DET,the,2
1409,1409,68,26,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,ADJ,the,2
1430,1430,69,13,the,DET,DET,DET,DET,DET,DET,DET,DET,PRON,PRON,PRON,the,2
1439,1439,70,2,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,3
1462,1462,70,25,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
1468,1468,70,31,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,3
1474,1474,70,37,any,DET,DET,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,DET,DET,DET,any,7
1483,1483,70,46,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,PRON,the,2
1489,1489,71,2,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,3
1497,1497,71,10,this,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,this,4
1504,1504,71,17,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
1519,1519,71,32,the,DET,DET,PRON,PRON,PRON,PRON,PRON,DET,DET,DET,DET,the,2
1574,1574,74,5,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
1583,1583,75,4,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
1591,1591,75,12,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
1595,1595,75,16,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
1601,1601,75,22,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,3
1605,1605,75,26,the,DET,DET,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,the,2
1612,1612,76,1,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
1619,1619,76,8,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,3
1622,1622,76,11,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
1627,1627,76,16,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
1638,1638,76,27,the,DET,DET,DET,DET,DET,DET,PRON,PRON,PRON,PRON,PRON,the,2
1642,1642,76,31,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
1650,1650,77,4,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
1666,1666,77,20,a,DET,DET,DET,DET,ADP,DET,ADP,DET,ADP,ADP,DET,a,3
1677,1677,78,1,the,DET,DET,DET,DET,ADP,ADP,ADP,DET,DET,DET,DET,the,2
1701,1701,80,11,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,3
1705,1705,80,15,each,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,each,12
1712,1712,80,22,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
1717,1717,80,27,a,DET,DET,ADP,ADP,DET,DET,DET,DET,DET,DET,DET,a,3
1732,1732,81,7,an,DET,DET,DET,DET,DET,DET,DET,DET,DET,ADJ,DET,a,3
1751,1751,82,14,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,3
1757,1757,82,20,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
1762,1762,82,25,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,3
1786,1786,83,3,The,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
1790,1790,83,7,an,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,3
1795,1795,83,12,the,DET,DET,DET,DET,DET,DET,DET,DET,ADJ,DET,ADJ,the,2
1798,1798,83,15,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
1802,1802,83,19,the,DET,DET,ADP,ADP,DET,DET,DET,ADP,ADP,ADP,ADP,the,2
1817,1817,83,34,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,ADJ,a,3
1822,1822,84,1,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
1834,1834,84,13,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,ADJ,ADJ,the,2
1844,1844,84,23,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
1851,1851,85,1,the,DET,DET,DET,DET,DET,VERB,DET,DET,DET,DET,DET,the,2
1864,1864,85,14,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
1882,1882,86,6,the,DET,DET,DET,DET,ADJ,ADJ,ADJ,DET,ADJ,DET,ADJ,the,2
1918,1918,87,22,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
1921,1921,87,25,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
1928,1928,88,0,This,DET,DET,DET,DET,DET,DET,DET,DET,ADJ,ADJ,DET,this,4
1939,1939,88,11,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,3
1943,1943,88,15,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
1947,1947,88,19,the,DET,DET,DET,DET,DET,DET,NOUN,ADJ,ADJ,ADJ,ADJ,the,2
1956,1956,89,6,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
1975,1975,89,25,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
1983,1983,89,33,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
1987,1987,89,37,the,DET,DET,DET,DET,ADJ,DET,DET,DET,ADJ,ADJ,ADJ,the,2
1996,1996,90,0,The,DET,DET,DET,DET,ADJ,ADJ,ADJ,ADJ,DET,DET,ADJ,the,2
2000,2000,90,4,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
2009,2009,90,13,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
2016,2016,90,20,The,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
2023,2023,92,0,The,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
2027,2027,92,4,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,PRON,PRON,the,2
2031,2031,92,8,the,DET,DET,DET,DET,DET,DET,PRON,DET,PRON,PRON,PRON,the,2
2044,2044,92,21,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
2048,2048,92,25,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
2055,2055,92,32,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
2059,2059,92,36,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
2062,2062,92,39,the,DET,DET,DET,DET,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,ADJ,the,2
2070,2070,93,5,this,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,this,4
2073,2073,93,8,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,3
2080,2080,93,15,some,DET,DET,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,some,6
2089,2089,93,24,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
2106,2106,95,2,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,3
2115,2115,96,2,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
2129,2129,96,16,the,DET,DET,DET,DET,DET,DET,DET,PRON,DET,DET,PRON,the,2
2137,2137,96,24,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,3
2144,2144,97,3,another,DET,DET,DET,DET,DET,DET,DET,DET,DET,ADJ,ADJ,another,10
2149,2149,97,8,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
2155,2155,97,14,the,DET,DET,DET,DET,PRON,DET,DET,DET,ADP,ADP,ADP,the,2
2158,2158,98,0,The,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
2171,2171,98,13,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
2186,2186,98,28,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
2197,2197,99,8,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
2202,2202,100,0,The,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
2207,2207,100,5,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
2216,2216,100,14,the,DET,DET,DET,DET,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,the,2
2227,2227,100,25,this,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,this,4
2230,2230,100,28,the,DET,DET,DET,DET,DET,DET,DET,DET,PROPN,PROPN,PROPN,the,2
2237,2237,101,1,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
2245,2245,101,9,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
2249,2249,101,13,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
2253,2253,101,17,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,3
2259,2259,101,23,the,DET,DET,DET,DET,DET,DET,ADJ,ADJ,ADJ,ADJ,ADJ,the,2
2263,2263,101,27,the,DET,DET,DET,DET,PRON,DET,DET,DET,PRON,DET,DET,the,2
2269,2269,101,33,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
2272,2272,101,36,any,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,any,7
2280,2280,102,4,The,DET,DET,DET,DET,PROPN,PROPN,PROPN,PROPN,PROPN,DET,PROPN,the,2
2290,2290,102,14,the,DET,DET,DET,DET,DET,DET,DET,ADJ,DET,DET,DET,the,2
2295,2295,102,19,the,DET,DET,DET,DET,ADJ,ADJ,ADJ,ADJ,ADJ,DET,DET,the,2
2299,2299,103,1,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,3
2302,2302,103,4,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
2317,2317,103,19,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
2320,2320,103,22,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,3
2323,2323,103,25,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,ADJ,the,2
2337,2337,103,39,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
2344,2344,104,0,The,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
2360,2360,104,16,the,DET,DET,DET,DET,DET,DET,PRON,PRON,PRON,DET,PRON,the,2
2370,2370,104,26,this,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,this,4
2378,2378,105,2,the,DET,DET,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,DET,PUNCT,PUNCT,PUNCT,the,2
2384,2384,106,0,The,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
2390,2390,106,6,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,3
2393,2393,106,9,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
2399,2399,106,15,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
2407,2407,107,0,The,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
2414,2414,107,7,an,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,3
2417,2417,107,10,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
2420,2420,107,13,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
2430,2430,107,23,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,ADJ,the,2
2444,2444,107,37,this,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,this,4
2448,2448,107,41,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
2459,2459,107,52,any,DET,DET,DET,DET,DET,DET,DET,ADJ,DET,DET,DET,any,7
2471,2471,107,64,this,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,this,4
2479,2479,108,2,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,3
2483,2483,108,6,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
2486,2486,108,9,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
2496,2496,109,0,The,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
2501,2501,109,5,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
2510,2510,109,14,the,DET,DET,DET,DET,DET,ADV,DET,ADV,ADV,DET,DET,the,2
2514,2514,109,18,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,PROPN,PROPN,the,2
2525,2525,109,29,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
2533,2533,109,37,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
2557,2557,110,14,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
2576,2576,111,3,a,DET,DET,DET,DET,ADV,DET,ADV,DET,DET,DET,DET,a,3
2601,2601,113,10,a,DET,DET,DET,DET,DET,DET,PRON,DET,DET,DET,DET,a,3
2610,2610,113,19,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,3
2619,2619,113,28,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
2630,2630,114,4,the,DET,DET,DET,DET,DET,DET,PRON,DET,DET,DET,DET,the,2
2643,2643,114,17,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
2648,2648,114,22,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
2659,2659,115,5,an,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,3
2687,2687,115,33,the,DET,DET,DET,DET,DET,DET,DET,DET,PROPN,PROPN,PROPN,the,2
2722,2722,118,2,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
2728,2728,118,8,an,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,3
2740,2740,118,20,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
2752,2752,119,9,the,DET,DET,DET,DET,DET,DET,PRON,DET,PRON,DET,PRON,the,2
2759,2759,119,16,a,DET,DET,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,a,3
2918,2918,138,12,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
2921,2921,138,15,an,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,3
2927,2927,138,21,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,3
3035,3035,150,3,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,PROPN,a,3
3038,3038,150,6,the,DET,DET,DET,DET,DET,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,the,2
3055,3055,150,23,a,DET,DET,DET,DET,DET,DET,DET,PUNCT,PUNCT,PUNCT,PUNCT,a,3
3073,3073,151,12,an,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,ADV,a,3
3091,3091,152,14,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,3
3107,3107,153,1,the,DET,DET,DET,DET,PRON,DET,PRON,DET,DET,DET,PRON,the,2
3125,3125,153,19,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,2
