lemma,word form,sentence,doc index,sent index,token index,tokenized sentence
graduate,graduated,"Recent emails between me and all my old high school friends (we all, but 1, graduated hs in 1987)",30873,0,18,"('Recent', 'emails', 'between', 'me', 'and', 'all', 'my', 'old', 'high', 'school', 'friends', '(', 'we', 'all', ',', 'but', '1', ',', 'graduated', 'hs', 'in', '1987', ')')"
graduate,graduated,"one of our friends from berkeley (who's been graduated a few years), we used to hang out with him, it was his brother.",37002,14,10,"('one', 'of', 'our', 'friends', 'from', 'berkeley', '(', 'who', ""'s"", 'been', 'graduated', 'a', 'few', 'years', ')', ',', 'we', 'used', 'to', 'hang', 'out', 'with', 'him', ',', 'it', 'was', 'his', 'brother', '.')"
graduate,graduating,"Lisa:  Well, Dunja is graduating...",20866,58,7,"('Lisa', ':', ' ', 'Well', ',', 'Dunja', 'is', 'graduating', '...')"
graduate,graduating,"Yeah, I haven't seen many students here save for the ones who are graduating.",20866,62,15,"('Yeah', ',', 'I', 'have', ""n't"", 'seen', 'many', 'students', 'here', 'save', 'for', 'the', 'ones', 'who', 'are', 'graduating', '.')"
graduate,graduate,6 weeks until I graduate!,34547,31,4,"('6', 'weeks', 'until', 'I', 'graduate', '!')"
graduate,graduated,"So, this morning I received a *very*, shall we say, disturbing forward from someone I graduated with.",23517,0,20,"('So', ',', 'this', 'morning', 'I', 'received', 'a', '*', 'very', '*', ',', 'shall', 'we', 'say', ',', 'disturbing', 'forward', 'from', 'someone', 'I', 'graduated', 'with', '.')"
graduate,graduate,I don't want to graduate and move back home.,23142,0,5,"('I', 'do', ""n't"", 'want', 'to', 'graduate', 'and', 'move', 'back', 'home', '.')"
graduate,graduating,"naputol yung scholarship ng iba kong upperclass, msama non nagkakaso yung iba graduating na sila.",37483,45,13,"('naputol', 'yung', 'scholarship', 'ng', 'iba', 'kong', 'upperclass', ',', 'msama', 'non', 'nagkakaso', 'yung', 'iba', 'graduating', 'na', 'sila', '.')"
graduate,graduated,Our current president just graduated and vice president Lily doesn't want to do it.,31358,6,4,"('Our', 'current', 'president', 'just', 'graduated', 'and', 'vice', 'president', 'Lily', 'does', ""n't"", 'want', 'to', 'do', 'it', '.')"
graduate,graduated,"when i graduated, i paid a lot of money for a 'special graduation haircut', my attempt at ensuring looking nice for posterity.",156,40,2,"('when', 'i', 'graduated', ',', 'i', 'paid', 'a', 'lot', 'of', 'money', 'for', 'a', ""'"", 'special', 'graduation', 'haircut', ""'"", ',', 'my', 'attempt', 'at', 'ensuring', 'looking', 'nice', 'for', 'posterity', '.')"
graduate,graduating,"Next you know, she'll be graduating from high school!...",15648,41,7,"('Next', 'you', 'know', ',', 'she', ""'ll"", 'be', 'graduating', 'from', 'high', 'school', '!', '...')"
graduate,graduate,"In February, I received a letter from the school claiming that they couldn't classify me as a Florida resident for admission purposes until they verified where I would be living from the time I graduate (12/02) until the time I'd matriculate into law school (8/03).",13337,20,36,"('In', 'February', ',', 'I', 'received', 'a', 'letter', 'from', 'the', 'school', 'claiming', 'that', 'they', 'could', ""n't"", 'classify', 'me', 'as', 'a', 'Florida', 'resident', 'for', 'admission', 'purposes', 'until', 'they', 'verified', 'where', 'I', 'would', 'be', 'living', 'from', 'the', 'time', 'I', 'graduate', '(', '12/02', ')', 'until', 'the', 'time', 'I', ""'d"", 'matriculate', 'into', 'law', 'school', '(', '8/03', ')', '.')"
graduate,graduated,Especially the kids who have graduated from Discovery Company.,23431,48,5,"('Especially', 'the', 'kids', 'who', 'have', 'graduated', 'from', 'Discovery', 'Company', '.')"
graduate,graduate,"It's no Master's, and everyone knows that if you graduate with a B.A. in a social science/liberal arts major, a Master's is almost always forthcoming.",15597,13,12,"('It', ""'s"", 'no', 'Master', ""'s"", ',', 'and', 'everyone', 'knows', 'that', 'if', 'you', 'graduate', 'with', 'a', 'B.A.', 'in', 'a', 'social', 'science', '/', 'liberal', 'arts', 'major', ',', 'a', 'Master', ""'s"", 'is', 'almost', 'always', 'forthcoming', '.')"
graduate,graduating,"Meanwhile, I've been considering tossing my current schedule out the window and graduating early.",28070,3,14,"('Meanwhile', ',', 'I', ""'ve"", 'been', 'considering', 'tossing', 'my', 'current', 'schedule', 'out', 'the', 'window', 'and', 'graduating', 'early', '.')"
graduate,graduating,"You get points for being an athelete, a musician, an Eagle Scout (even though it is a discriminatory organization - a different rant for a different day), a citizen of a less than populous state, graduating from a prestigious high-school, graduating/surviving from a really shitty school, being a legacy (having parents who went to the school where you are applying), being the child of someone famous, beign the child of someone wealthy, completing highly-regarded academic programs (like the I.B. program), writing a strong essay, doing well on a standardized test, being from a specialized racial group, or being gay or lesbian among other things.",6827,36,41,"('You', 'get', 'points', 'for', 'being', 'an', 'athelete', ',', 'a', 'musician', ',', 'an', 'Eagle', 'Scout', '(', 'even', 'though', 'it', 'is', 'a', 'discriminatory', 'organization', '-', 'a', 'different', 'rant', 'for', 'a', 'different', 'day', ')', ',', 'a', 'citizen', 'of', 'a', 'less', 'than', 'populous', 'state', ',', 'graduating', 'from', 'a', 'prestigious', 'high', '-', 'school', ',', 'graduating', '/', 'surviving', 'from', 'a', 'really', 'shitty', 'school', ',', 'being', 'a', 'legacy', '(', 'having', 'parents', 'who', 'went', 'to', 'the', 'school', 'where', 'you', 'are', 'applying', ')', ',', 'being', 'the', 'child', 'of', 'someone', 'famous', ',', 'beign', 'the', 'child', 'of', 'someone', 'wealthy', ',', 'completing', 'highly', '-', 'regarded', 'academic', 'programs', '(', 'like', 'the', 'I.B.', 'program', ')', ',', 'writing', 'a', 'strong', 'essay', ',', 'doing', 'well', 'on', 'a', 'standardized', 'test', ',', 'being', 'from', 'a', 'specialized', 'racial', 'group', ',', 'or', 'being', 'gay', 'or', 'lesbian', 'among', 'other', 'things', '.')"
graduate,graduate,"Hey everyone, I just found out that I am going to graduate fourth in my class from the  Minnesota Academy of Pimp Arts and Sciences, White Bear Lake Township Campus  (Est. 1976).",6685,1,12,"('Hey', 'everyone', ',', 'I', 'just', 'found', 'out', 'that', 'I', 'am', 'going', 'to', 'graduate', 'fourth', 'in', 'my', 'class', 'from', 'the', ' ', 'Minnesota', 'Academy', 'of', 'Pimp', 'Arts', 'and', 'Sciences', ',', 'White', 'Bear', 'Lake', 'Township', 'Campus', ' ', '(', 'Est', '.', '1976', ')', '.')"
graduate,graduate,"we might get the new car today, which is kind of troublesome cuz uh hello we already have 2 cars right now and we're not taking wills 4runner down till next weekend and i think mine is staying here till i graduate.",37034,4,43,"('we', 'might', 'get', 'the', 'new', 'car', 'today', ',', 'which', 'is', 'kind', 'of', 'troublesome', 'cuz', 'uh', 'hello', 'we', 'already', 'have', '2', 'cars', 'right', 'now', 'and', 'we', ""'re"", 'not', 'taking', 'wills', '4runner', 'down', 'till', 'next', 'weekend', 'and', 'i', 'think', 'mine', 'is', 'staying', 'here', 'till', 'i', 'graduate', '.')"
graduate,graduate,Way to imply I'll graduate at the age of 16.',28711,7,5,"('Way', 'to', 'imply', 'I', ""'ll"", 'graduate', 'at', 'the', 'age', 'of', '16', '.', ""'"")"
graduate,graduate,"When we finally graduate and get a job, and a girlfriend as well.",38839,5,3,"('When', 'we', 'finally', 'graduate', 'and', 'get', 'a', 'job', ',', 'and', 'a', 'girlfriend', 'as', 'well', '.')"
graduate,graduated,I graduated already.,12781,5,1,"('I', 'graduated', 'already', '.')"
graduate,graduated,I am happy that I just graduated college and am one smart cookie.,29256,11,6,"('I', 'am', 'happy', 'that', 'I', 'just', 'graduated', 'college', 'and', 'am', 'one', 'smart', 'cookie', '.')"
graduate,graduated,"like they all already graduated from berkeley, but it was crazy so many of them- will, mihal, tim, larry, james...and larry pointed out to me that they werent 'just eecs majors', eheh, they were 'honor eecs majors'.",36790,30,4,"('like', 'they', 'all', 'already', 'graduated', 'from', 'berkeley', ',', 'but', 'it', 'was', 'crazy', 'so', 'many', 'of', 'them-', 'will', ',', 'mihal', ',', 'tim', ',', 'larry', ',', 'james', '...', 'and', 'larry', 'pointed', 'out', 'to', 'me', 'that', 'they', 'were', 'nt', ""'"", 'just', 'eecs', 'majors', ""'"", ',', 'eheh', ',', 'they', 'were', ""'"", 'honor', 'eecs', 'majors', ""'"", '.')"
graduate,graduated,See pictures on the side...   May 30:  Miss Larnie Boquiren graduated from Cal State Fullerton this weekend.,15654,47,14,"('See', 'pictures', 'on', 'the', 'side', '...', '  ', 'May', '30', ':', ' ', 'Miss', 'Larnie', 'Boquiren', 'graduated', 'from', 'Cal', 'State', 'Fullerton', 'this', 'weekend', '.')"
graduate,graduated,I've graduated from Leprachaun to Ewok.,27836,5,2,"('I', ""'ve"", 'graduated', 'from', 'Leprachaun', 'to', 'Ewok', '.')"
graduate,graduated,"He graduated from the same college that I graduated from, and then he went to the asian theater to fight in WWII.",15834,4,8,"('He', 'graduated', 'from', 'the', 'same', 'college', 'that', 'I', 'graduated', 'from', ',', 'and', 'then', 'he', 'went', 'to', 'the', 'asian', 'theater', 'to', 'fight', 'in', 'WWII', '.')"
graduate,graduating,We celebrated and honored our graduating seniors.,18987,2,5,"('We', 'celebrated', 'and', 'honored', 'our', 'graduating', 'seniors', '.')"
graduate,graduated,The war was nearly over when I graduated from high school.,5628,28,7,"('The', 'war', 'was', 'nearly', 'over', 'when', 'I', 'graduated', 'from', 'high', 'school', '.')"
graduate,graduating,No wonder why I gained 15 pounds since graduating from college.,24624,19,8,"('No', 'wonder', 'why', 'I', 'gained', '15', 'pounds', 'since', 'graduating', 'from', 'college', '.')"
graduate,graduated,Thought I was going to New York City when I graduated.,1122,11,10,"('Thought', 'I', 'was', 'going', 'to', 'New', 'York', 'City', 'when', 'I', 'graduated', '.')"
graduate,graduate,"Anyway, I'm thinking of moving to DC, which is where she lives right now, after I graduate, to apply for that broadcasting job that we're talking about.",8438,21,20,"('Anyway', ',', 'I', ""'m"", 'thinking', 'of', 'moving', 'to', 'DC', ',', 'which', 'is', 'where', 'she', 'lives', 'right', 'now', ',', 'after', 'I', 'graduate', ',', 'to', 'apply', 'for', 'that', 'broadcasting', 'job', 'that', 'we', ""'re"", 'talking', 'about', '.')"
graduate,graduated,I recently graduated from UCSB with a degree in Art History and two minors in French and History.,8290,6,2,"('I', 'recently', 'graduated', 'from', 'UCSB', 'with', 'a', 'degree', 'in', 'Art', 'History', 'and', 'two', 'minors', 'in', 'French', 'and', 'History', '.')"
graduate,graduating,She's NOT graduating from high school yet and I am certainly NOT 30 yet either...one,15648,44,3,"('She', ""'s"", 'NOT', 'graduating', 'from', 'high', 'school', 'yet', 'and', 'I', 'am', 'certainly', 'NOT', '30', 'yet', 'either', '...', 'one')"
graduate,graduate,"You see, the deal is, I graduate this May, so I get a new car this May.",34556,8,8,"('You', 'see', ',', 'the', 'deal', 'is', ',', 'I', 'graduate', 'this', 'May', ',', 'so', 'I', 'get', 'a', 'new', 'car', 'this', 'May', '.')"
graduate,graduated,"That's right, I've graduated from print to television.",4432,9,6,"('That', ""'s"", 'right', ',', 'I', ""'ve"", 'graduated', 'from', 'print', 'to', 'television', '.')"
graduate,graduated,"Good Times:  During the summer of 1996, after we all graduated from high school, Mark, Ryan, Eric, Cile, Rochelle and I all got jobs at Universal Studios.",15620,8,13,"('Good', 'Times', ':', ' ', 'During', 'the', 'summer', 'of', '1996', ',', 'after', 'we', 'all', 'graduated', 'from', 'high', 'school', ',', 'Mark', ',', 'Ryan', ',', 'Eric', ',', 'Cile', ',', 'Rochelle', 'and', 'I', 'all', 'got', 'jobs', 'at', 'Universal', 'Studios', '.')"
graduate,graduate,"We have one year of Theatre overcrowded with people who don't want to be there, but need a fine arts credit to graduate, a program with no funding and a teacher who's opposed to backdrops and sets because they 'distract from the actors'.",28052,2,24,"('We', 'have', 'one', 'year', 'of', 'Theatre', 'overcrowded', 'with', 'people', 'who', 'do', ""n't"", 'want', 'to', 'be', 'there', ',', 'but', 'need', 'a', 'fine', 'arts', 'credit', 'to', 'graduate', ',', 'a', 'program', 'with', 'no', 'funding', 'and', 'a', 'teacher', 'who', ""'s"", 'opposed', 'to', 'backdrops', 'and', 'sets', 'because', 'they', ""'"", 'distract', 'from', 'the', 'actors', ""'"", '.')"
graduate,graduate,"In fact, in an effort to send a wake-up call to us slow-pokes, they have set a deadline, after which, to graduate, we would need to meet current requirements (instead of the requirements set when we enrolled, and which we have been working toward).",14400,5,29,"('In', 'fact', ',', 'in', 'an', 'effort', 'to', 'send', 'a', 'wake', '-', 'up', 'call', 'to', 'us', 'slow', '-', 'pokes', ',', 'they', 'have', 'set', 'a', 'deadline', ',', 'after', 'which', ',', 'to', 'graduate', ',', 'we', 'would', 'need', 'to', 'meet', 'current', 'requirements', '(', 'instead', 'of', 'the', 'requirements', 'set', 'when', 'we', 'enrolled', ',', 'and', 'which', 'we', 'have', 'been', 'working', 'toward', ')', '.')"
graduate,graduate,10.I was threatened with expulsion from highschool three months before I was supposed to graduate.,32123,21,14,"('10.I', 'was', 'threatened', 'with', 'expulsion', 'from', 'highschool', 'three', 'months', 'before', 'I', 'was', 'supposed', 'to', 'graduate', '.')"
graduate,graduated,Until the day he graduated.,12617,22,4,"('Until', 'the', 'day', 'he', 'graduated', '.')"
graduate,graduated,"Drummer  Interesting facts: Loves vintage drums, vintage clothing, and hanging out with his brother Sean (gHey, WE people avoid hanging out with our brothers as much as we can, definitely a publicity stunt); graduated from the Los Angeles Music Academy; played in several different bands at once in high school.",12354,31,47,"('Drummer', ' ', 'Interesting', 'facts', ':', 'Loves', 'vintage', 'drums', ',', 'vintage', 'clothing', ',', 'and', 'hanging', 'out', 'with', 'his', 'brother', 'Sean', '(', 'gHey', ',', 'WE', 'people', 'avoid', 'hanging', 'out', 'with', 'our', 'brothers', 'as', 'much', 'as', 'we', 'can', ',', 'definitely', 'a', 'publicity', 'stunt', ')', ';', 'graduated', 'from', 'the', 'Los', 'Angeles', 'Music', 'Academy', ';', 'played', 'in', 'several', 'different', 'bands', 'at', 'once', 'in', 'high', 'school', '.')"
graduate,graduate,"He was smart enough to graduate in at least the top ten percent, but he chose to not CARE!!!!!!!!!",20857,55,5,"('He', 'was', 'smart', 'enough', 'to', 'graduate', 'in', 'at', 'least', 'the', 'top', 'ten', 'percent', ',', 'but', 'he', 'chose', 'to', 'not', 'CARE', '!', '!', '!', '!', '!', '!', '!', '!', '!')"
graduate,graduate,"i think im just going to enjoy the year i have left..like technically i could graduate with just one extra semester, but thats if i crammed this semester and my last one-",36878,31,18,"('i', 'think', 'i', 'm', 'just', 'going', 'to', 'enjoy', 'the', 'year', 'i', 'have', 'left', '..', 'like', 'technically', 'i', 'could', 'graduate', 'with', 'just', 'one', 'extra', 'semester', ',', 'but', 'that', 's', 'if', 'i', 'crammed', 'this', 'semester', 'and', 'my', 'last', 'one-')"
graduate,graduates,"I am thinking that once Jason graduates in December next year, it will be less of a financial strain on my dad, but I just dont  know!!",20909,41,6,"('I', 'am', 'thinking', 'that', 'once', 'Jason', 'graduates', 'in', 'December', 'next', 'year', ',', 'it', 'will', 'be', 'less', 'of', 'a', 'financial', 'strain', 'on', 'my', 'dad', ',', 'but', 'I', 'just', 'do', 'nt', ' ', 'know', '!', '!')"
graduate,graduate,"At least I graduate in May, though.",30832,19,3,"('At', 'least', 'I', 'graduate', 'in', 'May', ',', 'though', '.')"
graduate,graduated,"someone gave it to me back a few years when i graduated from college, at which point i was far far too busy to read it, but now, reading it inspires me.  makes me laugh.",36227,8,11,"('someone', 'gave', 'it', 'to', 'me', 'back', 'a', 'few', 'years', 'when', 'i', 'graduated', 'from', 'college', ',', 'at', 'which', 'point', 'i', 'was', 'far', 'far', 'too', 'busy', 'to', 'read', 'it', ',', 'but', 'now', ',', 'reading', 'it', 'inspires', 'me', '.', ' ', 'makes', 'me', 'laugh', '.')"
graduate,graduating,"At the end, Bibles are presented to certain age groups, a Study Bible for those graduating from high school, a Teen Bible for those going into high school, etc.",16125,2,17,"('At', 'the', 'end', ',', 'Bibles', 'are', 'presented', 'to', 'certain', 'age', 'groups', ',', 'a', 'Study', 'Bible', 'for', 'those', 'graduating', 'from', 'high', 'school', ',', 'a', 'Teen', 'Bible', 'for', 'those', 'going', 'into', 'high', 'school', ',', 'etc', '.')"
graduate,graduated,"by then we had graduated up to $10 minimum tables, and in that little bit of time i lost like $150.",36940,144,4,"('by', 'then', 'we', 'had', 'graduated', 'up', 'to', '$', '10', 'minimum', 'tables', ',', 'and', 'in', 'that', 'little', 'bit', 'of', 'time', 'i', 'lost', 'like', '$', '150', '.')"
graduate,graduated,"I was especially impressed with one of them, because it seems that the blogger only just graduated from high school, and is an astute philosopher and poet.",14507,5,17,"('I', 'was', 'especially', 'impressed', 'with', 'one', 'of', 'them', ',', 'because', 'it', 'seems', 'that', 'the', 'blogger', 'only', 'just', 'graduated', 'from', 'high', 'school', ',', 'and', 'is', 'an', 'astute', 'philosopher', 'and', 'poet', '.')"
graduate,graduate,"If any one of my friends reading this is about to graduate soon in bio or want to switch jobs from public to private sector, this is for you.",37609,22,11,"('If', 'any', 'one', 'of', 'my', 'friends', 'reading', 'this', 'is', 'about', 'to', 'graduate', 'soon', 'in', 'bio', 'or', 'want', 'to', 'switch', 'jobs', 'from', 'public', 'to', 'private', 'sector', ',', 'this', 'is', 'for', 'you', '.')"
graduate,graduated,"SO yeah, in May I graduated.",33742,78,6,"('SO', 'yeah', ',', 'in', 'May', 'I', 'graduated', '.')"
graduate,graduate,"A month before our graduation, i got ill and when I got well, I didn't go back to school coz I thought I wouldn't be able to graduate since I missed a lot.",18343,13,31,"('A', 'month', 'before', 'our', 'graduation', ',', 'i', 'got', 'ill', 'and', 'when', 'I', 'got', 'well', ',', 'I', 'did', ""n't"", 'go', 'back', 'to', 'school', 'coz', 'I', 'thought', 'I', 'would', ""n't"", 'be', 'able', 'to', 'graduate', 'since', 'I', 'missed', 'a', 'lot', '.')"
graduate,graduated,"The night after Sam, my brother and some freinds graduated they decided to go down to this beach.",35961,90,10,"('The', 'night', 'after', 'Sam', ',', 'my', 'brother', 'and', 'some', 'freinds', 'graduated', 'they', 'decided', 'to', 'go', 'down', 'to', 'this', 'beach', '.')"
graduate,graduating,"that compounded with the events of this past year, as well as graduating from college, has built up now and for the past half of the year i've found myself a lot more self-centered, unhappy, and not as passionate in my relationship with God.",24385,20,13,"('that', 'compounded', 'with', 'the', 'events', 'of', 'this', 'past', 'year', ',', 'as', 'well', 'as', 'graduating', 'from', 'college', ',', 'has', 'built', 'up', 'now', 'and', 'for', 'the', 'past', 'half', 'of', 'the', 'year', 'i', ""'ve"", 'found', 'myself', 'a', 'lot', 'more', 'self', '-', 'centered', ',', 'unhappy', ',', 'and', 'not', 'as', 'passionate', 'in', 'my', 'relationship', 'with', 'God', '.')"
graduate,graduated,"He turned 18, graduated early, and started playing for Ohio State in the spring to get warmed up for the big season.",23911,57,4,"('He', 'turned', '18', ',', 'graduated', 'early', ',', 'and', 'started', 'playing', 'for', 'Ohio', 'State', 'in', 'the', 'spring', 'to', 'get', 'warmed', 'up', 'for', 'the', 'big', 'season', '.')"
graduate,graduated,"During that time, I was strapped for cash, and I didn't have a job because I had just graduated",24893,4,21,"('During', 'that', 'time', ',', 'I', 'was', 'strapped', 'for', 'cash', ',', 'and', 'I', 'did', ""n't"", 'have', 'a', 'job', 'because', 'I', 'had', 'just', 'graduated')"
graduate,graduated,"If you haven't graduated yet, what would you like your quote to be?",22040,5,4,"('If', 'you', 'have', ""n't"", 'graduated', 'yet', ',', 'what', 'would', 'you', 'like', 'your', 'quote', 'to', 'be', '?')"
graduate,graduating,"I don't know, the whole Idea of doing something as 'extreme' as graduating my junior year seems pretty tough.",39473,3,16,"('I', 'do', ""n't"", 'know', ',', 'the', 'whole', 'Idea', 'of', 'doing', 'something', 'as', ""'"", 'extreme', ""'"", 'as', 'graduating', 'my', 'junior', 'year', 'seems', 'pretty', 'tough', '.')"
graduate,graduated,"and i think its SOO lame when people who have graduated go to formals, get a freakin life!",36976,7,10,"('and', 'i', 'think', 'its', 'SOO', 'lame', 'when', 'people', 'who', 'have', 'graduated', 'go', 'to', 'formals', ',', 'get', 'a', 'freakin', 'life', '!')"
graduate,graduates,And also the thing he mentioned about not going to university once he graduates!,30219,25,13,"('And', 'also', 'the', 'thing', 'he', 'mentioned', 'about', 'not', 'going', 'to', 'university', 'once', 'he', 'graduates', '!')"
graduate,graduated,One sister just graduated and then other will next year.,19018,24,3,"('One', 'sister', 'just', 'graduated', 'and', 'then', 'other', 'will', 'next', 'year', '.')"
graduate,graduating,"life was just so much simpler then, with not much to worry about except the beginning stages of adolescence when you're starting to figure out what kind of friends you want to have and how you want them to define you, and then looking forward to passing a high school entrance exam and eventually graduating to begin again at a new school!",15514,16,57,"('life', 'was', 'just', 'so', 'much', 'simpler', 'then', ',', 'with', 'not', 'much', 'to', 'worry', 'about', 'except', 'the', 'beginning', 'stages', 'of', 'adolescence', 'when', 'you', ""'re"", 'starting', 'to', 'figure', 'out', 'what', 'kind', 'of', 'friends', 'you', 'want', 'to', 'have', 'and', 'how', 'you', 'want', 'them', 'to', 'define', 'you', ',', 'and', 'then', 'looking', 'forward', 'to', 'passing', 'a', 'high', 'school', 'entrance', 'exam', 'and', 'eventually', 'graduating', 'to', 'begin', 'again', 'at', 'a', 'new', 'school', '!')"
graduate,graduated,"I think college for me was the natural thing to do [I graduated in 1990], the course I was on was geared to be very practical which I enjoyed, but at the same time I didn't want to be designing wine labels and nappie packaging.",30593,21,13,"('I', 'think', 'college', 'for', 'me', 'was', 'the', 'natural', 'thing', 'to', 'do', '[', 'I', 'graduated', 'in', '1990', ']', ',', 'the', 'course', 'I', 'was', 'on', 'was', 'geared', 'to', 'be', 'very', 'practical', 'which', 'I', 'enjoyed', ',', 'but', 'at', 'the', 'same', 'time', 'I', 'did', ""n't"", 'want', 'to', 'be', 'designing', 'wine', 'labels', 'and', 'nappie', 'packaging', '.')"
graduate,graduate,I graduate soon!,34583,6,1,"('I', 'graduate', 'soon', '!')"
