lemma,word form,sentence,doc index,sent index,token index,tokenized sentence
celebrate,celebrating,"They know it's recent, because the voice on the tape thanks the iraqis who were out on the street celebrating his birthday a couple of weeks ago.",34859,14,21,"('They', 'know', 'it', ""'s"", 'recent', ',', 'because', 'the', 'voice', 'on', 'the', 'tape', 'thanks', 'the', 'iraqis', 'who', 'were', 'out', 'on', 'the', 'street', 'celebrating', 'his', 'birthday', 'a', 'couple', 'of', 'weeks', 'ago', '.')"
celebrate,celebrate,first time i celebrate for val her bday...,19933,29,3,"('first', 'time', 'i', 'celebrate', 'for', 'val', 'her', 'bday', '...')"
celebrate,celebrated,Today is the birthday of the eap teacher pat; we celebrated it in fsc with a small ceremony with two chocolate fudge topped cakes.,22331,4,11,"('Today', 'is', 'the', 'birthday', 'of', 'the', 'eap', 'teacher', 'pat', ';', 'we', 'celebrated', 'it', 'in', 'fsc', 'with', 'a', 'small', 'ceremony', 'with', 'two', 'chocolate', 'fudge', 'topped', 'cakes', '.')"
celebrate,celebrating,Thursday day iv  last week when our manager announced that we would be celebrating customer service week 'next week',30918,0,14,"('Thursday', 'day', 'iv', ' ', 'last', 'week', 'when', 'our', 'manager', 'announced', 'that', 'we', 'would', 'be', 'celebrating', 'customer', 'service', 'week', ""'"", 'next', 'week', ""'"")"
celebrate,celebrate,"From mail order gifts (this was very big for people this year) to heartfelt greetings to having a meal or two to celebrate my special day, i am so thankful!",15583,36,24,"('From', 'mail', 'order', 'gifts', '(', 'this', 'was', 'very', 'big', 'for', 'people', 'this', 'year', ')', 'to', 'heartfelt', 'greetings', 'to', 'having', 'a', 'meal', 'or', 'two', 'to', 'celebrate', 'my', 'special', 'day', ',', 'i', 'am', 'so', 'thankful', '!')"
celebrate,celebrating,the hawaii native  jasmine trias  of the american idol finalists was with her family at holy family parish in artesia celebrating easter.,33138,6,22,"('the', 'hawaii', 'native', ' ', 'jasmine', 'trias', ' ', 'of', 'the', 'american', 'idol', 'finalists', 'was', 'with', 'her', 'family', 'at', 'holy', 'family', 'parish', 'in', 'artesia', 'celebrating', 'easter', '.')"
celebrate,celebrated,there were a few days that lynn de-celebrated as the: 'death of idealism'...   we love: our babysitting coop.,12556,8,9,"('there', 'were', 'a', 'few', 'days', 'that', 'lynn', 'de', '-', 'celebrated', 'as', 'the', ':', ""'"", 'death', 'of', 'idealism', ""'"", '...', '  ', 'we', 'love', ':', 'our', 'babysitting', 'coop', '.')"
celebrate,celebrating,"those critics (with whom i partially agree) would advocate celebrating anniversaries, promotions, ordinations, graduations, achievements.",12713,6,11,"('those', 'critics', '(', 'with', 'whom', 'i', 'partially', 'agree', ')', 'would', 'advocate', 'celebrating', 'anniversaries', ',', 'promotions', ',', 'ordinations', ',', 'graduations', ',', 'achievements', '.')"
celebrate,celebrated,We celebrated and honored our graduating seniors.,18987,2,1,"('We', 'celebrated', 'and', 'honored', 'our', 'graduating', 'seniors', '.')"
celebrate,celebrate,"I'm tempted to keep all 3 of us home, plus our baby, just to get us all out of this and to celebrate my husband's birthday, sept 11, free from all this insincere, embarassing group-hysteria.",30875,5,25,"('I', ""'m"", 'tempted', 'to', 'keep', 'all', '3', 'of', 'us', 'home', ',', 'plus', 'our', 'baby', ',', 'just', 'to', 'get', 'us', 'all', 'out', 'of', 'this', 'and', 'to', 'celebrate', 'my', 'husband', ""'s"", 'birthday', ',', 'sept', '11', ',', 'free', 'from', 'all', 'this', 'insincere', ',', 'embarassing', 'group', '-', 'hysteria', '.')"
celebrate,celebrating,"Of course, i may well wake up hungover and devastated come tomorrow morning but whilst my optimism still exists i find it worthy of celebrating!",10715,3,25,"('Of', 'course', ',', 'i', 'may', 'well', 'wake', 'up', 'hungover', 'and', 'devastated', 'come', 'tomorrow', 'morning', 'but', 'whilst', 'my', 'optimism', 'still', 'exists', 'i', 'find', 'it', 'worthy', 'of', 'celebrating', '!')"
celebrate,celebrating,And it's all about celebrating your singleness.,23146,21,5,"('And', 'it', ""'s"", 'all', 'about', 'celebrating', 'your', 'singleness', '.')"
celebrate,celebrate,"emailalert=no&email=adgrant@indiana.edu&url=http://closeproximity.blogspot.com&name=proximity&bgcolor=003399&fcolor=ffffff&link=ffffcc&words=comments&title=comments &width=350&height=350'>  since i'm one of those who gets to 'celebrate' mlk day by being lazy and not caring about politics or civil rights, (sorry all those who are at work), i thought i would be somewhat proactive and learn some stuff about mlk.",12041,1,32,"('emailalert', '=', 'no&email', '=', 'adgrant@indiana.edu&url', '=', 'http://closeproximity.blogspot.com&name', '=', 'proximity&bgcolor=003399&fcolor', '=', 'ffffff&link', '=', 'ffffcc&words', '=', 'comments&title', '=', 'comments', '&', 'width=350&height=350', ""'"", '>', ' ', 'since', 'i', ""'m"", 'one', 'of', 'those', 'who', 'gets', 'to', ""'"", 'celebrate', ""'"", 'mlk', 'day', 'by', 'being', 'lazy', 'and', 'not', 'caring', 'about', 'politics', 'or', 'civil', 'rights', ',', '(', 'sorry', 'all', 'those', 'who', 'are', 'at', 'work', ')', ',', 'i', 'thought', 'i', 'would', 'be', 'somewhat', 'proactive', 'and', 'learn', 'some', 'stuff', 'about', 'mlk', '.')"
celebrate,celebrated,We just celebrated our 3rd anniversary with a trip to west virginia.,990,34,2,"('We', 'just', 'celebrated', 'our', '3rd', 'anniversary', 'with', 'a', 'trip', 'to', 'west', 'virginia', '.')"
celebrate,celebrated,"when lynn was a high school english teacher, one night one of her favorite classes celebrated the end of a unit on romeo and juliet by plastic forking the pages of the play across our entire lawn in the middle of the night.",12677,3,16,"('when', 'lynn', 'was', 'a', 'high', 'school', 'english', 'teacher', ',', 'one', 'night', 'one', 'of', 'her', 'favorite', 'classes', 'celebrated', 'the', 'end', 'of', 'a', 'unit', 'on', 'romeo', 'and', 'juliet', 'by', 'plastic', 'forking', 'the', 'pages', 'of', 'the', 'play', 'across', 'our', 'entire', 'lawn', 'in', 'the', 'middle', 'of', 'the', 'night', '.')"
celebrate,celebrate,i had so many people to celebrate my birthday for me... and 2 birthday cakes...,6258,2,6,"('i', 'had', 'so', 'many', 'people', 'to', 'celebrate', 'my', 'birthday', 'for', 'me', '...', 'and', '2', 'birthday', 'cakes', '...')"
celebrate,celebrating,I'm celebrating my 20th anniversary in a month or so.',34462,17,2,"('I', ""'m"", 'celebrating', 'my', '20th', 'anniversary', 'in', 'a', 'month', 'or', 'so', '.', ""'"")"
celebrate,celebrate,"About my big day, i forgot about it of course and didn't want to celebrate it~!",8100,8,16,"('About', 'my', 'big', 'day', ',', 'i', 'forgot', 'about', 'it', 'of', 'course', 'and', 'did', ""n't"", 'want', 'to', 'celebrate', 'it~', '!')"
celebrate,celebrating,Even though he's probably being a typical guy and is out partying every night and celebrating his bachelorhood.,34610,23,16,"('Even', 'though', 'he', ""'s"", 'probably', 'being', 'a', 'typical', 'guy', 'and', 'is', 'out', 'partying', 'every', 'night', 'and', 'celebrating', 'his', 'bachelorhood', '.')"
celebrate,celebrate,I was a prisoner to the song 'celebrate good times..c'mon!',34553,12,8,"('I', 'was', 'a', 'prisoner', 'to', 'the', 'song', ""'"", 'celebrate', 'good', 'times', '..', ""c'mon"", '!', ""'"")"
celebrate,celebrate,on may 6. each year we celebrate his birthday --  but its his life that i celebrate.,12738,26,18,"('on', 'may', '6', '.', 'each', 'year', 'we', 'celebrate', 'his', 'birthday', '--', ' ', 'but', 'its', 'his', 'life', 'that', 'i', 'celebrate', '.')"
celebrate,celebrate,urllink alton brown gave an interview and developed a special recipe to celebrate apple.,534,21,12,"('urllink', 'alton', 'brown', 'gave', 'an', 'interview', 'and', 'developed', 'a', 'special', 'recipe', 'to', 'celebrate', 'apple', '.')"
celebrate,celebrate,Really.  (d) hookers and cocaine to celebrate the settlement; 5 times as many as usual  it'll be interesting to see what the judge rules on this.,29146,18,10,"('Really', '.', ' ', '(', 'd', ')', 'hookers', 'and', 'cocaine', 'to', 'celebrate', 'the', 'settlement', ';', '5', 'times', 'as', 'many', 'as', 'usual', ' ', 'it', ""'ll"", 'be', 'interesting', 'to', 'see', 'what', 'the', 'judge', 'rules', 'on', 'this', '.')"
celebrate,celebrating,"She is visiting her family in cape cod, who is celebrating her mother's parent's fiftieth wedding anniversary.",17029,7,11,"('She', 'is', 'visiting', 'her', 'family', 'in', 'cape', 'cod', ',', 'who', 'is', 'celebrating', 'her', 'mother', ""'s"", 'parent', ""'s"", 'fiftieth', 'wedding', 'anniversary', '.')"
celebrate,celebrate,In my mind it's to celebrate another year of a person's life.,18370,24,6,"('In', 'my', 'mind', 'it', ""'s"", 'to', 'celebrate', 'another', 'year', 'of', 'a', 'person', ""'s"", 'life', '.')"
celebrate,celebrate,"For now we celebrate cinco de mayo, which is apparently a celebration of the fact that it is the fifth of may.",15286,2,3,"('For', 'now', 'we', 'celebrate', 'cinco', 'de', 'mayo', ',', 'which', 'is', 'apparently', 'a', 'celebration', 'of', 'the', 'fact', 'that', 'it', 'is', 'the', 'fifth', 'of', 'may', '.')"
celebrate,celebrating,The evening ended at the pub celebrating s.o.'s birthday with half of poontang and half the pac (in the form of g and the kidd).,8679,22,6,"('The', 'evening', 'ended', 'at', 'the', 'pub', 'celebrating', 's.o', '.', ""'s"", 'birthday', 'with', 'half', 'of', 'poontang', 'and', 'half', 'the', 'pac', '(', 'in', 'the', 'form', 'of', 'g', 'and', 'the', 'kidd', ')', '.')"
celebrate,celebrate,Most of us were at ocean seafood restaurant in downtown to celebrate rochelle's graduation from pharmacy school (you go dr. galace!!).,15635,4,11,"('Most', 'of', 'us', 'were', 'at', 'ocean', 'seafood', 'restaurant', 'in', 'downtown', 'to', 'celebrate', 'rochelle', ""'s"", 'graduation', 'from', 'pharmacy', 'school', '(', 'you', 'go', 'dr', '.', 'galace', '!', '!', ')', '.')"
celebrate,celebrating,"out in the hudson, a gorgeous, humid evening, with a collective of great folks celebrating morgan whirledge's 21st birthday.",8039,75,17,"('out', 'in', 'the', 'hudson', ',', 'a', 'gorgeous', ',', 'humid', 'evening', ',', 'with', 'a', 'collective', 'of', 'great', 'folks', 'celebrating', 'morgan', 'whirledge', ""'s"", '21st', 'birthday', '.')"
celebrate,celebrate,haven give her yet... maybe sat aft napfa going to parkway again wif manning n chiawhong celebrate her bday...,33904,25,17,"('haven', 'give', 'her', 'yet', '...', 'maybe', 'sat', 'aft', 'napfa', 'going', 'to', 'parkway', 'again', 'wif', 'manning', 'n', 'chiawhong', 'celebrate', 'her', 'bday', '...')"
celebrate,celebrate,Made tentative plans to celebrate thanksgiving with my mom & dad.,19358,11,4,"('Made', 'tentative', 'plans', 'to', 'celebrate', 'thanksgiving', 'with', 'my', 'mom', '&', 'dad', '.')"
celebrate,celebrates,"Don't forget that airline ticket or to brush your hair, show that family that you care couldn't you wear something that celebrates everything you love and maybe what your family hates cause that might be what it takes.",23609,1,24,"('Do', ""n't"", 'forget', 'that', 'airline', 'ticket', 'or', 'to', 'brush', 'your', 'hair', ',', 'show', 'that', 'family', 'that', 'you', 'care', 'could', ""n't"", 'you', 'wear', 'something', 'that', 'celebrates', 'everything', 'you', 'love', 'and', 'maybe', 'what', 'your', 'family', 'hates', 'cause', 'that', 'might', 'be', 'what', 'it', 'takes', '.')"
celebrate,celebrate,We would celebrate lost day at midnight on february 28 - a lot like we do for new years now.,15286,7,2,"('We', 'would', 'celebrate', 'lost', 'day', 'at', 'midnight', 'on', 'february', '28', '-', 'a', 'lot', 'like', 'we', 'do', 'for', 'new', 'years', 'now', '.')"
celebrate,celebrated,Just celebrated woon han and xy's birthday.,18128,0,1,"('Just', 'celebrated', 'woon', 'han', 'and', 'xy', ""'s"", 'birthday', '.')"
celebrate,celebrating,"though most birthday celebrations will be postponed til next week (because of jaelyn's severe strep -- and probable infectiousness of all of us), we're still celebrating add's entry into our world!",12659,10,30,"('though', 'most', 'birthday', 'celebrations', 'will', 'be', 'postponed', 'til', 'next', 'week', '(', 'because', 'of', 'jaelyn', ""'s"", 'severe', 'strep', '--', 'and', 'probable', 'infectiousness', 'of', 'all', 'of', 'us', ')', ',', 'we', ""'re"", 'still', 'celebrating', 'add', ""'s"", 'entry', 'into', 'our', 'world', '!')"
celebrate,celebrated,"God, i miss that school  6/6 = cubs celebrated my graduation with a 4-1 win behind greg maddux over the pirates  random factoid = 66.",30472,31,10,"('God', ',', 'i', 'miss', 'that', 'school', ' ', '6/6', '=', 'cubs', 'celebrated', 'my', 'graduation', 'with', 'a', '4', '-', '1', 'win', 'behind', 'greg', 'maddux', 'over', 'the', 'pirates', ' ', 'random', 'factoid', '=', '66', '.')"
celebrate,celebrating,so bo jangles went around celebrating his victory over john.,719,49,5,"('so', 'bo', 'jangles', 'went', 'around', 'celebrating', 'his', 'victory', 'over', 'john', '.')"
celebrate,celebrating,"Most people refer to it as 'the fourth of july,' not realizing that the whole point of the holiday is celebrating our independence from england.",26364,1,23,"('Most', 'people', 'refer', 'to', 'it', 'as', ""'"", 'the', 'fourth', 'of', 'july', ',', ""'"", 'not', 'realizing', 'that', 'the', 'whole', 'point', 'of', 'the', 'holiday', 'is', 'celebrating', 'our', 'independence', 'from', 'england', '.')"
